frame,ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10
0,165.0,129.0,119.0,87.0,110.0,150.0,141.0,186.0,125.0,127.0
1,164.0,130.0,115.0,88.0,109.0,154.0,136.0,188.0,124.0,127.0
2,161.0,131.0,115.0,87.0,110.0,151.0,138.0,183.0,126.0,126.0
3,164.0,134.0,114.0,87.0,110.0,150.0,137.0,182.0,126.0,125.0
4,164.0,131.0,114.0,88.0,110.0,150.0,138.0,183.0,124.0,127.0
5,167.0,132.0,114.0,88.0,110.0,156.0,140.0,188.0,126.0,124.0
6,163.0,128.0,113.0,87.0,105.0,147.0,138.0,188.0,127.0,121.0
7,163.0,126.0,117.0,92.0,110.0,151.0,139.0,188.0,128.0,124.0
8,164.0,132.0,117.0,91.0,109.0,152.0,140.0,190.0,124.0,125.0
9,165.0,131.0,115.0,91.0,110.0,153.0,144.0,185.0,125.0,122.0
10,166.0,131.0,116.0,89.0,107.0,153.0,142.0,188.0,125.0,121.0
11,162.0,124.0,115.0,87.0,106.0,152.0,144.0,190.0,126.0,123.0
12,162.0,127.0,117.0,95.0,100.0,153.0,140.0,190.0,125.0,123.0
13,170.0,125.0,115.0,86.0,103.0,148.0,143.0,193.0,125.0,124.0
14,158.0,128.0,116.0,89.0,107.0,150.0,145.0,190.0,124.0,123.0
15,163.0,127.0,116.0,91.0,108.0,151.0,141.0,190.0,124.0,122.0
16,160.0,130.0,118.0,89.0,108.0,150.0,144.0,184.0,122.0,122.0
17,164.0,128.0,116.0,87.0,104.0,152.0,144.0,189.0,124.0,124.0
18,160.0,128.0,114.0,90.0,105.0,150.0,145.0,188.0,122.0,122.0
19,160.0,130.0,116.0,88.0,106.0,150.0,141.0,189.0,123.0,124.0
20,162.0,134.0,115.0,90.0,106.0,149.0,142.0,189.0,123.0,122.0
21,163.0,127.0,116.0,92.0,106.0,153.0,145.0,184.0,122.0,122.0
22,163.0,136.0,116.0,88.0,104.0,151.0,143.0,187.0,125.0,120.0
23,164.0,134.0,117.0,88.0,105.0,150.0,142.0,189.0,124.0,120.0
24,165.0,133.0,117.0,89.0,104.0,148.0,145.0,188.0,126.0,120.0
25,164.0,133.0,116.0,88.0,109.0,149.0,144.0,185.0,125.0,121.0
26,166.0,136.0,120.0,88.0,106.0,153.0,146.0,184.0,122.0,118.0
27,162.0,135.0,118.0,86.0,113.0,149.0,144.0,189.0,125.0,118.0
28,163.0,132.0,118.0,86.0,104.0,149.0,145.0,185.0,125.0,124.0
29,161.0,131.0,115.0,90.0,109.0,152.0,143.0,192.0,125.0,122.0
30,162.0,134.0,116.0,91.0,110.0,150.0,142.0,190.0,121.0,118.0
31,166.0,131.0,116.0,88.0,110.0,150.0,149.0,187.0,124.0,119.0
32,164.0,130.0,115.0,88.0,109.0,151.0,143.0,187.0,125.0,122.0
