frame,ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10
0,27702.61395908544,28677.84114726972,28864.80038387716,28840.499235863474,28716.75315068493,26682.282184137108,27286.192595673878,28940.13187833759,29438.681307456587,28433.715662650604
1,27411.936778846153,28372.683222958058,28571.376303317535,28534.84862385321,28416.1468090934,26425.702918832467,27019.8409748038,28651.522790697676,29146.446145992853,28147.650602409638
2,27335.8030776629,28294.099834528406,28482.353889943075,28467.57956278597,28329.07616438356,26352.584664536742,26962.316770186335,28576.870847851336,29042.770056208483,28066.98176187199
3,27308.06448508181,28279.615725359912,28461.349570200575,28441.422470767666,28325.404383561643,26333.576203740547,26925.782608695652,28558.929600371746,29040.833929483902,28053.922600619197
4,27305.854186718,28297.12582781457,28483.928909952607,28442.47400611621,28332.674163466814,26338.46866267465,26928.548881524443,28553.715248721524,29028.013754457465,28054.589672977625
5,27296.785697086445,28266.42825607064,28457.855924170617,28443.469481180062,28316.950958904108,26320.659863945577,26936.02865448505,28551.293296089385,29032.70618293306,28033.860041265474
6,27311.68342554727,28296.614835164833,28446.685606060608,28425.02541942044,28329.64979480164,26329.8740063593,26947.065010351966,28553.651081646894,29018.330265848672,28051.890759189282
7,27269.78421938898,28261.711929631667,28416.05938697318,28406.179631525076,28297.81733406473,26311.294258373207,26916.43436853002,28517.764063226405,28996.767774936063,28027.405433287484
8,27265.27478344562,28244.390969162996,28403.350190839694,28394.037340153453,28280.63942966822,26294.63560334528,26899.646644573324,28502.535813953487,28962.654415518122,28008.357069143447
9,27261.062334536702,28250.043022614453,28381.077142857142,28377.914578005115,28263.848875479976,26283.16266986411,26893.514962593516,28493.875145315043,28970.84831460674,27988.265614275908
10,27245.183919114108,28212.785360484315,28389.129647283127,28384.258031616522,28252.945190463142,26273.65867306155,26892.08744301699,28483.29730357973,28984.228804902963,27986.309433962266
11,27234.037037037036,28224.497802197802,28406.660611854684,28372.280183392766,28255.691506849314,26274.0351017152,26872.418817651956,28485.494881340157,28962.467552376085,27992.827669069688
12,27456.71741221741,28453.593080724877,28629.435576923075,28610.238874680308,28488.832513661204,26484.727418065548,27103.77934467026,28720.225866480578,29193.436799184507,28217.814025438296
13,27361.113734939758,28348.962698848052,28506.20363288719,28504.84857723577,28374.155865463494,26399.277534791254,27003.941005400913,28607.649755643473,29088.48369011213,28096.165405777167
14,27234.60767386091,28217.523626373626,28398.97990430622,28375.553289138195,28244.88215949575,26278.550418493425,26868.584929225646,28491.777906976746,28955.31635252165,27998.232038501203
15,27212.154289834176,28180.51843698404,28346.003827751196,28357.445746306672,28222.71495071194,26251.85463258786,26850.884280381586,28441.271860465116,28922.46459500764,27949.976288659793
16,27185.900431861803,28160.564953012716,28341.992329817833,28323.308396946566,28191.80531215772,26228.7995217218,26825.582778702163,28415.892218350757,28906.717048346058,27936.818462594372
17,27176.77451923077,28165.890297684673,28315.387035271688,28309.72445348246,28197.848468271335,26226.641802951734,26833.640982923782,28436.971860465117,28911.69179826796,27922.657840440166
18,27171.821325648416,28152.633810572686,28343.37773549001,28283.37806122449,28192.018878248975,26218.831536926147,26805.6,28405.822134387352,28874.363358778624,27909.5941580756
19,27169.181556195967,28138.605758582504,28339.783732057414,28298.9501525941,28173.82293377121,26218.524113192507,26815.653670676067,28401.794370783904,28889.42566191446,27917.00584594223
20,27117.895002402693,28102.58060941828,28279.288571428573,28245.34317718941,28140.497808219177,26197.017131474102,26788.63734439834,28358.86500929368,28853.929735234215,27855.898969072165
21,27103.042778178322,28094.824986241056,28257.44976076555,28251.054536187563,28119.93513957307,26176.699521149243,26777.509394572025,28363.36530422666,28818.403875573687,27849.996219931272
