frame,ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10
0,32607.727272727272,32990.07751937985,33780.73949579832,33748.333333333336,33294.70909090909,31491.56,32224.163120567377,34253.4623655914,34512.16,33590.944881889765
1,32265.103658536584,32666.60769230769,33430.31304347826,33431.10227272727,32962.963302752294,31033.81818181818,31886.117647058825,33823.27127659575,34137.395161290326,33200.984251968504
2,32119.17391304348,32505.725190839694,33362.41739130435,33380.64367816092,32891.3,30901.066225165563,31814.130434782608,33725.2131147541,34031.38888888889,33064.706349206346
3,32091.085365853658,32469.746268656716,33289.5350877193,33330.28735632184,32844.48181818182,30884.446666666667,31717.306569343065,33802.07142857143,33978.19841269841,33145.0
4,32083.518292682926,32565.114503816792,33256.79824561404,33265.63636363636,32780.58181818182,30871.446666666667,31746.289855072464,33763.94535519126,34031.48387096774,33084.89763779528
5,32010.467065868263,32546.06818181818,33256.85964912281,33201.71590909091,32886.27272727273,30878.53846153846,31657.72857142857,33702.70744680851,33988.15873015873,33015.459677419356
6,31996.662576687115,32544.28125,33311.017699115044,33183.0459770115,32864.01904761905,30916.07482993197,31673.891304347828,33687.37765957447,33924.2125984252,33022.95867768595
7,32020.57055214724,32499.0873015873,33266.094017094016,33175.79347826087,32892.56363636364,30860.87417218543,31726.676258992808,33713.72340425532,33930.4609375,32987.459677419356
8,32054.213414634145,32414.189393939392,33204.07692307692,33114.92307692308,32891.23853211009,30893.5,31689.535714285714,33706.61578947368,33941.0564516129,33045.472
9,32056.90303030303,32457.91603053435,33305.93043478261,33177.395604395606,32828.6,30878.196078431374,31641.5625,33615.45945945946,33916.168,33081.25409836065
10,32057.246987951807,32458.12213740458,33139.44827586207,33197.70786516854,32779.42056074766,30800.098039215685,31598.985915492958,33585.617021276594,33844.976,33115.36363636364
11,31999.635802469136,32501.854838709678,33201.921739130434,33172.137931034486,32798.56603773585,30920.092105263157,31574.479166666668,33639.63157894737,33883.357142857145,32953.186991869916
12,32201.12962962963,32713.59842519685,33403.8547008547,33323.70526315789,33002.78,31052.24836601307,31824.414285714287,33861.505263157895,34167.664,33266.91056910569
13,32155.382352941175,32591.264,33271.47826086957,33276.13953488372,33024.82524271845,31080.22972972973,31855.601398601397,33725.22279792746,34027.696,33085.895161290326
14,32028.189873417723,32445.15625,33113.775862068964,33032.94382022472,32728.672897196262,30883.886666666665,31551.06206896552,33673.94736842105,33945.82258064516,32990.918699186994
15,31971.28834355828,32414.72440944882,33049.862068965514,33121.0,32751.34259259259,30878.423841059604,31541.858156028367,33583.72631578947,33898.02419354839,32945.39344262295
16,31983.875,32366.123076923075,33138.40677966102,33195.48314606742,32721.925925925927,30830.52,31551.944444444445,33633.36956521739,33824.45901639344,32996.22131147541
17,31937.231707317074,32377.984375,33112.43103448276,33081.816091954024,32758.85576923077,30713.730263157893,31554.875,33562.449735449736,33885.3870967742,32943.68548387097
18,31843.15,32260.140625,33032.62280701754,33009.85555555556,32647.942857142858,30768.826666666668,31591.262068965516,33486.09042553192,33897.29508196721,32895.19672131148
19,31871.875,32230.43076923077,33117.03448275862,33023.59090909091,32676.20754716981,30701.953333333335,31470.304964539006,33556.21693121693,33787.65853658537,32899.08870967742
20,31883.58024691358,32184.216417910447,33103.73043478261,33040.188888888886,32679.094339622643,30666.5033557047,31435.26056338028,33492.01587301587,33854.650406504064,32854.10655737705
21,31773.21472392638,32268.503937007874,33000.887931034486,33028.32608695652,32625.43396226415,30670.320261437908,31418.310344827587,33492.97282608696,33761.80327868852,32879.27868852459
22,31746.46625766871,32264.58823529412,33049.76724137931,32986.88636363636,32635.16346153846,30706.66225165563,31382.643356643355,33545.294117647056,33779.432,32790.166666666664
23,31795.676829268294,32248.70895522388,32969.282051282054,32893.829545454544,32566.35238095238,30611.06,31392.73943661972,33458.31216931217,33737.27419354839,32786.74166666667
24,31706.50303030303,32168.105263157893,32919.982905982906,32869.51685393258,32551.403846153848,30578.364864864863,31226.137931034482,33407.98936170213,33681.031746031746,32784.65833333333
25,31661.201219512193,32105.0977443609,32875.76724137931,32802.85227272727,32638.091743119265,30605.18120805369,31354.770833333332,33341.08108108108,33600.152,32642.04132231405
26,31575.656626506025,32048.04411764706,32853.433333333334,32769.170454545456,32517.490566037737,30480.483660130718,31225.91780821918,33343.342391304344,33649.516393442624,32666.898305084746
27,31554.95061728395,32023.68888888889,32881.745762711864,32751.697674418603,32375.610619469026,30471.89932885906,31272.07638888889,33404.915343915345,33542.376,32650.228813559323
28,31642.12883435583,32067.765151515152,32775.94915254237,32770.79069767442,32414.240384615383,30504.758389261744,31184.44827586207,33341.52972972973,33508.888,32717.9435483871
29,31504.149068322982,31940.435114503816,32707.15652173913,32742.644444444446,32472.201834862386,30473.223684210527,31268.020979020977,33247.354166666664,33530.752,32557.22950819672
30,31635.086419753086,31957.141791044774,32791.543103448275,32671.747252747253,32371.081818181818,30498.26,31278.50704225352,33286.11578947368,33567.97520661157,32582.42372881356
31,31564.843373493975,32034.946564885497,32872.44827586207,32731.545454545456,32458.881818181817,30381.233333333334,31256.107382550337,33310.021390374335,33516.403225806454,32617.193277310926
32,31620.26219512195,31959.638461538463,32761.13913043478,32705.852272727272,32313.559633027522,30495.218543046358,31162.671328671328,33339.36363636364,33473.408,32549.33606557377
33,31583.71165644172,32020.514925373136,32890.06034482759,32684.977777777778,32375.0,30412.920529801326,31368.103448275862,33239.48663101604,33530.1370967742,32542.491803278688
34,31568.27950310559,31966.11510791367,32739.716666666667,32680.2,32440.564814814814,30412.96,31353.294964028777,33247.44086021505,33596.06451612903,32666.462809917357
35,31546.724550898205,32069.276119402984,32900.55172413793,32726.022727272728,32451.093457943924,30441.350993377484,31274.777027027027,33336.58947368421,33611.12903225807,32585.25
