frame,ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10
0,134.0,100.0,145.0,120.0,82.0,121.0,171.0,164.0,122.0,155.0
1,135.0,100.0,147.0,119.0,86.0,123.0,175.0,167.0,121.0,156.0
2,138.0,99.0,147.0,126.0,90.0,120.0,168.0,161.0,122.0,156.0
3,136.0,100.0,148.0,122.0,84.0,120.0,175.0,162.0,122.0,154.0
4,132.0,100.0,149.0,124.0,89.0,119.0,178.0,162.0,122.0,153.0
5,136.0,99.0,147.0,121.0,85.0,122.0,173.0,162.0,123.0,156.0
6,134.0,100.0,149.0,123.0,83.0,117.0,169.0,164.0,121.0,156.0
7,134.0,102.0,148.0,120.0,85.0,117.0,171.0,162.0,119.0,156.0
8,135.0,101.0,150.0,120.0,81.0,119.0,175.0,163.0,119.0,153.0
9,138.0,100.0,149.0,119.0,86.0,119.0,174.0,164.0,118.0,155.0
10,137.0,102.0,151.0,121.0,88.0,120.0,173.0,158.0,119.0,159.0
11,134.0,100.0,151.0,119.0,85.0,118.0,174.0,160.0,120.0,157.0
12,133.0,100.0,149.0,120.0,86.0,118.0,177.0,160.0,120.0,154.0
13,131.0,101.0,150.0,117.0,85.0,115.0,173.0,166.0,120.0,158.0
14,137.0,101.0,148.0,121.0,81.0,117.0,176.0,163.0,118.0,157.0
15,133.0,101.0,148.0,117.0,85.0,120.0,172.0,162.0,121.0,158.0
16,133.0,100.0,149.0,116.0,85.0,116.0,175.0,161.0,121.0,158.0
17,131.0,103.0,148.0,120.0,84.0,120.0,173.0,164.0,120.0,155.0
18,135.0,99.0,145.0,121.0,81.0,120.0,173.0,163.0,120.0,157.0
19,138.0,100.0,153.0,119.0,83.0,121.0,173.0,161.0,122.0,156.0
20,134.0,99.0,151.0,125.0,86.0,118.0,174.0,160.0,122.0,158.0
21,135.0,99.0,153.0,120.0,89.0,115.0,169.0,163.0,121.0,157.0
22,130.0,101.0,148.0,119.0,84.0,116.0,169.0,158.0,120.0,160.0
23,132.0,101.0,149.0,121.0,87.0,121.0,171.0,159.0,120.0,157.0
24,132.0,101.0,153.0,115.0,83.0,120.0,177.0,159.0,121.0,157.0
25,132.0,102.0,154.0,117.0,82.0,115.0,171.0,158.0,123.0,158.0
26,132.0,100.0,153.0,120.0,78.0,116.0,177.0,158.0,119.0,161.0
27,133.0,102.0,153.0,122.0,80.0,118.0,173.0,158.0,117.0,157.0
28,131.0,105.0,151.0,113.0,85.0,120.0,174.0,159.0,123.0,159.0
29,131.0,101.0,152.0,116.0,85.0,121.0,171.0,155.0,122.0,158.0
30,129.0,101.0,150.0,120.0,84.0,120.0,173.0,163.0,125.0,157.0
31,129.0,101.0,150.0,117.0,80.0,119.0,174.0,163.0,121.0,162.0
32,129.0,101.0,152.0,120.0,80.0,119.0,170.0,163.0,123.0,159.0
33,133.0,101.0,152.0,122.0,81.0,121.0,169.0,161.0,120.0,158.0
34,130.0,104.0,149.0,124.0,84.0,120.0,177.0,161.0,124.0,158.0
35,135.0,101.0,148.0,120.0,79.0,121.0,174.0,162.0,122.0,156.0
36,132.0,101.0,152.0,117.0,80.0,121.0,176.0,161.0,120.0,157.0
37,130.0,99.0,150.0,128.0,80.0,118.0,173.0,165.0,121.0,158.0
38,133.0,98.0,151.0,120.0,82.0,120.0,175.0,164.0,122.0,160.0
39,127.0,100.0,158.0,123.0,82.0,119.0,175.0,164.0,121.0,160.0
40,128.0,101.0,154.0,122.0,82.0,119.0,176.0,162.0,118.0,158.0
41,128.0,100.0,151.0,120.0,82.0,118.0,175.0,166.0,122.0,157.0
42,129.0,101.0,156.0,116.0,80.0,117.0,173.0,162.0,120.0,158.0
43,128.0,100.0,154.0,120.0,83.0,121.0,175.0,161.0,119.0,159.0
44,127.0,102.0,151.0,121.0,82.0,121.0,177.0,162.0,119.0,159.0
45,134.0,100.0,152.0,120.0,81.0,118.0,172.0,162.0,117.0,158.0
46,131.0,100.0,153.0,120.0,87.0,124.0,178.0,160.0,118.0,159.0
47,132.0,98.0,144.0,123.0,83.0,120.0,172.0,161.0,119.0,153.0
48,130.0,98.0,154.0,118.0,87.0,119.0,175.0,163.0,117.0,157.0
49,132.0,98.0,151.0,120.0,83.0,119.0,170.0,162.0,118.0,156.0
50,132.0,97.0,154.0,119.0,88.0,118.0,175.0,165.0,115.0,154.0
51,129.0,97.0,154.0,119.0,83.0,119.0,173.0,165.0,118.0,157.0
52,131.0,101.0,152.0,120.0,83.0,119.0,175.0,163.0,117.0,157.0
53,137.0,99.0,150.0,120.0,91.0,116.0,175.0,164.0,118.0,156.0
54,136.0,104.0,149.0,121.0,87.0,119.0,171.0,163.0,118.0,154.0
55,133.0,108.0,150.0,123.0,87.0,124.0,178.0,168.0,120.0,155.0
56,132.0,111.0,154.0,121.0,86.0,117.0,176.0,164.0,118.0,156.0
57,131.0,107.0,152.0,123.0,87.0,117.0,172.0,170.0,122.0,160.0
58,133.0,102.0,151.0,124.0,86.0,120.0,174.0,164.0,122.0,154.0
59,132.0,110.0,148.0,127.0,85.0,114.0,173.0,161.0,120.0,155.0
60,129.0,108.0,152.0,121.0,87.0,121.0,176.0,166.0,121.0,156.0
61,129.0,112.0,151.0,125.0,84.0,122.0,177.0,166.0,120.0,156.0
62,130.0,104.0,153.0,124.0,87.0,122.0,174.0,162.0,122.0,158.0
63,128.0,114.0,152.0,122.0,87.0,120.0,173.0,163.0,125.0,153.0
64,131.0,112.0,152.0,119.0,86.0,117.0,175.0,163.0,123.0,157.0
65,130.0,115.0,152.0,126.0,88.0,121.0,172.0,162.0,123.0,157.0
66,132.0,113.0,152.0,124.0,86.0,119.0,175.0,161.0,124.0,159.0
67,129.0,112.0,152.0,115.0,88.0,117.0,177.0,167.0,122.0,161.0
68,129.0,110.0,153.0,119.0,85.0,119.0,177.0,159.0,124.0,158.0
69,132.0,111.0,150.0,119.0,84.0,118.0,178.0,166.0,124.0,156.0
70,130.0,113.0,150.0,119.0,88.0,119.0,174.0,161.0,127.0,157.0
71,131.0,114.0,153.0,120.0,87.0,120.0,176.0,163.0,128.0,160.0
72,130.0,114.0,153.0,118.0,89.0,116.0,178.0,161.0,124.0,159.0
73,130.0,111.0,154.0,118.0,84.0,119.0,173.0,160.0,121.0,161.0
74,129.0,112.0,154.0,118.0,86.0,118.0,176.0,160.0,125.0,157.0
75,132.0,113.0,151.0,118.0,82.0,118.0,175.0,160.0,124.0,157.0
76,133.0,111.0,151.0,120.0,86.0,124.0,173.0,159.0,122.0,157.0
77,129.0,110.0,151.0,115.0,80.0,118.0,179.0,163.0,126.0,162.0
78,131.0,110.0,151.0,121.0,83.0,122.0,177.0,157.0,127.0,161.0
79,129.0,115.0,149.0,116.0,88.0,114.0,179.0,158.0,124.0,159.0
80,129.0,105.0,150.0,122.0,84.0,118.0,176.0,159.0,125.0,163.0
