frame,ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10
0,42989.67207637231,43486.1532967033,45102.46041549691,45337.381747572814,45842.82234234234,43560.56274400446,41401.70163618864,40742.633879781424,41817.1935483871,42176.76666666667
1,42993.89090042878,43475.54340659341,45086.54932735426,45306.74689440994,45787.20925189736,43544.85682326622,41387.86666666667,40706.962596259626,41793.79706959707,42130.103664921466
2,42981.97701149425,43480.32509610104,45062.250140213124,45311.52280701754,45806.75570859007,43552.398324022346,41344.05831739962,40707.77704918033,41800.91397058823,42109.74973821989
3,43013.26507177034,43478.52582417583,45051.67807066742,45303.315196268944,45790.46623329722,43537.753072625695,41326.85024154589,40704.85464480874,41785.10263929619,42099.49947753396
4,42997.05582061069,43495.927863436125,45070.34139482565,45326.723412543826,45818.5981884058,43530.08984375,41342.58817829457,40697.69398907104,41786.032258064515,42117.81941544885
5,43005.35502392345,43487.859967051074,45077.71860986547,45317.34591439689,45834.98121387283,43579.3331470095,41370.00192864031,40721.68791208791,41744.81383370125,42147.579057591625
6,42971.0076372315,43455.856828193835,45028.60404949381,45270.381619937696,45774.53460706561,43519.58676307008,41367.7004784689,40697.30634573304,41764.16996336996,42152.595811518324
7,42969.261950286804,43459.06408839779,45072.980337078654,45322.7813592233,45792.11685962373,43541.28316610925,41387.87535953979,40699.239082969434,41781.761521580105,42091.08376963351
8,42984.828790052605,43469.04022038567,45081.725534308214,45283.40116504854,45764.17014388489,43529.83147321428,41355.07149758454,40694.70350109409,41779.04462326262,42097.58108108108
9,42969.01915708812,43447.10297356828,45072.88390353337,45285.96816770186,45800.387423202024,43515.97265625,41352.748076923075,40690.82068206821,41748.13888888889,42080.85251046025
10,42998.08664432743,43469.616574585634,45073.725379853684,45306.29221789883,45805.80586743933,43553.191513121164,41380.3679154659,40749.429193899785,41822.4769568398,42153.612394957985
11,42992.50382409178,43443.71043956044,45073.88013505909,45316.46967340591,45784.981575144506,43517.56983861992,41369.925,40734.24074074074,41810.64275256223,42131.551362683436
12,43012.131616595136,43501.001101321584,45133.4552112676,45376.18330097087,45819.83773039393,43565.48856664808,41361.81026137464,40728.07306434024,41794.431918008784,42157.03448275862
13,43021.501667460696,43514.06997245179,45089.437570303715,45346.08974358974,45833.67413294798,43577.610555555555,41397.771373679156,40736.97374179431,41815.04172767203,42154.22866174921
14,43052.65533748205,43525.91900826446,45156.25871766029,45378.73501945526,45885.93741007194,43605.86064659978,41433.81141199226,40783.55676855895,41859.30994152047,42190.537894736844
15,43055.28135431569,43540.709641873276,45148.20280898876,45389.821567106286,45871.712066473985,43572.13400335008,41403.202495201534,40750.95618838992,41824.39015429831,42173.107481559535
16,43082.41361256545,43554.28186813187,45205.63856098932,45398.20155339806,45892.324783236996,43622.11922005571,41413.797882579405,40797.836601307186,41866.689933872156,42171.974710221286
17,43090.841829442594,43563.24600110314,45185.145106861644,45396.050563982884,45901.40677966102,43605.380501392756,41449.32276657061,40751.60592755214,41874.86343612335,42199.27824267782
18,43047.80859188544,43527.556836902804,45148.807973048846,45344.2673151751,45862.62644092219,43562.316991643456,41425.10182516811,40729.149726775955,41809.54978038067,42139.42947368421
19,42960.15325670498,43438.02422907489,45037.134647887324,45288.45839813375,45780.04283657308,43465.54570791528,41341.862632084536,40672.76797385621,41779.3125,42083.680628272254
20,43033.708492366415,43518.05601317957,45128.312324141814,45352.98791893999,45854.411147303654,43594.50751252087,41393.00096153846,40752.15881708653,41848.54558823529,42175.96101159115
21,43090.35608591885,43562.968698517296,45170.967887323946,45368.333333333336,45888.43405797101,43602.93777777778,41409.97511961722,40819.72777167947,41863.86407053637,42192.86210526316
22,43068.80761904762,43554.38732782369,45171.75,45389.9467340591,45897.47088607595,43612.180655919954,41440.26602870813,40791.03820960699,41869.449487554906,42184.639915522705
23,43093.21210676835,43574.75702479339,45195.107363687464,45393.04280155642,45907.006517016656,43590.083612040136,41435.13422818792,40766.681619256015,41844.39677891655,42142.624210526315
24,43084.531458531936,43581.65564738292,45182.6738028169,45400.68905279503,45911.13718411553,43613.7225626741,41432.98746383799,40814.309782608696,41865.74871418075,42186.544210526314
25,43102.08055290753,43580.29502762431,45193.511273957156,45403.18958818959,45898.447491880186,43585.886666666665,41427.14148219442,40797.12977099237,41875.384841795436,42187.7555321391
26,43105.23689227836,43584.87995594714,45175.37668918919,45407.74601322442,45908.87962630255,43624.09505280711,41433.79961277832,40792.59456521739,41858.35069699193,42216.17019027484
27,43091.4945159752,43584.4250275634,45179.95661971831,45400.41845075905,45916.45732805185,43581.860322760156,41465.27386692382,40795.08724100327,41897.019722425124,42208.88526315789
28,43013.95569318723,43497.719491993375,45121.262802476085,45338.877416860014,45849.992040520985,43557.76323119777,41443.11969111969,40765.528384279474,41839.59060895084,42148.713080168774
29,43007.24821343497,43493.572451790635,45106.10467079347,45300.6745631068,45821.55708092485,43525.14046822742,41386.98274209013,40715.059782608696,41806.87536873156,42126.79030558483
30,43035.267015706806,43526.264462809915,45137.009566685425,45364.57526254376,45872.717902350814,43584.64623955432,41452.62680810029,40814.81697905182,41843.9719142646,42228.78105263158
31,43048.46365795725,43568.69476584022,45153.75646794151,45369.24592707525,45903.90010818608,43575.8346325167,41444.75675675676,40771.94273127753,41820.91893883567,42148.8582010582
32,43022.098524512134,43515.874931129474,45151.72686230249,45321.57980582524,45849.19689866571,43553.83797327394,41392.60384615385,40730.17731277533,41810.14760147601,42149.98424369748
33,43106.46065808298,43593.941046831955,45206.722190852626,45455.28415725964,45933.854256854254,43648.8723522854,41510.63253588517,40848.07142857143,41887.98531571219,42225.521601685985
34,42945.83095238095,43397.39491150442,45042.24464487035,45249.81991443018,45723.136872517156,43430.16564758199,41289.70958373669,40630.44395604396,41699.83013293944,42002.00948366702
35,42640.19522673031,43114.026446280994,44717.64791901012,44919.82640776699,45425.9848812095,43091.11173184358,41018.14864864865,40355.77422907489,41391.83455882353,41719.96319663512
36,41954.73403241182,42401.23964660409,43988.348758465014,44202.67365967366,44670.60331770645,42383.11899441341,40340.32688588008,39722.06359649123,40704.380323054334,41057.598947368424
37,41662.509047619045,42141.55035773253,43720.10383747178,43965.783847054234,44415.42661377569,42148.54646633278,40102.56027000964,39471.10864745011,40474.47465099192,40825.71654373024
38,41363.53791130186,41853.914379802416,43414.20699379583,43620.490859587706,44121.497293395885,41806.659610027855,39792.00289855072,39179.71871539314,40163.20648967552,40485.556494192184
39,40894.459895586144,41362.48123620309,42896.006228765575,43104.089953271025,43568.79538072898,41335.09799554566,39382.59420289855,38735.743109151044,39744.226304188094,40033.827877507916
40,40459.85280151947,40924.1217630854,42444.67643742954,42641.289996107436,43137.72576576577,40878.80011135858,38945.2582205029,38346.87168141593,39337.125366568915,39614.70199370409
41,40155.31623931624,40629.90088105727,42135.78692220969,42319.593786407764,42817.977231658835,40589.94780677401,38697.831884057974,38084.321151716504,39059.09117647059,39341.22117400419
42,39974.857957244654,40428.160684704584,41927.50791855204,42126.47848003102,42597.64680390032,40394.284128745836,38473.6856316297,37872.46424642464,38861.15491923642,39156.310853530034
43,39916.183285849955,40378.91740088106,41898.27211267606,42081.39533980582,42569.626714801445,40371.42929010621,38477.25509214355,37923.61664841183,38859.84694628403,39144.51793248945
44,39866.74988134789,40339.7,41849.062429696285,42018.70473970474,42508.64489354024,40292.532258064515,38410.18683446273,37818.15267175573,38791.03448275862,39076.10864978903
45,39776.48711832061,40247.79515418502,41717.687675858186,41924.991067961164,42379.630952380954,40149.08574610245,38300.14547206166,37716.903614457835,38661.8989010989,38920.66841552991
46,39623.65382786495,40082.16464757709,41564.83952702703,41787.70563106796,42204.939262472886,40030.78735310576,38179.895348837206,37575.76855895197,38521.8013196481,38772.34768907563
47,39462.93600764088,39943.793729372934,41407.475869809205,41633.839813374805,42073.3579668349,39872.66219988833,38051.37620889748,37454.019672131144,38405.8327219369,38676.08108108108
48,39304.14591254753,39780.20242024202,41255.23774647887,41443.98331393093,41886.509051412024,39722.09860724234,37879.49275362319,37244.93633369923,38216.95238095238,38520.67819706499
49,39128.20218839201,39609.5203520352,41031.78390545864,41245.50252427185,41670.632321041216,39503.552455357145,37645.62164750958,37049.58039647577,38018.08064516129,38309.1057591623
50,38935.097050428165,39408.83049917718,40833.44983089064,41032.83618012422,41465.889532777976,39323.605013927576,37485.943961352656,36883.61767955801,37832.12948061449,38134.04388714734
51,38981.7054631829,39460.33241908941,40904.41073446328,41101.05201863354,41534.19305856833,39407.586302895324,37546.08389585342,36925.806593406596,37881.19208211144,38172.93501048218
52,39837.84593437946,40300.71900826446,41786.71187394485,41969.893815635936,42438.149097472924,40265.0228285078,38387.04908565929,37787.695175438595,38731.0430971512,39026.09958071279
53,40141.42160611854,40640.162355531094,42114.51322453573,42332.9945631068,42800.48912255257,40567.42190105614,38722.19130434783,38020.72857142857,39060.37683284457,39364.219895287955
54,39938.958452722065,40391.94065934066,41872.788645306355,42071.708949416345,42533.82574114244,40347.688752783964,38434.487056567596,37797.11111111111,38792.25659824047,39099.52246603971
55,39940.86054259876,40390.343680709535,41859.75084364454,42055.471183800626,42562.48011569053,40361.84980457845,38384.239341085275,37799.16831683168,38797.23274596182,39138.7269874477
56,40052.021459227464,40498.874234835836,41942.87231638418,42177.92101167315,42696.05204192266,40460.48331479422,38534.94777562863,37918.35274725275,38936.58357771261,39269.11413612565
57,40251.79285714286,40721.28019856591,42156.25493513818,42356.95482866043,42879.42215785663,40642.015572858734,38690.26396917149,38082.765418502204,39069.29338235294,39432.86694825766
58,40489.789222699095,40946.17916207277,42448.7266065389,42649.06856252435,43131.367546078785,40937.175879396986,38927.44111969112,38317.510428100984,39301.99705882353,39669.24973876698
59,40853.58277830637,41303.89678135405,42821.73367117117,42999.16887675507,43537.29949421965,41292.62076624098,39225.478386167146,38674.962678375414,39653.03671071953,40010.160041841
60,41143.749643705465,41597.0,43131.15397631134,43321.695719844356,43859.30260303688,41575.76142697882,39543.921001926785,38939.444444444445,39933.41880969875,40294.07465825447
61,41491.97482185273,41957.83277777778,43483.03267605634,43691.01091192517,44197.085827623516,41912.97987702627,39830.137897782064,39251.3399339934,40248.628487518356,40611.195583596214
62,41663.192015209126,42156.95054945055,43725.98137697517,43896.07713283989,44428.980838756324,42122.64840693125,40043.275,39409.405257393206,40430.48455882353,40827.63856691254
63,41794.39601139601,42273.659621802006,43840.06921778278,44069.13156870378,44564.97252349964,42293.666666666664,40221.12918660287,39588.384193194295,40617.32350773766,40992.519916142555
64,41923.26723728007,42378.15798226164,43998.12175873732,44174.38024883359,44668.409337676436,42383.64102564102,40312.37151106833,39644.12789415656,40698.19720382634,41045.66105263158
65,42051.89428571428,42531.47356705621,44092.630275745636,44311.19766081871,44797.5609403255,42502.05810055866,40450.28982725528,39792.05610561056,40827.54686346863,41177.42421052632
66,42178.038058991435,42624.55530850472,44239.02649379933,44440.435239206534,44958.87350921576,42648.601893095765,40535.5187680462,39908.44273127753,40954.59793814433,41312.877637130805
67,42297.99952494062,42794.53603104213,44371.18432919955,44583.193322981366,45109.783411807315,42810.76644370123,40702.19241982507,40057.441371681416,41113.23455882353,41462.90486257928
68,42367.85178147269,42879.916943521595,44486.3135927806,44632.760886469674,45151.339956647396,42822.501674107145,40732.61181026138,40077.10152838428,41151.87997054492,41504.63435194942
69,42455.32936129647,42949.94736842105,44540.78471051152,44751.704510108866,45239.725207356656,42927.45779765232,40782.29748062015,40184.86408839779,41220.567746686305,41567.00841219768
70,42559.15571428571,43066.237354085606,44644.404159640246,44871.67690513219,45376.52332730561,43046.83705357143,40951.32625482626,40291.343544857766,41347.04132841328,41690.22431865828
