frame,ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10,ROI_11,ROI_12,ROI_13,ROI_14,ROI_15
0,29915.180327868853,33091.25,32914.96178343949,33787.649006622516,32597.615942028984,33331.63106796116,33428.6,34626.269230769234,33389.87301587302,32929.98765432099,31088.477272727272,33621.91925465839,34911.10638297872,33462.85964912281,34422.424460431655
1,29899.092896174865,33038.28888888889,33035.13291139241,33763.796178343946,32585.158273381294,33485.26,33437.89189189189,34854.166666666664,33353.104,32939.87804878049,31030.909090909092,33608.25465838509,34873.7311827957,33453.649122807015,34358.22602739726
2,30015.846153846152,33114.60769230769,33077.51612903226,33782.294871794875,32598.902097902097,33469.82352941176,33542.528846153844,34948.69696969697,33429.88976377953,32951.3125,31083.038167938932,33740.62420382166,35004.434782608696,33513.743589743586,34407.80714285714
3,29956.54098360656,33090.82962962963,33048.12162162162,33788.77631578947,32681.25,33544.186274509804,33479.36190476191,34660.48,33284.706349206346,32827.0875,31180.256,33642.55828220859,35006.59574468085,33604.37272727273,34417.402877697845
4,29943.86559139785,33167.29104477612,33067.90728476821,33795.24,32687.804347826088,33423.307692307695,33548.695238095235,34713.066666666666,33324.00806451613,33034.74074074074,31088.33070866142,33785.70886075949,34928.989690721646,33528.86842105263,34517.97902097902
5,29979.77966101695,33196.58955223881,33121.55194805195,33801.63398692811,32703.886524822694,33495.22772277228,33622.18095238095,34935.01388888889,33388.420634920636,33084.49382716049,31143.045801526718,33817.180722891564,34965.54081632653,33568.30973451328,34519.716312056735
6,29989.09139784946,33205.294117647056,33160.4064516129,33902.331168831166,32739.52142857143,33569.181818181816,33626.57281553398,34827.97260273973,33374.56589147287,32984.59259259259,31149.348484848484,33822.35975609756,34975.770833333336,33665.86486486487,34548.50704225352
7,30088.33879781421,33227.03759398496,33205.0,33872.02614379085,32822.25899280576,33547.18,33701.76699029126,34631.35,33490.47619047619,33101.50602409639,31278.291338582676,33795.57831325301,35031.98947368421,33667.51724137931,34615.34722222222
8,30044.77653631285,33221.60902255639,33201.816993464054,33918.74834437086,32740.420289855072,33637.545454545456,33642.25,34826.792207792205,33466.03937007874,33082.3164556962,31250.9140625,33864.65243902439,35095.55789473684,33664.14655172414,34604.71428571428
9,30135.895604395606,33198.39552238806,33146.28476821192,33861.8152866242,32814.95744680851,33643.0297029703,33739.25490196078,34731.08974358974,33496.1968503937,33162.0243902439,31141.325757575756,33882.591194968554,35033.94,33781.71428571428,34603.22463768116
10,30056.674157303372,33209.67153284672,33100.75816993464,33921.31578947369,32762.685714285715,33596.039603960395,33712.544554455446,34739.41463414634,33473.56451612903,33018.619047619046,31231.746153846154,33854.180722891564,35023.38775510204,33719.88495575221,34570.333333333336
11,29981.054644808744,33184.13432835821,33182.920529801326,33932.58278145696,32720.676258992808,33507.683673469386,33756.393939393936,34722.175,33454.0,33052.361445783135,31235.232558139534,33812.11656441718,35019.134020618556,33565.491228070176,34681.42335766424
12,30053.016216216216,33179.51879699248,33166.797385620914,33988.896103896106,32756.732394366198,33629.76470588235,33719.49,34791.98701298701,33471.468253968254,33119.79518072289,31286.387596899225,33845.57575757576,34976.5,33626.78947368421,34681.34306569343
13,30055.86592178771,33305.454545454544,33227.96103896104,33895.12337662338,32791.11510791367,33593.13,33719.92156862745,34809.28947368421,33414.69918699187,33110.41176470588,31241.79527559055,33849.53416149069,34983.28282828283,33686.955357142855,34640.25179856115
14,30045.532967032967,33346.08148148148,33144.88,33917.51298701299,32829.095588235294,33629.72,33671.509803921566,35046.54285714286,33472.58267716535,33086.60493827161,31276.6511627907,33948.99363057325,35002.38,33643.87826086956,34634.384057971016
15,30074.232044198896,33159.31851851852,33213.77922077922,33975.63157894737,32740.539568345324,33698.555555555555,33796.55882352941,34685.29113924051,33503.468253968254,33104.73809523809,31216.8046875,33811.601226993866,35092.71134020619,33697.455357142855,34620.354609929076
16,30066.66120218579,33306.84848484849,33254.87012987013,33985.77333333333,32788.359154929574,33737.22330097087,33660.86,34950.32394366197,33452.142857142855,33165.607142857145,31338.054263565893,33780.15625,35109.208333333336,33794.008849557526,34648.25362318841
17,30089.298342541435,33250.934782608696,33222.7987012987,33953.27450980392,32837.27857142857,33635.16831683168,33736.346153846156,34959.46666666667,33591.54918032787,33184.31764705882,31195.908396946565,33960.70987654321,35070.84210526316,33769.833333333336,34727.47445255474
18,30051.413978494624,33192.12781954887,33165.17647058824,33926.959731543626,32715.330985915494,33625.278350515466,33666.21782178218,34778.88607594937,33452.79527559055,33125.555555555555,31196.53125,33865.52380952381,35059.221052631576,33680.44247787611,34718.42335766424
19,29999.27868852459,33314.00751879699,33203.953642384105,33938.92857142857,32771.24637681159,33716.07,33693.96078431373,34785.94871794872,33472.50793650794,33092.156626506025,31240.846153846152,33867.90303030303,35091.46875,33656.30973451328,34639.985714285714
20,30107.15300546448,33307.587786259544,33293.14864864865,33903.28025477707,32772.562043795624,33658.22772277228,33734.66019417476,34959.91780821918,33502.95238095238,33094.4578313253,31181.503875968992,33856.818181818184,35096.37234042553,33764.17094017094,34642.59420289855
21,30034.564245810056,33291.466165413534,33238.58389261745,33879.34394904459,32888.48529411765,33699.17821782178,33719.71568627451,34817.90666666667,33405.52755905512,33133.96341463415,31249.194029850747,33910.16463414634,35093.28865979381,33689.81739130435,34705.52142857143
22,30025.173184357544,33246.86567164179,33081.46357615894,33950.06578947369,32743.071428571428,33630.84848484849,33670.19607843137,34794.41558441558,33292.47286821705,33188.475,31277.697674418603,33895.21212121212,35080.55670103093,33656.860869565215,34683.45652173913
23,30105.254237288136,33344.484615384616,33293.33783783784,34055.97350993378,32875.77622377622,33733.121212121216,33839.08653846154,35140.68918918919,33467.21374045801,33251.619047619046,31326.138461538463,34026.53939393939,35240.80412371134,33818.72566371682,34726.24637681159
24,30245.72316384181,33223.81954887218,33230.54482758621,34118.58,32835.78571428572,33800.52,33799.230769230766,35050.65753424657,33553.72222222222,33185.56626506024,31345.10769230769,33923.25903614458,35194.845360824744,33745.887931034486,34714.65957446808
25,30230.637931034482,33493.8962962963,33458.02702702703,34230.94039735099,32901.944055944055,33949.53535353536,33909.72277227723,35334.18571428571,33533.23529411765,33417.375,31408.075757575756,34081.44047619047,35373.59793814433,33909.31304347826,34843.81294964029
26,30222.905555555557,33336.824817518245,33351.42763157895,34168.613333333335,32952.22302158274,33850.45744680851,33830.214953271025,35250.97222222222,33649.967741935485,33280.927710843374,31448.341085271317,34025.78395061728,35362.958333333336,33930.342342342345,34901.645390070924
27,30318.83146067416,33538.3007518797,33456.34899328859,34185.112582781454,33025.98561151079,33914.28282828283,33905.55140186916,35550.2,33621.07692307692,33398.792207792205,31491.18181818182,34069.05732484077,35314.494736842105,33936.53097345133,34735.0
28,30237.79775280899,33502.94244604316,33421.806666666664,34171.90849673202,32943.811594202896,33858.333333333336,33826.10891089109,35208.5,33643.97619047619,33438.2,31401.06818181818,34101.757763975154,35270.260416666664,34001.79816513762,34813.640845070426
29,30106.97142857143,33178.384057971016,33029.28476821192,34020.44516129032,32775.107142857145,33682.91836734694,33796.622641509435,34994.44285714286,33309.42647058824,33282.85,31386.4296875,33957.145454545454,35082.50515463918,33644.14035087719,34785.77304964539
30,30281.730994152047,33364.623076923075,33389.0,34099.906040268455,32936.392857142855,33809.84693877551,33812.7570093458,35144.20547945205,33550.36641221374,33329.85365853659,31390.976923076923,34017.156626506025,35202.864583333336,33831.761061946905,34759.51724137931
31,30049.268571428573,33061.27407407408,32955.454545454544,33763.05960264901,32719.604316546764,33609.769230769234,33588.056074766355,35041.87671232877,33511.1652892562,33270.675,31204.601503759397,33782.1847133758,34963.052083333336,33512.19469026549,34473.24285714285
