frame,ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10,ROI_11,ROI_12,ROI_13,ROI_14,ROI_15
0,25954.960609069843,28522.557237813886,28791.852452684434,28914.557357113903,27972.355585106383,29308.133730552796,29279.068020929517,29050.38168293817,28599.497086864405,28704.59755312299,26971.309701492537,29142.965779467682,29470.108038029386,29187.93341190336,29322.52063612268
1,25945.92504145937,28544.69670003708,28790.23029366306,28920.39395782644,27980.46847565842,29307.072420634922,29303.372337141092,29042.040389972146,28607.934868943605,28706.647551546394,26969.544520547945,29156.73211567732,29451.90509059534,29169.87919858574,29310.220577069096
2,25985.43315684977,28546.040280857353,28794.06368197607,28926.283221748832,27983.212516644475,29329.18398411648,29296.354590264942,29053.96075715605,28627.989139072848,28726.65572715573,26982.248368044762,29160.80265654649,29461.799827437448,29201.32071005917,29343.021212121213
3,25974.123469049984,28568.793409848204,28824.227482678984,28947.18168928499,28004.279106858055,29341.916611515553,29317.86502311248,29069.251744997673,28650.086069915254,28735.494838709677,27000.607861343236,29195.18278750952,29510.4445407279,29228.55967078189,29355.705035971223
4,26001.719216727513,28596.476683937824,28840.47090558767,28978.839846122697,28024.761436170214,29366.06390728477,29339.24376731302,29096.223152022314,28668.097141344628,28758.007083065037,27029.192558139534,29203.870918754747,29512.902693310167,29260.05434140579,29385.784224497536
5,26038.238771466313,28651.723869532987,28878.694530046225,29000.80166126418,28072.71706148523,29385.7360238174,29373.855469953774,29121.84486762657,28697.38626723224,28795.04829362524,27054.283493938452,29244.695685376097,29543.67854039965,29286.453364817,29413.419098143237
6,26035.82514930325,28655.98293768546,28876.442686221537,29014.59582234841,28074.72405534859,29404.252892561984,29389.581767785647,29137.796476587853,28711.25709737331,28799.265292981327,27066.81506849315,29250.114111829593,29554.33130962706,29299.025943396227,29431.55353075171
7,26065.809523809523,28679.416944136145,28922.690320092555,29055.13888888889,28101.180899175313,29437.87037037037,29422.39956936327,29183.97905027933,28752.334216101695,28848.89657401422,27103.763737969573,29282.205792682926,29580.776909722223,29344.77593360996,29466.29324734446
8,26085.739907346127,28693.062986291217,28933.43396226415,29069.021871202916,28122.442287234044,29459.29289256198,29440.472307692307,29176.899022801303,28750.40440201538,28868.66344294004,27123.899193548386,29323.834795879437,29629.09499136442,29370.962241887904,29480.9
9,26080.146309169148,28673.320978502594,28926.346287033473,29055.431356620633,28099.467394197498,29432.646377770427,29406.53782287823,29160.75932835821,28730.1866878812,28836.693298969072,27094.00155472637,29295.916445119634,29579.63359442994,29328.488522660387,29454.23315669947
10,26076.92859504132,28670.327272727274,28912.776320863864,29037.609479440955,28105.960883448643,29448.871981475357,29419.17961314093,29178.14472455649,28739.293495505022,28851.262613195344,27088.656929770044,29273.15980167811,29598.145091225022,29325.664310954064,29469.313398940198
11,26063.911774461027,28665.69615099926,28931.493651404387,29051.625455281264,28106.90582601756,29442.704560475875,29431.43326173673,29177.8030726257,28741.881606765328,28842.06464124111,27093.374961168065,29275.48476770754,29566.264756944445,29327.305833824397,29454.790389708665
12,26082.385406301823,28686.52164261931,28922.878904743542,29083.580344478218,28126.047657082003,29468.4324950364,29433.50061387354,29183.476057647607,28766.085630965004,28845.28433268859,27107.894377135755,29287.984796655262,29621.399652476106,29351.975839717146,29458.325387816876
13,26090.938512396693,28685.408050221566,28908.14699074074,29058.076595744682,28104.370449109752,29437.13525132275,29418.286285362854,29193.16426244765,28748.184773988898,28837.165048543688,27103.387906976743,29292.185692541858,29607.981739130435,29331.002354326076,29464.910883579825
