frame,ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10
0,102.0,77.0,94.0,84.0,93.0,92.0,85.0,68.0,97.0,76.0
1,102.0,78.0,92.0,81.0,93.0,93.0,84.0,71.0,96.0,75.0
2,99.0,79.0,95.0,82.0,93.0,94.0,85.0,74.0,96.0,78.0
3,102.0,78.0,94.0,81.0,94.0,94.0,86.0,71.0,93.0,73.0
4,101.0,79.0,92.0,81.0,96.0,93.0,86.0,71.0,93.0,77.0
5,101.0,79.0,93.0,81.0,94.0,96.0,84.0,72.0,98.0,78.0
6,99.0,77.0,90.0,84.0,95.0,94.0,86.0,70.0,95.0,77.0
7,100.0,79.0,94.0,85.0,97.0,94.0,85.0,71.0,91.0,77.0
8,99.0,79.0,92.0,84.0,96.0,93.0,87.0,72.0,95.0,78.0
9,100.0,79.0,92.0,81.0,98.0,93.0,86.0,74.0,95.0,77.0
10,103.0,79.0,92.0,86.0,96.0,93.0,86.0,72.0,94.0,77.0
11,103.0,78.0,94.0,83.0,96.0,92.0,84.0,73.0,91.0,77.0
12,103.0,78.0,93.0,83.0,96.0,92.0,87.0,73.0,91.0,77.0
13,102.0,78.0,92.0,83.0,95.0,94.0,86.0,76.0,90.0,78.0
14,101.0,77.0,93.0,82.0,96.0,91.0,85.0,73.0,94.0,79.0
15,102.0,77.0,94.0,84.0,99.0,91.0,86.0,71.0,93.0,75.0
16,104.0,79.0,92.0,82.0,97.0,91.0,86.0,71.0,92.0,74.0
17,103.0,78.0,95.0,86.0,97.0,93.0,87.0,70.0,93.0,76.0
18,103.0,78.0,94.0,83.0,98.0,92.0,86.0,74.0,96.0,78.0
19,101.0,74.0,95.0,85.0,99.0,91.0,87.0,73.0,91.0,75.0
20,105.0,75.0,96.0,83.0,97.0,92.0,87.0,74.0,95.0,77.0
21,102.0,76.0,95.0,85.0,98.0,93.0,88.0,72.0,95.0,73.0
22,102.0,77.0,97.0,83.0,97.0,91.0,86.0,73.0,94.0,74.0
23,103.0,78.0,97.0,82.0,97.0,92.0,85.0,74.0,90.0,75.0
24,102.0,74.0,100.0,85.0,95.0,93.0,87.0,72.0,93.0,75.0
25,104.0,78.0,95.0,85.0,96.0,93.0,86.0,73.0,91.0,75.0
26,102.0,75.0,98.0,85.0,99.0,93.0,85.0,72.0,93.0,76.0
27,103.0,79.0,96.0,82.0,95.0,93.0,84.0,74.0,95.0,75.0
28,105.0,77.0,96.0,81.0,97.0,92.0,84.0,75.0,94.0,76.0
29,106.0,74.0,97.0,80.0,94.0,94.0,85.0,74.0,93.0,76.0
30,105.0,74.0,96.0,79.0,97.0,93.0,83.0,74.0,91.0,77.0
31,103.0,79.0,98.0,75.0,95.0,90.0,85.0,73.0,93.0,75.0
32,107.0,77.0,97.0,76.0,94.0,94.0,85.0,73.0,95.0,75.0
33,103.0,77.0,95.0,75.0,94.0,94.0,83.0,73.0,97.0,76.0
34,102.0,76.0,96.0,75.0,91.0,91.0,85.0,73.0,96.0,78.0
35,104.0,78.0,96.0,75.0,93.0,93.0,84.0,73.0,94.0,76.0
36,106.0,76.0,95.0,75.0,93.0,91.0,83.0,75.0,95.0,76.0
37,104.0,77.0,95.0,76.0,93.0,93.0,85.0,74.0,96.0,74.0
38,103.0,76.0,95.0,76.0,91.0,92.0,81.0,75.0,97.0,76.0
39,103.0,76.0,94.0,63.0,94.0,88.0,81.0,69.0,89.0,72.0
40,96.0,71.0,82.0,71.0,91.0,85.0,76.0,68.0,87.0,68.0
41,91.0,67.0,82.0,70.0,87.0,86.0,74.0,65.0,86.0,66.0
42,91.0,65.0,83.0,70.0,82.0,79.0,75.0,65.0,84.0,65.0
43,91.0,66.0,81.0,70.0,85.0,81.0,74.0,62.0,85.0,68.0
44,93.0,65.0,81.0,70.0,85.0,77.0,76.0,64.0,83.0,66.0
45,93.0,64.0,79.0,68.0,85.0,78.0,74.0,65.0,85.0,65.0
46,93.0,66.0,80.0,67.0,85.0,78.0,76.0,60.0,87.0,68.0
47,94.0,66.0,78.0,68.0,85.0,82.0,78.0,60.0,85.0,62.0
48,92.0,65.0,76.0,68.0,82.0,77.0,75.0,60.0,84.0,62.0
49,94.0,66.0,78.0,67.0,84.0,81.0,73.0,60.0,86.0,65.0
50,95.0,66.0,78.0,66.0,85.0,78.0,70.0,61.0,89.0,61.0
51,91.0,66.0,79.0,67.0,85.0,79.0,71.0,60.0,87.0,63.0
52,93.0,65.0,79.0,67.0,83.0,76.0,72.0,60.0,86.0,62.0
53,91.0,66.0,77.0,67.0,83.0,75.0,73.0,60.0,83.0,62.0
54,93.0,66.0,77.0,67.0,83.0,79.0,70.0,60.0,86.0,61.0
55,91.0,64.0,81.0,65.0,84.0,78.0,73.0,62.0,83.0,64.0
56,92.0,67.0,80.0,66.0,85.0,78.0,74.0,63.0,82.0,64.0
57,88.0,69.0,84.0,64.0,87.0,86.0,78.0,69.0,87.0,65.0
58,88.0,71.0,81.0,64.0,86.0,81.0,79.0,68.0,89.0,68.0
59,93.0,74.0,88.0,66.0,90.0,83.0,79.0,68.0,90.0,71.0
60,95.0,74.0,90.0,68.0,91.0,87.0,82.0,67.0,91.0,69.0
61,97.0,76.0,88.0,67.0,94.0,90.0,85.0,67.0,91.0,73.0
62,97.0,75.0,91.0,66.0,96.0,93.0,86.0,71.0,94.0,73.0
63,97.0,77.0,89.0,69.0,94.0,89.0,85.0,69.0,94.0,77.0
64,99.0,78.0,91.0,69.0,93.0,89.0,88.0,70.0,96.0,77.0
65,100.0,79.0,90.0,67.0,96.0,89.0,88.0,70.0,96.0,78.0
66,98.0,76.0,89.0,68.0,98.0,91.0,88.0,69.0,95.0,78.0
67,99.0,80.0,94.0,67.0,97.0,92.0,87.0,70.0,95.0,79.0
68,99.0,75.0,91.0,70.0,99.0,93.0,87.0,68.0,96.0,77.0
69,100.0,79.0,90.0,70.0,95.0,92.0,87.0,68.0,96.0,77.0
70,101.0,78.0,91.0,69.0,95.0,92.0,85.0,72.0,96.0,76.0
71,100.0,78.0,92.0,68.0,95.0,91.0,87.0,66.0,95.0,77.0
72,101.0,77.0,93.0,67.0,95.0,95.0,84.0,67.0,96.0,78.0
73,99.0,79.0,89.0,66.0,97.0,95.0,86.0,73.0,96.0,78.0
74,99.0,80.0,94.0,67.0,98.0,97.0,86.0,71.0,98.0,78.0
75,96.0,79.0,90.0,65.0,94.0,98.0,84.0,69.0,97.0,78.0
