track_id,frame,area,time_s,dff
1,0,113.0,0,-0.003527336860670244
1,1,112.0,5,-0.012345679012345729
1,2,112.0,10,-0.012345679012345729
1,3,115.0,15,0.014109347442680725
1,4,115.0,20,0.014109347442680725
1,5,114.0,25,0.00529100529100524
1,6,114.0,30,0.00529100529100524
1,7,112.0,35,-0.012345679012345729
1,8,114.0,40,0.00529100529100524
1,9,113.0,45,-0.003527336860670244
1,10,112.0,50,-0.012345679012345729
1,11,109.0,55,-0.03880070546737218
1,12,111.0,60,-0.02116402116402121
1,13,110.0,65,-0.029982363315696696
1,14,111.0,70,-0.02116402116402121
1,15,109.0,75,-0.03880070546737218
1,16,112.0,80,-0.012345679012345729
1,17,114.0,85,0.00529100529100524
1,18,112.0,90,-0.012345679012345729
1,19,112.0,95,-0.012345679012345729
1,20,112.0,100,-0.012345679012345729
1,21,110.0,105,-0.029982363315696696
1,22,111.0,110,-0.02116402116402121
1,23,113.0,115,-0.003527336860670244
1,24,114.0,120,0.00529100529100524
1,25,112.0,125,-0.012345679012345729
1,26,115.0,130,0.014109347442680725
1,27,119.0,135,0.049382716049382665
1,28,113.0,140,-0.003527336860670244
1,29,114.0,145,0.00529100529100524
1,30,112.0,150,-0.012345679012345729
1,31,114.0,155,0.00529100529100524
1,32,112.0,160,-0.012345679012345729
1,33,111.0,165,-0.02116402116402121
1,34,112.0,170,-0.012345679012345729
1,35,112.0,175,-0.012345679012345729
1,36,112.0,180,-0.012345679012345729
1,37,111.0,185,-0.02116402116402121
1,38,113.0,190,-0.003527336860670244
1,39,112.0,195,-0.012345679012345729
1,40,113.0,200,-0.003527336860670244
1,41,103.0,205,-0.0917107583774251
1,42,100.0,210,-0.11816578483245155
1,43,99.0,215,-0.12698412698412703
1,44,103.0,220,-0.0917107583774251
1,45,100.0,225,-0.11816578483245155
1,46,102.0,230,-0.10052910052910058
1,47,103.0,235,-0.0917107583774251
1,48,101.0,240,-0.10934744268077606
1,49,103.0,245,-0.0917107583774251
1,50,98.0,250,-0.13580246913580252
1,51,97.0,255,-0.144620811287478
