track_id,frame,area
1,0,113
1,1,112
1,2,112
1,3,115
1,4,115
1,5,114
1,6,114
1,7,112
1,8,114
1,9,113
1,10,112
1,11,109
1,12,111
1,13,110
1,14,111
1,15,109
1,16,112
1,17,114
1,18,112
1,19,112
1,20,112
1,21,110
1,22,111
1,23,113
1,24,114
1,25,112
1,26,115
1,27,119
1,28,113
1,29,114
1,30,112
1,31,114
1,32,112
1,33,111
1,34,112
1,35,112
1,36,112
1,37,111
1,38,113
1,39,112
1,40,113
1,41,103
1,42,100
1,43,99
1,44,103
1,45,100
1,46,102
1,47,103
1,48,101
1,49,103
1,50,98
1,51,97
1,52,99
1,53,104
1,54,100
1,55,101
1,56,107
1,57,102
1,58,101
1,59,103
1,60,104
1,61,101
1,62,105
1,63,108
1,64,106
1,65,105
1,66,105
1,67,106
1,68,109
1,69,108
1,70,108
1,71,106
1,72,106
1,73,106
1,74,106
1,75,108
1,76,107
1,77,105
1,78,108
1,79,107
1,80,104
2,0,107
2,1,107
2,2,107
2,3,108
2,4,107
2,5,108
2,6,107
2,7,108
2,8,105
2,9,107
2,10,104
2,11,105
2,12,105
2,13,103
2,14,105
2,15,105
2,16,105
2,17,109
2,18,108
2,19,108
2,20,111
2,21,108
2,22,107
2,23,109
2,24,110
2,25,109
2,26,107
2,27,110
2,28,107
2,29,107
2,30,109
2,31,109
2,32,106
2,33,108
2,34,108
2,35,108
2,36,108
2,37,109
2,38,108
2,39,108
2,40,108
2,41,107
2,42,101
2,43,101
2,44,99
2,45,100
2,46,93
2,47,98
2,48,99
2,49,98
2,50,96
2,51,93
2,52,93
2,53,90
2,54,90
2,55,96
2,56,99
2,57,102
2,58,99
2,59,109
2,60,106
2,61,102
2,62,105
2,63,100
2,64,108
2,65,108
2,66,106
2,67,105
2,68,100
2,69,105
2,70,103
2,71,98
2,72,101
2,73,103
2,74,99
2,75,101
2,76,102
2,77,101
2,78,104
2,79,97
2,80,101
3,0,124
3,1,127
3,2,125
3,3,129
3,4,127
3,5,127
3,6,129
3,7,130
3,8,132
3,9,132
3,10,129
3,11,129
3,12,130
3,13,129
3,14,128
3,15,127
3,16,128
3,17,125
3,18,127
3,19,123
3,20,125
3,21,124
3,22,124
3,23,125
3,24,126
3,25,123
3,26,126
3,27,125
3,28,126
3,29,122
3,30,124
3,31,125
3,32,121
3,33,125
3,34,126
3,35,126
3,36,128
3,37,128
3,38,125
3,39,128
3,40,125
3,41,124
3,42,118
3,43,114
3,44,112
3,45,111
3,46,114
3,47,112
3,48,117
3,49,110
3,50,112
3,51,114
3,52,114
3,53,113
3,54,115
3,55,112
3,56,112
3,57,117
3,58,119
3,59,120
3,60,119
3,61,122
3,62,123
3,63,123
3,64,122
3,65,122
3,66,122
3,67,120
3,68,120
3,69,122
3,70,122
3,71,123
3,72,122
3,73,123
3,74,121
3,75,124
3,76,123
3,77,121
3,78,122
3,79,123
3,80,126
4,0,97
4,1,94
4,2,94
4,3,90
4,4,94
4,5,92
4,6,92
4,7,94
4,8,97
4,9,94
4,10,94
4,11,95
4,12,95
4,13,95
4,14,97
4,15,96
4,16,95
4,17,95
4,18,94
4,19,94
4,20,93
4,21,93
4,22,94
4,23,95
4,24,95
4,25,97
4,26,97
4,27,96
4,28,95
4,29,98
4,30,97
4,31,97
4,32,97
4,33,95
4,34,93
4,35,95
4,36,91
4,37,92
4,38,93
4,39,92
4,40,93
4,41,89
4,42,85
4,43,85
4,44,80
4,45,82
