frame,ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10
0,118,100,86,106,69,131,83,95,75,90
1,117,100,86,105,67,132,83,96,81,92
2,118,101,83,105,65,131,81,94,79,91
3,115,98,86,104,66,132,82,96,78,89
4,119,102,85,105,66,131,82,94,79,91
5,117,103,85,103,68,132,82,96,79,92
6,119,103,84,104,66,134,82,95,80,90
7,119,104,88,104,64,133,81,94,80,88
8,116,103,87,103,65,133,81,93,78,88
9,117,104,88,101,67,135,83,89,81,86
10,117,107,89,103,66,137,79,93,78,88
11,117,106,89,102,66,134,80,96,78,90
12,115,103,88,102,68,135,80,94,79,89
13,117,105,88,101,71,134,80,93,80,87
14,116,105,87,102,70,136,81,87,79,92
15,118,103,87,103,68,138,79,92,79,90
16,117,103,85,100,69,137,79,96,80,87
17,116,101,87,103,67,136,79,94,79,89
18,116,102,88,106,69,136,77,92,79,86
19,116,101,87,101,67,139,76,93,80,86
20,118,102,86,104,66,134,77,94,79,88
21,117,96,84,102,69,134,76,95,78,90
22,116,101,85,102,66,135,77,97,78,88
23,116,100,84,106,65,135,77,95,77,89
24,114,101,86,102,67,136,77,96,79,88
25,116,101,87,104,68,136,83,95,77,93
26,116,97,85,101,70,133,81,98,77,87
27,114,93,87,104,67,136,82,91,77,88
28,118,99,89,105,68,138,81,95,74,90
29,117,96,85,103,70,138,78,95,76,91
30,116,97,87,102,66,130,80,95,74,91
31,119,92,87,101,63,136,81,94,79,88
32,116,96,85,103,66,133,82,96,81,89
33,117,100,83,103,65,133,82,93,78,91
34,115,96,84,106,65,136,80,93,81,92
35,115,98,84,105,64,138,83,95,76,92
36,117,97,83,103,68,134,81,93,80,89
37,117,101,84,104,65,133,80,96,78,89
38,117,105,85,103,69,133,81,91,76,92
39,114,98,78,99,63,125,74,90,78,86
40,110,92,77,90,59,111,73,86,72,87
41,107,85,72,90,55,107,69,84,67,85
42,106,87,73,90,56,112,67,82,64,84
43,105,89,72,88,54,114,69,81,66,83
44,105,87,71,86,57,112,68,83,65,81
45,104,86,72,88,55,111,68,84,67,80
46,105,88,72,85,54,110,67,82,67,79
47,104,92,72,87,56,107,69,81,66,80
48,104,91,71,86,56,104,67,84,69,77
49,103,91,75,88,59,101,67,84,69,79
50,101,88,71,86,55,106,67,81,67,80
51,105,89,72,87,58,106,68,81,65,74
52,104,87,71,88,56,105,65,83,66,79
53,106,90,71,89,54,110,68,83,68,78
54,103,91,72,88,58,111,68,81,69,79
55,104,94,77,91,58,115,72,85,69,79
56,103,93,84,93,58,120,72,84,72,81
57,107,97,84,92,63,120,73,90,73,85
58,112,97,83,98,61,122,75,88,74,85
59,117,98,83,97,62,126,76,90,75,86
60,118,99,84,101,62,124,78,90,75,88
61,120,103,86,105,63,125,80,92,76,91
62,120,102,86,108,67,130,77,93,75,91
63,120,102,87,105,68,128,82,97,76,91
64,126,101,85,107,66,127,82,94,76,88
65,121,103,86,104,65,129,78,92,77,90
66,120,102,86,105,68,128,80,92,79,86
67,122,108,87,108,68,126,81,96,78,90
68,124,102,85,106,70,131,82,96,75,89
69,122,105,86,105,67,131,80,96,79,91
70,118,106,87,104,66,129,81,96,76,89
71,120,106,86,106,63,128,81,96,78,89
72,121,103,85,104,68,131,80,95,77,89
73,120,102,88,106,68,133,82,95,80,89
74,120,103,86,106,67,132,82,93,77,87
75,122,105,84,104,68,133,84,94,77,87
76,122,106,88,109,67,132,83,96,76,83
77,121,104,87,106,65,134,82,96,75,87
78,121,101,90,105,65,136,82,99,77,89
79,122,103,85,106,67,140,84,95,77,86
80,121,101,87,107,65,143,82,95,77,85
