,0
0,32.67952958933901
1,41.05158937001906
2,41.05158937001906
3,41.67148584750392
4,43.499055119068544
5,44.15971609077776
6,44.580879344663494
7,45.358394223936905
8,45.358394223936905
9,45.358394223936905
10,45.358394223936905
11,44.580879344663494
12,44.15971609077776
13,44.15971609077776
14,41.325055299240944
15,41.325055299240944
16,44.15971609077776
17,44.15971609077776
18,41.33400663790317
19,41.325055299240944
20,40.68712358737813
21,38.17106196896069
22,38.17106196896069
23,40.68712358737813
24,38.17106196896069
25,38.17106196896069
26,36.355858889543136
27,35.87412453327912
28,36.070418636789036
29,36.355858889543136
30,36.355858889543136
31,36.355858889543136
32,36.355858889543136
33,37.85539696879322
34,37.85539696879322
35,39.79698129821659
36,40.49793631096523
37,39.79698129821659
38,39.79698129821659
39,39.79698129821659
40,37.85539696879322
41,37.85539696879322
42,40.49793631096523
43,44.79457206863437
44,42.04906173588995
45,40.49793631096523
46,40.49793631096523
47,40.50132085699934
48,42.04906173588995
49,44.15120541965844
50,42.04906173588995
51,42.04906173588995
52,44.15120541965844
53,42.04906173588995
54,42.965411988222655
55,44.15120541965844
56,44.15120541965844
57,42.965411988222655
58,42.04906173588995
59,40.50132085699934
60,40.50132085699934
61,42.965411988222655
62,42.965411988222655
63,40.05379605555062
64,40.05379605555062
65,40.05379605555062
66,38.528393636953275
67,38.528393636953275
68,40.05379605555062
69,38.528393636953275
70,38.528393636953275
71,37.706194656385144
72,34.94896592749602
73,37.706194656385144
74,42.65429652834859
75,42.65429652834859
76,40.17823378621326
77,40.17823378621326
78,42.42830114483873
79,41.10080656787639
80,42.42830114483873
81,42.42830114483873
82,42.42830114483873
83,42.42830114483873
84,42.42830114483873
85,42.399947490324685
86,42.42830114483873
87,46.32023898665455
88,44.39564313492977
89,42.42830114483873
90,42.42830114483873
91,42.42830114483873
92,42.42830114483873
93,44.39564313492977
94,44.39564313492977
95,42.399947490324685
96,41.15194459502345
97,41.15194459502345
98,41.15194459502345
99,44.39564313492977
100,44.39564313492977
101,43.58487730791467
102,41.15194459502345
103,41.15194459502345
104,43.58487730791467
105,43.58487730791467
106,43.58487730791467
107,42.02074464994602
108,41.15194459502345
109,42.02074464994602
110,43.58487730791467
111,43.58487730791467
112,43.58487730791467
113,43.58487730791467
114,42.02074464994602
115,42.02074464994602
116,45.03254111950419
117,48.43043262283281
118,45.03254111950419
119,45.03254111950419
120,45.03254111950419
121,46.308149341530445
122,48.43043262283281
123,48.43043262283281
124,46.308149341530445
125,45.03254111950419
126,45.03254111950419
127,45.03254111950419
128,46.308149341530445
129,46.308149341530445
130,39.93220199932194
131,38.56595352498105
132,37.56433311768542
133,37.56433311768542
134,37.56433311768542
135,38.56595352498105
136,37.56433311768542
137,37.56433311768542
138,37.487933229475246
139,37.56433311768542
140,38.10989632921087
141,38.10989632921087
142,38.10989632921087
143,37.487933229475246
144,36.73630272741854
145,37.487933229475246
146,38.10989632921087
147,52.25979917563598
148,52.25979917563598
149,38.10989632921087
150,38.10989632921087
151,40.08006360284049
152,52.25979917563598
153,52.25979917563598
154,51.6310973927833
155,40.08006360284049
156,40.08006360284049
157,37.402117738729046
158,40.08006360284049
159,40.08006360284049
160,40.08006360284049
161,39.4347138157778
162,37.730147730933844
163,37.730147730933844
164,39.4347138157778
165,39.4347138157778
166,37.730147730933844
167,37.402117738729046
168,33.71436377706922
169,33.71436377706922
170,37.402117738729046
171,37.730147730933844
172,39.4347138157778
173,37.730147730933844
174,36.5380920305957
175,36.5380920305957
176,36.5380920305957
177,42.03110716465836
178,45.50545047597482
179,42.03110716465836
180,42.03110716465836
181,42.03110716465836
182,45.50545047597482
183,47.09362385926368
184,47.698350983362126
185,47.698350983362126
186,47.09362385926368
187,45.50545047597482
188,45.50545047597482
189,47.09362385926368
190,47.698350983362126
191,47.09362385926368
192,45.50545047597482
193,47.09362385926368
194,47.09362385926368
195,42.03579209174621
196,47.698350983362126
197,47.698350983362126
198,42.03579209174621
199,42.03579209174621
200,41.33025304618421
201,41.33025304618421
202,42.03579209174621
203,45.200638032700276
204,42.03579209174621
205,41.33025304618421
206,42.03579209174621
207,42.03579209174621
208,42.03579209174621
209,45.200638032700276
210,45.200638032700276
211,45.200638032700276
212,45.200638032700276
213,45.200638032700276
214,40.0231658731453
215,48.42750220295468
216,48.42750220295468
217,44.245798182692354
218,40.0231658731453
219,39.471562690885236
220,39.76149478969318
221,39.76149478969318
222,44.245798182692354
223,39.76149478969318
224,39.76149478969318
225,43.25667877111023
226,40.12613040569322
227,39.76149478969318
228,40.12613040569322
229,43.25667877111023
230,43.25667877111023
231,43.5561558989616
232,43.25667877111023
233,43.5561558989616
234,45.08053079143449
235,45.08053079143449
236,45.08053079143449
237,45.06253217989341
238,45.06253217989341
239,43.5561558989616
240,45.06253217989341
241,45.08053079143449
242,45.205692806916105
243,45.08053079143449
244,45.06253217989341
245,45.06253217989341
246,45.06253217989341
247,45.205692806916105
248,45.06253217989341
249,42.65930454030773
250,42.65930454030773
251,41.92265586604205
252,41.92265586604205
253,42.65930454030773
254,42.65930454030773
255,42.65930454030773
256,41.92265586604205
257,39.65471235091916
258,39.65471235091916
259,41.92265586604205
260,41.92265586604205
261,41.92265586604205
262,40.7120594512697
263,39.65894419822673
264,39.65894419822673
265,40.7120594512697
266,40.7120594512697
267,40.7120594512697
268,40.7120594512697
269,40.7120594512697
270,39.65894419822673
271,40.7120594512697
272,48.66446070663914
273,48.66446070663914
274,48.66446070663914
275,48.66446070663914
276,40.7120594512697
277,48.66446070663914
278,48.70928483106061
279,48.70928483106061
280,48.66446070663914
281,45.071889465342096
282,44.89251286460185
283,44.89251286460185
284,45.071889465342096
285,45.071889465342096
286,45.071889465342096
287,45.071889465342096
288,45.071889465342096
289,44.89251286460185
290,45.071889465342096
291,45.071889465342096
292,45.071889465342096
293,45.071889465342096
294,46.499756967302666
295,46.499756967302666
296,48.612467048605446
297,48.612467048605446
298,48.23050900549144
299,48.03923232150168
300,48.03923232150168
301,46.499756967302666
302,46.499756967302666
303,48.03923232150168
304,48.03923232150168
305,46.499756967302666
306,48.03923232150168
307,46.499756967302666
308,40.63743635081642
309,40.63743635081642
310,48.03923232150168
311,40.63743635081642
312,40.63743635081642
313,38.70360329130562
314,37.24703476983801
315,37.24703476983801
316,38.70360329130562
317,38.70360329130562
318,38.70360329130562
319,37.24703476983801
320,40.64882627263364
321,40.64882627263364
322,41.99280041664499
323,41.99280041664499
324,41.950008144376845
325,40.758308975927
326,40.758308975927
327,40.64882627263364
328,40.758308975927
329,41.950008144376845
330,41.950008144376845
331,40.758308975927
332,40.64882627263364
333,39.247432533044076
334,40.758308975927
335,40.758308975927
336,40.758308975927
337,39.247432533044076
338,39.247432533044076
339,37.39380687908852
340,37.39380687908852
341,39.247432533044076
342,39.247432533044076
343,37.39380687908852
344,33.145566151199006
345,33.145566151199006
346,33.145566151199006
347,37.39380687908852
348,37.39380687908852
349,33.145566151199006
350,28.154521444292346
351,27.5302614899118
352,26.99668970669136
353,27.5302614899118
354,27.5302614899118
355,27.5302614899118
356,27.5302614899118
357,27.5302614899118
358,27.5302614899118
359,27.5302614899118
360,30.161526808808308
361,30.161526808808308
362,30.161526808808308
363,28.214090459918484
364,30.161526808808308
365,30.161526808808308
366,30.508828193478383
367,35.632667006330976
368,30.508828193478383
369,30.508828193478383
370,32.31984162620957
371,30.508828193478383
372,32.31984162620957
373,37.81752797445302
374,37.81752797445302
375,35.89160202157481
376,35.89160202157481
377,35.89160202157481
378,37.81752797445302
379,37.81752797445302
380,42.17168969737152
381,37.81752797445302
382,35.89160202157481
383,37.12533901156317
384,37.12533901156317
385,42.17168969737152
386,43.28393914792444
387,42.17168969737152
388,37.12533901156317
389,37.12533901156317
390,37.12533901156317
391,37.127061426728496
392,42.17168969737152
393,37.127061426728496
394,37.12533901156317
395,35.063337139754246
396,37.0871632012451
397,37.12533901156317
398,37.127061426728496
399,37.127061426728496
400,37.0871632012451
401,35.063337139754246
402,35.013334797685125
403,35.013334797685125
404,35.013334797685125
405,37.0871632012451
406,35.013334797685125
407,35.013334797685125
408,37.0871632012451
409,37.78508501042675
410,41.79320560185077
411,42.64863572366199
412,41.79320560185077
413,37.78508501042675
414,37.78508501042675
415,40.291315434280996
416,41.79320560185077
417,41.79498618506552
418,41.79498618506552
419,41.79320560185077
420,40.291315434280996
421,41.79320560185077
422,41.79498618506552
423,41.79498618506552
424,40.291315434280996
425,40.291315434280996
426,40.291315434280996
