frame,ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10
0,147.0,81.0,149.0,89.0,110.0,101.0,124.0,133.0,74.0,102.0
1,151.0,81.0,152.0,89.0,108.0,103.0,124.0,132.0,72.0,99.0
2,146.0,82.0,153.0,88.0,106.0,102.0,129.0,130.0,73.0,97.0
3,145.0,81.0,151.0,91.0,111.0,100.0,128.0,129.0,74.0,99.0
4,146.0,83.0,152.0,90.0,110.0,99.0,130.0,131.0,73.0,101.0
5,144.0,82.0,150.0,89.0,110.0,101.0,132.0,133.0,72.0,100.0
6,143.0,82.0,153.0,90.0,108.0,100.0,131.0,134.0,67.0,99.0
7,146.0,80.0,151.0,89.0,108.0,96.0,131.0,131.0,69.0,99.0
8,143.0,77.0,152.0,90.0,107.0,97.0,131.0,131.0,67.0,96.0
9,144.0,82.0,155.0,91.0,108.0,98.0,131.0,132.0,70.0,96.0
10,136.0,81.0,153.0,91.0,107.0,97.0,132.0,132.0,71.0,98.0
11,146.0,81.0,153.0,93.0,107.0,97.0,129.0,130.0,70.0,99.0
12,146.0,83.0,154.0,91.0,107.0,99.0,129.0,132.0,69.0,97.0
13,146.0,79.0,151.0,95.0,107.0,99.0,133.0,132.0,72.0,99.0
14,148.0,81.0,149.0,95.0,105.0,101.0,130.0,134.0,72.0,98.0
15,148.0,78.0,147.0,93.0,106.0,100.0,130.0,133.0,72.0,96.0
16,143.0,81.0,150.0,95.0,108.0,101.0,129.0,133.0,72.0,100.0
17,143.0,78.0,145.0,91.0,110.0,100.0,130.0,133.0,72.0,98.0
18,146.0,78.0,149.0,91.0,110.0,101.0,129.0,134.0,73.0,102.0
19,145.0,79.0,146.0,93.0,110.0,100.0,121.0,134.0,73.0,100.0
20,142.0,75.0,150.0,90.0,115.0,101.0,131.0,135.0,75.0,100.0
21,148.0,77.0,153.0,93.0,110.0,99.0,128.0,134.0,71.0,103.0
22,144.0,76.0,153.0,93.0,112.0,98.0,132.0,132.0,74.0,103.0
23,142.0,76.0,152.0,92.0,113.0,101.0,129.0,135.0,72.0,103.0
24,141.0,82.0,151.0,88.0,112.0,100.0,126.0,132.0,73.0,101.0
25,147.0,83.0,154.0,89.0,111.0,96.0,127.0,135.0,73.0,103.0
26,144.0,80.0,154.0,90.0,114.0,96.0,130.0,136.0,71.0,103.0
27,148.0,82.0,154.0,88.0,113.0,101.0,127.0,136.0,72.0,101.0
28,145.0,84.0,148.0,88.0,114.0,101.0,132.0,131.0,71.0,102.0
29,150.0,78.0,152.0,89.0,118.0,101.0,129.0,136.0,70.0,99.0
30,145.0,81.0,150.0,89.0,114.0,99.0,130.0,135.0,71.0,99.0
31,146.0,82.0,150.0,92.0,115.0,99.0,128.0,132.0,72.0,100.0
32,145.0,82.0,153.0,91.0,113.0,99.0,131.0,133.0,71.0,97.0
33,139.0,82.0,149.0,90.0,113.0,99.0,131.0,130.0,70.0,100.0
34,146.0,80.0,150.0,91.0,118.0,101.0,132.0,132.0,69.0,100.0
35,142.0,82.0,150.0,90.0,115.0,100.0,132.0,132.0,72.0,98.0
