track_id,frame,area
1,0,87.0
1,1,87.0
1,2,87.0
1,3,90.0
1,4,91.0
1,5,87.0
1,6,90.0
1,7,87.0
1,8,87.0
1,9,87.0
1,10,90.0
1,11,89.0
1,12,86.0
1,13,87.0
1,14,87.0
1,15,88.0
1,16,90.0
1,17,88.0
1,18,90.0
1,19,88.0
1,20,91.0
1,21,93.0
1,22,89.0
1,23,91.0
1,24,98.0
1,25,94.0
1,26,93.0
1,27,97.0
1,28,94.0
1,29,94.0
1,30,95.0
1,31,95.0
1,32,94.0
1,33,94.0
1,34,96.0
1,35,95.0
1,36,96.0
1,37,97.0
1,38,85.0
1,39,83.0
1,40,83.0
1,41,84.0
1,42,87.0
1,43,86.0
1,44,86.0
1,45,84.0
1,46,84.0
1,47,85.0
1,48,84.0
1,49,84.0
1,50,84.0
1,51,83.0
1,52,79.0
1,53,81.0
1,54,81.0
1,55,82.0
1,56,83.0
1,57,89.0
1,58,88.0
1,59,88.0
1,60,94.0
1,61,92.0
1,62,90.0
1,63,95.0
1,64,93.0
1,65,95.0
1,66,94.0
1,67,93.0
1,68,95.0
1,69,94.0
1,70,95.0
1,71,97.0
1,72,94.0
1,73,95.0
1,74,96.0
1,75,93.0
1,76,95.0
1,77,96.0
1,78,95.0
1,79,96.0
1,80,95.0
2,0,75.0
2,1,77.0
2,2,77.0
2,3,76.0
2,4,75.0
2,5,76.0
2,6,76.0
2,7,77.0
2,8,76.0
2,9,76.0
2,10,77.0
2,11,75.0
2,12,74.0
2,13,76.0
2,14,75.0
2,15,75.0
2,16,76.0
2,17,74.0
2,18,72.0
2,19,75.0
2,20,75.0
2,21,75.0
2,22,76.0
2,23,77.0
2,24,74.0
2,25,75.0
2,26,75.0
2,27,80.0
2,28,75.0
2,29,74.0
2,30,77.0
2,31,77.0
2,32,74.0
2,33,74.0
2,34,75.0
2,35,74.0
2,36,72.0
2,37,76.0
2,38,70.0
2,39,69.0
2,40,67.0
2,41,67.0
2,42,66.0
2,43,67.0
2,44,69.0
2,45,69.0
2,46,68.0
2,47,68.0
2,48,69.0
2,49,66.0
2,50,65.0
2,51,66.0
2,52,66.0
2,53,65.0
2,54,64.0
2,55,66.0
2,56,65.0
2,57,71.0
2,58,69.0
2,59,74.0
2,60,73.0
2,61,75.0
2,62,75.0
2,63,76.0
2,64,76.0
2,65,76.0
2,66,73.0
2,67,73.0
2,68,74.0
2,69,72.0
2,70,75.0
2,71,73.0
2,72,72.0
2,73,74.0
2,74,73.0
2,75,74.0
2,76,74.0
2,77,71.0
2,78,74.0
2,79,76.0
2,80,73.0
3,0,90.0
3,1,89.0
3,2,89.0
3,3,91.0
3,4,90.0
3,5,90.0
3,6,90.0
3,7,90.0
3,8,91.0
3,9,92.0
3,10,90.0
3,11,91.0
3,12,90.0
3,13,90.0
3,14,90.0
3,15,89.0
3,16,89.0
3,17,90.0
3,18,89.0
3,19,89.0
3,20,89.0
3,21,90.0
3,22,92.0
3,23,89.0
3,24,91.0
3,25,88.0
3,26,90.0
3,27,86.0
3,28,86.0
3,29,85.0
3,30,89.0
3,31,87.0
3,32,90.0
3,33,84.0
3,34,84.0
3,35,90.0
3,36,86.0
3,37,82.0
