,0
0,34.84205392796185
1,35.41008251730344
2,35.41008251730344
3,43.58257178609314
4,43.935185619205065
5,44.39924712544464
6,44.39924712544464
7,44.39924712544464
8,44.39924712544464
9,46.2296109353787
10,46.2296109353787
11,46.2296109353787
12,46.2296109353787
13,46.2296109353787
14,45.15758803948563
15,45.15758803948563
16,45.15758803948563
17,46.2296109353787
18,45.15758803948563
19,43.86078459130128
20,43.86078459130128
21,43.86078459130128
22,45.08133720725425
23,45.08133720725425
24,45.08133720725425
25,43.938856882051645
26,45.08133720725425
27,45.08133720725425
28,45.08133720725425
29,45.45172628832757
30,46.48067823718386
31,45.45172628832757
32,45.45172628832757
33,46.48067823718386
34,46.48067823718386
35,46.48067823718386
36,48.6982022918012
37,46.48067823718386
38,46.48067823718386
39,45.45172628832757
40,45.45172628832757
41,45.10822444367374
42,45.10822444367374
43,43.96680371116382
44,43.818034525610706
45,40.05189441054105
46,40.05189441054105
47,40.05189441054105
48,40.05189441054105
49,43.818034525610706
50,43.96680371116382
51,43.818034525610706
52,39.691496371856516
53,39.41288012455218
54,43.818034525610706
55,39.41288012455218
56,39.41288012455218
57,37.92616985939499
58,36.815938047643066
59,39.41288012455218
60,43.523801390561204
61,43.67652942980379
62,43.67652942980379
63,43.523801390561204
64,43.523801390561204
65,39.41288012455218
66,39.41288012455218
67,43.2295484649582
68,43.2295484649582
69,43.2295484649582
70,43.523801390561204
71,43.67652942980379
72,45.54617246218273
73,45.54617246218273
74,45.54617246218273
75,45.91170876128143
76,45.91170876128143
77,45.54617246218273
78,45.54617246218273
79,43.2295484649582
80,45.54617246218273
81,45.91170876128143
82,46.177468782062206
83,46.177468782062206
84,46.177468782062206
85,46.177468782062206
86,46.177468782062206
87,46.878411070794385
88,46.878411070794385
89,46.177468782062206
90,41.98931432851456
91,41.98931432851456
92,46.878411070794385
93,46.878411070794385
94,48.81289076730603
95,48.81289076730603
96,46.878411070794385
97,45.24257478049246
98,45.24257478049246
99,45.24257478049246
100,44.60508358682399
101,44.236608474976386
102,44.236608474976386
103,44.236608474976386
104,44.236608474976386
105,44.236608474976386
106,42.65639282538601
107,42.65639282538601
108,42.82037093289479
109,42.82037093289479
110,42.65639282538601
111,42.64254123844811
112,42.65639282538601
113,42.65639282538601
114,42.65639282538601
115,42.64254123844811
116,42.82037093289479
117,42.82037093289479
118,42.82037093289479
119,43.97807749032437
120,43.97807749032437
121,47.63280334751618
122,47.63280334751618
123,46.49017613381375
124,46.49017613381375
125,48.67397724419637
126,48.67397724419637
127,47.51697472234335
128,46.49017613381375
129,44.445809362143244
130,46.49017613381375
131,46.49017613381375
132,46.49017613381375
133,47.51697472234335
134,46.49017613381375
135,47.51697472234335
136,46.49017613381375
137,47.51697472234335
138,47.51697472234335
139,47.51697472234335
140,46.123154797918005
141,46.123154797918005
142,46.123154797918005
143,47.82561571763107
144,47.82561571763107
145,47.82561571763107
146,47.82561571763107
147,47.82561571763107
148,46.123154797918005
149,46.123154797918005
150,46.123154797918005
151,46.123154797918005
152,45.753786080921465
