frame,ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10
0,91.0,97.0,124.0,95.0,106.0,113.0,138.0,107.0,154.0,93.0
1,92.0,95.0,127.0,99.0,107.0,114.0,136.0,109.0,152.0,94.0
2,91.0,95.0,129.0,91.0,106.0,115.0,138.0,109.0,154.0,91.0
3,89.0,93.0,129.0,95.0,108.0,115.0,139.0,108.0,157.0,93.0
4,90.0,94.0,127.0,95.0,108.0,114.0,135.0,107.0,150.0,98.0
5,91.0,95.0,130.0,89.0,109.0,114.0,137.0,111.0,151.0,93.0
6,87.0,94.0,132.0,89.0,108.0,113.0,136.0,108.0,152.0,92.0
7,90.0,94.0,132.0,95.0,109.0,114.0,138.0,110.0,152.0,97.0
8,88.0,97.0,132.0,93.0,109.0,113.0,136.0,111.0,150.0,98.0
9,88.0,97.0,132.0,96.0,106.0,112.0,137.0,111.0,147.0,99.0
10,86.0,95.0,130.0,96.0,106.0,113.0,139.0,109.0,150.0,99.0
11,88.0,96.0,129.0,96.0,109.0,111.0,138.0,109.0,150.0,100.0
12,87.0,96.0,130.0,95.0,107.0,112.0,136.0,112.0,151.0,93.0
13,87.0,96.0,129.0,94.0,105.0,111.0,136.0,108.0,154.0,98.0
14,86.0,97.0,130.0,94.0,103.0,113.0,135.0,108.0,154.0,100.0
15,88.0,97.0,127.0,94.0,105.0,113.0,133.0,107.0,153.0,98.0
16,88.0,98.0,128.0,93.0,103.0,112.0,135.0,105.0,152.0,100.0
17,88.0,96.0,127.0,94.0,106.0,113.0,134.0,107.0,151.0,96.0
18,88.0,96.0,127.0,94.0,108.0,111.0,134.0,109.0,151.0,94.0
19,91.0,94.0,126.0,96.0,105.0,113.0,135.0,108.0,152.0,95.0
20,89.0,95.0,125.0,95.0,105.0,114.0,134.0,107.0,151.0,92.0
21,89.0,95.0,124.0,94.0,104.0,113.0,133.0,109.0,153.0,95.0
22,88.0,94.0,126.0,90.0,105.0,111.0,135.0,108.0,152.0,96.0
23,89.0,95.0,125.0,91.0,104.0,113.0,135.0,111.0,154.0,93.0
24,90.0,95.0,126.0,93.0,105.0,110.0,136.0,109.0,152.0,96.0
25,91.0,97.0,123.0,92.0,107.0,114.0,134.0,107.0,153.0,98.0
26,92.0,97.0,126.0,93.0,107.0,114.0,136.0,108.0,154.0,95.0
27,89.0,97.0,125.0,94.0,107.0,115.0,137.0,107.0,153.0,98.0
28,88.0,97.0,126.0,93.0,107.0,114.0,137.0,110.0,154.0,96.0
29,93.0,99.0,122.0,91.0,106.0,115.0,139.0,105.0,154.0,96.0
30,94.0,98.0,124.0,93.0,106.0,111.0,138.0,108.0,152.0,91.0
31,93.0,97.0,125.0,95.0,105.0,111.0,137.0,107.0,151.0,93.0
32,91.0,97.0,124.0,95.0,106.0,116.0,139.0,107.0,150.0,93.0
