frame,ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10
0,99.0,97.0,158.0,67.0,83.0,92.0,101.0,79.0,111.0,94.0
1,98.0,95.0,157.0,67.0,83.0,92.0,102.0,82.0,108.0,94.0
2,96.0,93.0,156.0,69.0,83.0,93.0,102.0,83.0,109.0,95.0
3,95.0,96.0,158.0,68.0,84.0,91.0,103.0,82.0,108.0,96.0
4,97.0,96.0,156.0,66.0,85.0,90.0,101.0,83.0,109.0,94.0
5,100.0,98.0,158.0,69.0,86.0,92.0,103.0,82.0,108.0,95.0
6,100.0,98.0,157.0,69.0,84.0,91.0,102.0,80.0,111.0,95.0
7,97.0,97.0,157.0,70.0,84.0,92.0,101.0,82.0,108.0,94.0
8,98.0,100.0,155.0,70.0,83.0,93.0,99.0,82.0,109.0,96.0
9,96.0,100.0,156.0,68.0,84.0,90.0,102.0,82.0,111.0,96.0
10,94.0,95.0,157.0,70.0,84.0,90.0,100.0,80.0,110.0,94.0
11,97.0,98.0,156.0,73.0,83.0,93.0,100.0,83.0,113.0,95.0
12,98.0,98.0,158.0,70.0,84.0,91.0,101.0,80.0,111.0,96.0
13,96.0,99.0,157.0,69.0,87.0,91.0,100.0,82.0,110.0,95.0
14,98.0,94.0,157.0,72.0,83.0,92.0,101.0,80.0,111.0,96.0
15,98.0,99.0,157.0,70.0,85.0,91.0,102.0,80.0,108.0,95.0
16,95.0,100.0,157.0,68.0,82.0,89.0,102.0,81.0,108.0,93.0
17,96.0,98.0,160.0,70.0,82.0,89.0,102.0,80.0,108.0,93.0
18,95.0,99.0,160.0,70.0,83.0,89.0,102.0,81.0,108.0,93.0
19,94.0,98.0,161.0,70.0,81.0,92.0,102.0,84.0,111.0,95.0
20,98.0,94.0,155.0,69.0,79.0,88.0,101.0,79.0,111.0,93.0
21,97.0,99.0,161.0,69.0,81.0,93.0,102.0,80.0,113.0,90.0
22,97.0,96.0,160.0,69.0,81.0,91.0,104.0,80.0,113.0,93.0
23,100.0,95.0,157.0,70.0,82.0,89.0,100.0,81.0,113.0,92.0
24,98.0,97.0,157.0,71.0,83.0,92.0,102.0,80.0,109.0,92.0
25,96.0,97.0,157.0,71.0,85.0,91.0,102.0,83.0,113.0,92.0
26,91.0,95.0,155.0,70.0,84.0,91.0,102.0,79.0,106.0,94.0
27,101.0,96.0,155.0,69.0,84.0,91.0,102.0,78.0,111.0,90.0
28,96.0,95.0,159.0,70.0,84.0,92.0,101.0,81.0,107.0,89.0
29,97.0,94.0,156.0,68.0,85.0,94.0,101.0,79.0,108.0,91.0
30,97.0,94.0,160.0,69.0,87.0,94.0,101.0,78.0,111.0,89.0
31,100.0,95.0,155.0,70.0,87.0,94.0,101.0,79.0,111.0,89.0
32,100.0,93.0,159.0,69.0,86.0,94.0,100.0,78.0,110.0,88.0
33,97.0,96.0,162.0,68.0,85.0,95.0,100.0,80.0,112.0,89.0
34,99.0,94.0,159.0,69.0,87.0,96.0,100.0,79.0,110.0,87.0
35,96.0,102.0,160.0,66.0,88.0,94.0,97.0,78.0,112.0,90.0
36,99.0,96.0,162.0,68.0,85.0,93.0,100.0,80.0,112.0,90.0
37,95.0,98.0,162.0,67.0,87.0,92.0,98.0,81.0,108.0,90.0
38,94.0,96.0,158.0,68.0,87.0,95.0,98.0,79.0,112.0,89.0
39,96.0,94.0,153.0,63.0,85.0,86.0,95.0,78.0,103.0,92.0
40,86.0,85.0,148.0,64.0,79.0,81.0,89.0,76.0,104.0,90.0
41,84.0,84.0,139.0,59.0,79.0,80.0,89.0,76.0,96.0,85.0
42,81.0,84.0,142.0,59.0,75.0,77.0,87.0,74.0,97.0,84.0
43,80.0,83.0,143.0,57.0,75.0,81.0,89.0,73.0,96.0,82.0
44,85.0,80.0,142.0,57.0,76.0,80.0,89.0,74.0,96.0,82.0
45,81.0,85.0,141.0,56.0,75.0,80.0,89.0,73.0,95.0,86.0
