frame,ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10,ROI_11,ROI_12,ROI_13,ROI_14,ROI_15
0,1.1741701257696218,1.1781317386019716,1.171241605143963,1.1899515827264817,1.2000469765863222,1.1714291023202599,1.152636147645019,1.1694729964576667,1.1686517045093232,1.1605997753956037,1.1830413875022598,1.1766925993191735,1.176020719735357,1.2106493354101135,1.1748955707714908
1,1.1759176954028192,1.1778911302892976,1.1764955449066923,1.1867529436605653,1.2003088461197604,1.1723895917914247,1.153279482443095,1.167744054341707,1.1678624089992822,1.162992611543296,1.1797852040210786,1.1767345482670333,1.1750818077416378,1.2091708666446226,1.1738155622880748
2,1.1759522128853537,1.177259672147078,1.1722305285663268,1.1874918276393214,1.197591292078063,1.1723933105180395,1.154775793755448,1.1681127657695094,1.1677708471175485,1.1628379004457172,1.1832330816818644,1.1800900499794797,1.1806116248616711,1.2086005971415406,1.17400481393311
3,1.1734672752888966,1.1781172217345286,1.172231546174899,1.1862923832637144,1.2029559104582817,1.1710121054588347,1.1518098604638574,1.1646396469660982,1.1653949022362704,1.1595613737220973,1.1804954855768224,1.1753868515275905,1.1778989204795303,1.2035738072943196,1.1737731226250399
4,1.1758624604781427,1.1788293977911504,1.1705753601566673,1.1859041389038194,1.2064934825036553,1.1737336543629173,1.1524636934945365,1.168067244545354,1.168364862613916,1.1584159074468308,1.179715880002848,1.1793681143759052,1.178280041877506,1.207217781322547,1.1769089697707142
5,1.1763784552118033,1.1774770360108664,1.1738563257621286,1.1880819283186346,1.2035252761797055,1.1767243364517812,1.1563096528353043,1.1672045021356148,1.1701478927171218,1.162141657720835,1.182498822700235,1.1769295763697136,1.1767887951037224,1.2094120344468728,1.1756730282496333
6,1.1774453474448152,1.1800731980727381,1.1738944174868464,1.1915846396971377,1.2046394438135428,1.175158804154727,1.151985773526261,1.1687776770741145,1.1701208688096132,1.1613240004018337,1.1805878068727333,1.1782862988513099,1.1749671403395419,1.208296733134441,1.1764126706859255
7,1.174206467480898,1.1776648006818267,1.1706360289236544,1.1865943464107331,1.2051026565642418,1.1756411602028218,1.1505516840064371,1.1674077488131214,1.168919204743227,1.1601616425638552,1.1800462491325436,1.1819496652483015,1.1788300750801293,1.2067443103315698,1.1763517303000115
8,1.1778204614953822,1.1783468016164593,1.1743596657590554,1.1908557330485396,1.20905538350424,1.1770057857492806,1.1545182793854512,1.1706518697628756,1.1680857835550214,1.1622587683320564,1.182976012784557,1.1815123890232027,1.1801911508825431,1.209817624394907,1.17787758886081
9,1.175923765514394,1.1777958359084086,1.1735605153816477,1.1886845082899302,1.20268622635288,1.176191085570261,1.1542100823366153,1.165354221186568,1.167150940043116,1.1600241449157365,1.1831861841823181,1.1764852552648069,1.1789595238104502,1.2075085538286432,1.1730431455029564
10,1.1779373736279395,1.1797137400281317,1.1681151426923693,1.1913942109582387,1.2091190873273472,1.1758478454808898,1.1525638117317674,1.1721730438993447,1.1702916066240172,1.1624188347100635,1.1841586346291082,1.175932155381399,1.1804621106335247,1.210927903807802,1.1767895298437316
11,1.17227755214961,1.177020054843399,1.170801659348157,1.1874786264414992,1.2103684728225235,1.1749875757850952,1.1536172962333942,1.1671543917787413,1.1723932076748236,1.1590239844942272,1.1817081015122528,1.1787675770654749,1.1814294746555967,1.2089146777390762,1.1790808829768864
12,1.175089997756051,1.1764686058916816,1.1722657799268699,1.1862008356667428,1.2099953314049323,1.1729785624285847,1.1499983627693697,1.1711512262023627,1.1712377942780434,1.1630071347648938,1.1791021254566205,1.1770827966382496,1.1736913004055232,1.2062689457596971,1.1770417555663983
13,1.176617234136756,1.1789371054753501,1.171943188966719,1.1888603740545676,1.212570824683219,1.173196029952301,1.1529146780932686,1.1695328300451873,1.1748790541615004,1.1648291967296132,1.1828681940723125,1.1781102543944821,1.177769589669367,1.2117328819024653,1.1764631326330164
14,1.177538088133907,1.178873783348947,1.1742700717896923,1.187366192393888,1.2099847954329037,1.1738314870588138,1.153183132649283,1.1712301190003507,1.1728218778186337,1.1605717257824277,1.1840247831741177,1.1785214934521513,1.1826018398176115,1.2104514017461927,1.1769512636439767
15,1.1781078256755282,1.1796791255568386,1.1777218970309118,1.1907666255882061,1.2085884641855595,1.1757548138262708,1.1543271567020166,1.1731709003793585,1.1745924582684515,1.16392732210937,1.184537970862324,1.1777849336534907,1.1789941815238731,1.2084328140067235,1.1771488801218781
16,1.1800500422633462,1.1794745063052938,1.1737726215423996,1.1931136389527108,1.2085360208149911,1.1766624062198165,1.153466534497386,1.1712947400440388,1.1712777300780268,1.1600988646179948,1.182487240295335,1.1805061165565536,1.1806689787509856,1.211336495758001,1.1769285697475513
17,1.176107077471148,1.176692356073147,1.1730725869759144,1.1896402365535985,1.2078564301765902,1.1773775422263915,1.1528576044388312,1.1699755454365668,1.168635211527566,1.161760248084104,1.183283296548625,1.1788120699184388,1.178129460587269,1.2076195202647195,1.1749284810205134
18,1.1794282655433268,1.1810519993321928,1.1767518698543544,1.1893262571214989,1.2131208022896167,1.1768214990566503,1.152778734100832,1.1695253204217784,1.1714909688380328,1.1628034485198606,1.1834799711563873,1.1804548691275636,1.1798795370862043,1.2112899893067544,1.1772936477291605
19,1.1764115844957372,1.1801663477391162,1.1730533238331138,1.1888598522630671,1.2067556970035493,1.1754929888281795,1.1552562703692668,1.1683820654196209,1.1710493689246613,1.1651842292587413,1.184015625778327,1.1777012118196035,1.1781696617239608,1.208484267668088,1.177739653332889
20,1.1817635561240107,1.178105930685546,1.175590988283802,1.1922430603661405,1.2116849583993452,1.1752112414718692,1.1518671309010957,1.1711637600260465,1.1721275157066622,1.1633376100578947,1.1848914803185489,1.1801863355398254,1.1835623979400554,1.2124100005138387,1.1786218215358095
21,1.178701498205683,1.1816465006499268,1.1777104281698698,1.1929917117886693,1.209184217259568,1.1767638911859217,1.1534864897316017,1.171240096413135,1.1738038796277657,1.1621968616984037,1.1847776910859795,1.1786323596883537,1.1789959415273477,1.2119474550554115,1.1795129624212757
22,1.183345661473296,1.1816613811414665,1.1751616590909597,1.1917126137220364,1.2095850263901995,1.1775903241662142,1.1535647848232338,1.1726194269780856,1.173849290541585,1.1625981642664769,1.1823473501338626,1.1823341147195185,1.1827171380164399,1.215298640789217,1.177726072808617
23,1.1793034028999572,1.1825739102357298,1.1760201968915258,1.1922523295323253,1.2094113272726261,1.179243880122369,1.1556597785759573,1.1711227444931311,1.1742067529002604,1.1647930858253361,1.1870755212324233,1.183332868431157,1.1804243913328778,1.2113087629203934,1.1757866783907085
24,1.1797044511139578,1.1796730223120724,1.175914559631174,1.1915089063080078,1.2112946638706132,1.1778988967803945,1.152216999729635,1.1689443615866575,1.1716424409735313,1.162949790427071,1.1846437799936798,1.1801613583733248,1.1784111960512171,1.2119694081645818,1.177865130663684
25,1.1754803969465037,1.1813907785352324,1.1711590322410688,1.192500362576386,1.206869774690264,1.1804531560491769,1.1504868016681002,1.1695209846011496,1.1690876002622097,1.162640655186163,1.1835469609839382,1.1804276767375657,1.1770984914366904,1.2134890302146266,1.177010806632738
