frame,ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10
0,91.0,87.0,81.0,84.0,111.0,73.0,87.0,100.0,164.0,104.0
1,90.0,88.0,79.0,85.0,111.0,72.0,92.0,101.0,162.0,103.0
2,89.0,85.0,79.0,84.0,109.0,72.0,89.0,101.0,159.0,106.0
3,90.0,87.0,78.0,84.0,107.0,72.0,92.0,102.0,165.0,101.0
4,93.0,88.0,80.0,85.0,109.0,74.0,93.0,98.0,162.0,105.0
5,91.0,86.0,81.0,85.0,112.0,73.0,89.0,100.0,162.0,100.0
6,91.0,86.0,80.0,84.0,112.0,75.0,87.0,99.0,167.0,103.0
7,91.0,88.0,80.0,83.0,116.0,74.0,85.0,100.0,162.0,104.0
8,93.0,87.0,74.0,82.0,113.0,74.0,89.0,99.0,162.0,101.0
9,91.0,89.0,76.0,83.0,112.0,76.0,85.0,98.0,162.0,102.0
10,90.0,86.0,76.0,86.0,113.0,73.0,84.0,99.0,163.0,104.0
11,89.0,87.0,75.0,83.0,111.0,73.0,93.0,98.0,164.0,103.0
12,90.0,86.0,78.0,87.0,110.0,74.0,90.0,96.0,165.0,101.0
13,91.0,87.0,75.0,81.0,114.0,73.0,86.0,96.0,167.0,100.0
14,90.0,86.0,77.0,87.0,114.0,74.0,85.0,98.0,166.0,102.0
15,88.0,84.0,76.0,83.0,113.0,72.0,88.0,98.0,165.0,103.0
16,92.0,85.0,77.0,85.0,112.0,75.0,90.0,97.0,163.0,105.0
17,92.0,85.0,77.0,84.0,113.0,73.0,92.0,97.0,167.0,101.0
18,90.0,85.0,75.0,85.0,112.0,75.0,88.0,96.0,165.0,105.0
19,91.0,87.0,76.0,84.0,111.0,73.0,87.0,97.0,167.0,102.0
20,93.0,83.0,77.0,81.0,114.0,74.0,92.0,97.0,167.0,102.0
21,92.0,85.0,79.0,85.0,108.0,74.0,90.0,97.0,165.0,102.0
22,90.0,86.0,76.0,82.0,111.0,74.0,90.0,98.0,168.0,103.0
23,92.0,88.0,76.0,81.0,110.0,73.0,95.0,97.0,164.0,104.0
24,88.0,85.0,79.0,83.0,111.0,74.0,96.0,97.0,164.0,103.0
25,90.0,84.0,77.0,83.0,110.0,74.0,95.0,99.0,167.0,103.0
26,90.0,82.0,77.0,83.0,110.0,74.0,92.0,97.0,162.0,104.0
27,91.0,85.0,76.0,83.0,110.0,74.0,96.0,96.0,164.0,104.0
28,89.0,86.0,83.0,83.0,111.0,73.0,93.0,97.0,164.0,105.0
29,88.0,87.0,77.0,84.0,111.0,71.0,95.0,96.0,166.0,104.0
30,89.0,85.0,79.0,84.0,110.0,72.0,95.0,95.0,166.0,102.0
31,91.0,87.0,81.0,82.0,113.0,73.0,86.0,97.0,162.0,102.0
32,89.0,84.0,81.0,82.0,112.0,71.0,94.0,97.0,165.0,101.0
33,90.0,81.0,79.0,83.0,114.0,70.0,96.0,96.0,164.0,101.0
34,88.0,83.0,80.0,84.0,113.0,71.0,93.0,94.0,162.0,103.0
35,90.0,83.0,79.0,84.0,114.0,74.0,91.0,94.0,164.0,101.0
36,90.0,85.0,80.0,82.0,113.0,73.0,90.0,94.0,164.0,100.0
37,91.0,83.0,79.0,84.0,111.0,71.0,95.0,94.0,164.0,100.0
38,88.0,82.0,80.0,83.0,111.0,71.0,94.0,94.0,162.0,101.0
39,83.0,84.0,72.0,80.0,107.0,68.0,90.0,92.0,149.0,95.0
40,83.0,76.0,75.0,79.0,107.0,67.0,87.0,82.0,137.0,95.0
41,78.0,74.0,75.0,71.0,108.0,64.0,78.0,77.0,128.0,94.0
42,80.0,73.0,73.0,71.0,107.0,65.0,77.0,74.0,128.0,92.0
43,74.0,72.0,73.0,72.0,104.0,64.0,76.0,74.0,124.0,88.0
44,78.0,69.0,69.0,70.0,101.0,62.0,77.0,73.0,130.0,91.0
45,79.0,72.0,73.0,70.0,105.0,64.0,77.0,72.0,127.0,91.0
46,80.0,70.0,71.0,70.0,108.0,66.0,76.0,74.0,130.0,92.0
47,80.0,70.0,71.0,68.0,100.0,65.0,77.0,73.0,130.0,93.0
48,79.0,72.0,70.0,68.0,104.0,66.0,75.0,75.0,127.0,94.0
49,79.0,69.0,71.0,68.0,98.0,67.0,79.0,74.0,128.0,93.0
50,77.0,71.0,71.0,70.0,106.0,65.0,77.0,72.0,127.0,94.0
51,82.0,70.0,69.0,70.0,101.0,65.0,79.0,73.0,128.0,92.0
52,79.0,70.0,71.0,70.0,102.0,67.0,78.0,72.0,128.0,91.0
53,79.0,69.0,72.0,71.0,104.0,65.0,77.0,74.0,129.0,89.0
54,78.0,69.0,69.0,70.0,99.0,67.0,77.0,74.0,128.0,89.0
55,78.0,70.0,70.0,73.0,100.0,67.0,78.0,71.0,129.0,92.0
56,82.0,71.0,69.0,72.0,97.0,66.0,78.0,74.0,131.0,92.0
57,75.0,79.0,76.0,76.0,104.0,66.0,80.0,86.0,141.0,92.0
58,83.0,75.0,72.0,76.0,109.0,66.0,83.0,81.0,148.0,95.0
59,86.0,76.0,74.0,82.0,105.0,67.0,85.0,85.0,151.0,97.0
60,85.0,84.0,76.0,78.0,106.0,67.0,87.0,96.0,153.0,96.0
61,88.0,85.0,79.0,83.0,109.0,70.0,88.0,94.0,156.0,100.0
62,90.0,84.0,79.0,85.0,112.0,71.0,91.0,98.0,158.0,106.0
63,91.0,86.0,80.0,83.0,113.0,72.0,92.0,97.0,162.0,104.0
64,93.0,86.0,80.0,80.0,112.0,72.0,89.0,94.0,160.0,105.0
65,92.0,88.0,81.0,84.0,114.0,72.0,89.0,95.0,162.0,104.0
66,92.0,86.0,79.0,85.0,109.0,75.0,87.0,96.0,160.0,102.0
67,93.0,85.0,78.0,83.0,112.0,74.0,85.0,96.0,158.0,101.0
68,92.0,86.0,78.0,86.0,114.0,71.0,86.0,95.0,161.0,105.0
69,92.0,85.0,80.0,88.0,110.0,73.0,86.0,95.0,160.0,107.0
70,92.0,85.0,79.0,86.0,115.0,74.0,85.0,95.0,162.0,102.0
71,93.0,85.0,81.0,82.0,113.0,74.0,90.0,96.0,165.0,102.0
72,92.0,85.0,79.0,84.0,112.0,74.0,89.0,95.0,162.0,102.0
73,92.0,86.0,80.0,85.0,114.0,75.0,90.0,94.0,163.0,104.0
74,93.0,87.0,79.0,84.0,114.0,75.0,86.0,93.0,164.0,102.0
75,90.0,87.0,79.0,84.0,114.0,77.0,92.0,94.0,162.0,104.0
76,92.0,85.0,78.0,85.0,116.0,73.0,88.0,94.0,167.0,103.0
77,91.0,86.0,77.0,84.0,112.0,75.0,87.0,95.0,163.0,105.0
78,89.0,87.0,77.0,86.0,115.0,74.0,89.0,96.0,160.0,104.0
79,90.0,86.0,78.0,82.0,113.0,75.0,92.0,94.0,160.0,102.0
80,89.0,86.0,78.0,84.0,113.0,73.0,89.0,92.0,158.0,103.0
