track_id,frame,fluorescence,time_s,dff
1,0,1.1741701257696218,0,-0.02304110409051946
1,1,1.1759176954028192,5,-0.013238598110637502
1,2,1.1759522128853537,10,-0.013044981889270961
1,3,1.1734672752888966,15,-0.026983548448324842
1,4,1.1758624604781427,20,-0.013548423063620486
1,5,1.1763784552118033,25,-0.010654094067389795
1,6,1.1774453474448152,30,-0.004669658714817229
1,7,1.174206467480898,35,-0.02283725536521666
1,8,1.1778204614953822,40,-0.0025655607412829362
1,9,1.175923765514394,45,-0.013204549507434857
1,10,1.1779373736279397,50,-0.0019097746388323548
1,11,1.17227755214961,55,-0.033656969618915074
1,12,1.175089997756051,60,-0.017881337935050253
1,13,1.176617234136756,65,-0.009314730075675032
1,14,1.177538088133907,70,-0.00414945560409047
1,15,1.1781078256755282,75,-0.0009536712687411289
1,16,1.1800500422633462,80,0.009940652685308143
1,17,1.176107077471148,85,-0.012176312052325559
1,18,1.1794282655433268,90,0.006452969047209072
1,19,1.1764115844957372,95,-0.010468264560111393
1,20,1.1817635561240107,100,0.01955213227770791
1,21,1.178701498205683,105,0.0023763697301322053
1,22,1.183345661473296,110,0.028426512361090762
1,23,1.1793034028999572,115,0.005752586764841691
1,24,1.1797044511139578,120,0.008002155217670455
1,25,1.1754803969465035,125,-0.01569150221906184
1,26,1.1790710656936727,130,0.004449355803002712
1,27,1.1783715778790789,135,0.0005257733859374754
1,28,1.1789959740960991,140,0.004028150364163025
1,29,1.1803396836538813,145,0.011565315536394075
1,30,1.1786895954555296,150,0.0023096045624741365
1,31,1.1770790750068376,155,-0.006724162120768615
1,32,1.178010331233365,160,-0.0015005392356339281
1,33,1.180648983085837,165,0.013300244705295564
1,34,1.1760917582825063,170,-0.012262240781810077
1,35,1.1815212732669704,175,0.01819311395314756
1,36,1.1781872361443408,180,-0.0005082403224634329
1,37,1.1774443064121811,185,-0.004675498097939444
1,38,1.162893131963784,190,-0.08629626549691272
1,39,1.1605958976834074,195,-0.09918196249164742
1,40,1.1546094213516347,200,-0.13276143705212923
1,41,1.1579305547429826,205,-0.114132462669513
1,42,1.157197244843314,210,-0.11824576066923548
1,43,1.1549693275884676,215,-0.13074264308150135
1,44,1.1513026797019803,220,-0.15130968496105798
