track_id,frame,fluorescence,time_s,dff
1,0,1.1755491216195308,0,-0.03397544879385122
1,1,1.178398244189842,5,-0.018297088646420604
1,2,1.1761633684642068,10,-0.03059532631312536
1,3,1.1711299217827047,15,-0.05829374500448466
1,4,1.1763054030342923,20,-0.0298137280883275
1,5,1.1719148894069038,25,-0.05397416772672553
1,6,1.1760679382402366,30,-0.031120466732124995
1,7,1.1747089748232182,35,-0.03859867005732281
1,8,1.176042697473821,40,-0.03125936346839924
1,9,1.175935631643222,45,-0.03184853315492221
1,10,1.174871707369151,50,-0.03770317349658197
1,11,1.1753558475109558,55,-0.03503901170019627
1,12,1.17372244033596,60,-0.04402744421757429
1,13,1.1762177387931367,65,-0.030296133288865556
1,14,1.1763147884020524,70,-0.029762081599899154
1,15,1.1739925835395224,75,-0.04254088043089647
1,16,1.1772114678381451,80,-0.024827768389807367
1,17,1.1779164903726589,85,-0.020948118801073053
1,18,1.1750293816333683,90,-0.036835512018574657
1,19,1.1760246700526764,95,-0.03135856608052225
1,20,1.1781115272300715,100,-0.019874855711446038
1,21,1.1782466939572596,105,-0.01913105035505789
1,22,1.180848254470296,110,-0.004814992810272525
1,23,1.1804314824045157,115,-0.007108436628654859
1,24,1.1810415130890044,120,-0.00375151514269945
1,25,1.1790858995764173,125,-0.014513008270099177
1,26,1.1801149414864478,130,-0.00885032115358934
1,27,1.1788432354457314,135,-0.015848358203935316
1,28,1.183221538448424,140,0.008244887915445896
1,29,1.1820073122559327,145,0.0015631551796576489
1,30,1.1813769547114534,150,-0.0019056224387502354
1,31,1.1829385562375905,155,0.00668767270013893
1,32,1.1823763033070476,160,0.003593666134448293
1,33,1.1831402065941643,165,0.007797329036853493
1,34,1.1841275580914803,170,0.01323059909983103
1,35,1.1818757676266238,175,0.0008392817685044548
1,36,1.1799161219293666,180,-0.009944399959729225
1,37,1.170902714360113,185,-0.05954403863406827
1,38,1.1631829847468358,190,-0.10202473159510443
1,39,1.1555095658510062,195,-0.14425058255166018
1,40,1.152745528010118,200,-0.1594607322244556
1,41,1.1549299752277074,205,-0.14743999624163015
1,42,1.154651999463086,210,-0.14896966161840472
1,43,1.1516709990382816,215,-0.16537372887291463
1,44,1.151059654449513,220,-0.16873788060747813
1,45,1.1524683424623243,225,-0.160986049138251
1,46,1.1534741228447034,230,-0.1554513672581247
1,47,1.1533794561668849,235,-0.1559723059794932
1,48,1.1554770884070942,240,-0.14442930180636204
1,49,1.1565605699490265,245,-0.13846704030012832
1,50,1.1505118043378506,250,-0.1717526302875933
1,51,1.1552858845618452,255,-0.14548147231619707
1,52,1.1531517713838992,260,-0.15722522646278023
1,53,1.154312832960533,265,-0.1508360518651356
1,54,1.162259299604111,270,-0.10710765378363234
1,55,1.1653661752318412,275,-0.09001091125229613
1,56,1.1649176124271647,280,-0.09247929547477293
1,57,1.1686308476235283,285,-0.07204583314242188
1,58,1.172001112876954,290,-0.053499690906845594
1,59,1.174343785924164,295,-0.04060825825155379
1,60,1.171418518423382,300,-0.05670563429383018
1,61,1.1736257752058004,305,-0.04455938016871055
1,62,1.175956030158538,310,-0.031736282712301896
1,63,1.1765102438570003,315,-0.02868651502112651
1,64,1.1757293103623625,320,-0.032983892995562425
1,65,1.1782346285588032,325,-0.019197444712496826
1,66,1.175153900973841,330,-0.03615029788086299
1,67,1.178376618757394,335,-0.01841609065840662
1,68,1.177678103996037,340,-0.022259928796847465
1,69,1.1836232251702037,345,0.01045531899908163
1,70,1.178655827551181,350,-0.01687964007852096
1,71,1.182453424827665,355,0.00401805608100853
1,72,1.1826396234145913,360,0.005042683289115528
1,73,1.1825800800849249,365,0.004715023897899839
1,74,1.1878565399403551,370,0.03375071326378821
1,75,1.1840697009854173,375,0.012912218783239547
1,76,1.1844019966463553,380,0.014740799659998678
1,77,1.1851907516680775,385,0.019081218505968427
1,78,1.183314165771452,390,0.008754604326056297
1,79,1.184844557719993,395,0.017176157117775485
1,80,1.1853418481871565,400,0.019912683486741238
2,0,1.1819310297298038,0,-0.0010374081107398852
2,1,1.1801277502062817,5,-0.010939010874126912
2,2,1.1806269173485404,10,-0.008198140869942876
2,3,1.1784051273116207,15,-0.020397737262110357
2,4,1.1796404408636032,20,-0.013614771049490808
2,5,1.1787503542989928,25,-0.018502135139660505
2,6,1.1771117751511364,30,-0.027499386872854754
2,7,1.1795298586114984,35,-0.014221965618463629
2,8,1.181331193386277,40,-0.004331041249237093
2,9,1.1794256689616385,45,-0.014794059135587553
2,10,1.1802376341048204,50,-0.010335650885156571
2,11,1.1806582382273,55,-0.008026161487027906
2,12,1.178194526900563,60,-0.021554120166091595
2,13,1.1801770699040024,65,-0.010668202023435287
2,14,1.1794497528144272,70,-0.01466181743915871
2,15,1.1808774456333595,75,-0.006822518552429851
2,16,1.1802308161222332,80,-0.010373087652083309
2,17,1.179585807752002,85,-0.013914755251466182
2,18,1.180944572385129,90,-0.00645393319328347
2,19,1.1792279807497326,95,-0.015879542622625337
2,20,1.1809252843586828,100,-0.006559841552730348
2,21,1.1830093404863358,105,0.004883473609146219
2,22,1.17943778438079,110,-0.014727534747002755
2,23,1.1822137317980266,115,0.0005148767920813024
2,24,1.1830138349663182,120,0.0049081522875392865
2,25,1.1810258269061835,125,-0.006007773859849109
2,26,1.1803914092089194,130,-0.009491289278525227
2,27,1.1817174616690296,135,-0.0022100860417812655
2,28,1.1828683280318038,140,0.004109190259696811
2,29,1.182560853642368,145,0.002420883358633701
2,30,1.181862492002106,150,-0.0014137409782279647
2,31,1.1827806520637114,155,0.003627771490935928
2,32,1.1830587037732274,160,0.005154521803017754
2,33,1.18278416820935,165,0.0036470782467205873
2,34,1.1821497290531329,170,0.00016344499937390712
2,35,1.1812433885134588,175,-0.004813167819185963
2,36,1.181806572801741,180,-0.001720786947328504
2,37,1.1718120946154822,185,-0.05659932992239882
2,38,1.158189247518246,190,-0.13140083390650312
2,39,1.152655898607985,195,-0.16178382342418707
2,40,1.1514069810909813,200,-0.16864148746145852
2,41,1.151898136006494,205,-0.16594461168304755
2,42,1.1517003203689462,210,-0.16703079484979147
2,43,1.1489638122404544,215,-0.18205664974009866
2,44,1.1478782556891427,220,-0.18801731729500262
2,45,1.1496755568665942,225,-0.17814854094992807
2,46,1.151174657932336,230,-0.16991714750175388
2,47,1.1480231433944026,235,-0.1872217553845673
2,48,1.1509652233864878,240,-0.17106712877247227
2,49,1.1508402716658743,245,-0.17175322445868044
2,50,1.1519560423433146,250,-0.16562665457367973
