track_id,frame,fluorescence
1,0,1.160537425877327
1,1,1.1662941676351224
1,2,1.1591157242243912
1,3,1.162071996539565
1,4,1.1612405487616175
1,5,1.1625558019547122
1,6,1.1596377115934993
1,7,1.1611659927802724
1,8,1.1581246754645802
1,9,1.1573880557274467
1,10,1.161342327176692
1,11,1.159620681019979
1,12,1.1608840049482834
1,13,1.161784200700141
1,14,1.162056416610798
1,15,1.1606257950782173
1,16,1.1621743406167917
1,17,1.1610898341802354
1,18,1.161958280764407
1,19,1.1605964809796263
1,20,1.1598543439698
1,21,1.1630800884123818
1,22,1.1597194225946978
1,23,1.1568906405311514
1,24,1.1604460589153776
1,25,1.1636078463255977
1,26,1.1628299092106538
1,27,1.1619716314654591
1,28,1.1608783250629595
1,29,1.1656446072203
1,30,1.1608945831114026
1,31,1.1627239853337177
1,32,1.1624984409918813
1,33,1.1622800890684484
1,34,1.1639425159625028
1,35,1.1607211655982157
1,36,1.1610506401299925
1,37,1.164496824982025
1,38,1.1622127884257103
1,39,1.163477564075323
1,40,1.161968680887998
1,41,1.159881181753949
1,42,1.1651922710800289
1,43,1.164868331268735
1,44,1.1608397579802907
1,45,1.1674774613222467
1,46,1.162516160923653
1,47,1.1648550229006585
1,48,1.1684178083651675
1,49,1.164424552181322
1,50,1.162725561656316
1,51,1.1645647207563263
1,52,1.1652714466973997
1,53,1.1662201695860424
1,54,1.1671092147090494
1,55,1.1662016984008576
1,56,1.1646975576153995
1,57,1.1668195386013462
1,58,1.1651093099706764
1,59,1.1680823113836714
1,60,1.1624694874177537
1,61,1.1657425118190743
1,62,1.1668086275905205
1,63,1.1654441212311863
1,64,1.1703014015481883
1,65,1.1690230193690705
1,66,1.16493061878044
1,67,1.1678148332428433
1,68,1.1673063703648554
1,69,1.1709412266509274
1,70,1.169539983702904
1,71,1.1686087917953345
1,72,1.1693767069980254
1,73,1.1679269158713963
1,74,1.1674746243921863
1,75,1.1668170319203022
1,76,1.1665744256783963
1,77,1.1654847455289603
1,78,1.1678681951250252
1,79,1.166306242784407
1,80,1.1651301443853073
2,0,1.1461470812470853
2,1,1.1483738572906514
2,2,1.14506698983672
2,3,1.1488879845536786
2,4,1.1485778798596122
2,5,1.145590943095028
2,6,1.148482961144726
2,7,1.1471782117673115
2,8,1.1494388293337685
2,9,1.1505722264305418
2,10,1.14860272460781
2,11,1.1499361229695666
2,12,1.1487835273722182
2,13,1.153972730921866
2,14,1.1508257600573326
2,15,1.149131858131786
2,16,1.15033529376569
2,17,1.1469088306430253
2,18,1.1473098748332913
2,19,1.1506023818724556
2,20,1.1484195156939825
2,21,1.149649327414315
2,22,1.15114842532295
2,23,1.145296592578268
2,24,1.146040554812635
2,25,1.1516119569726395
2,26,1.1517894817550411
2,27,1.1491462045548682
2,28,1.15163615298892
2,29,1.153164855162787
2,30,1.1486496356353704
2,31,1.1482902649092643
2,32,1.1512226896678133
2,33,1.1498795053915425
2,34,1.148743998586581
2,35,1.1483026800000256
2,36,1.1453835959453695
2,37,1.1514794101313164
2,38,1.1513624495358807
2,39,1.1510592789661305
2,40,1.147816794381996
2,41,1.146189629341311
2,42,1.1540412300945229
2,43,1.1510863261426731
2,44,1.1513064491586642
2,45,1.1527651450931111
2,46,1.148836249007214
2,47,1.1499740308476074
2,48,1.1528397186599932
2,49,1.1525672618739415
2,50,1.1490262982905224
2,51,1.1519025112557473
2,52,1.1534042322820834
2,53,1.149767673446466
2,54,1.1526176503458594
2,55,1.1512747563479715
2,56,1.151303559665739
2,57,1.1521926253102646
2,58,1.1505663609574597
2,59,1.1543409262733737
2,60,1.15418100829618
2,61,1.1520620293127506
2,62,1.152702470514829
2,63,1.1528406549934769
2,64,1.1532565951759224
2,65,1.1553068013212484
2,66,1.1527174731693013
2,67,1.1513380284742212
2,68,1.1510557230742244
2,69,1.1549372440849917
2,70,1.1530423279287003
2,71,1.15110333049179
2,72,1.153510449775473
2,73,1.154341339702185
2,74,1.1512140944962257
2,75,1.1505104564100457
2,76,1.1511355951479991
2,77,1.1532461939269156
2,78,1.152452141416989
2,79,1.148605354735279
