500mM,400mM,300mM,200mM
2.6166542494683345,7.881495826765316,2.7495563139456074,6.2436694605833685
8.925420809771794,9.05931118099802,5.425345406778188,3.7363566476582073
7.183442097339337,6.210787079774389,2.7495563139456074,4.560962704992738
4.475030781582908,7.688451941613797,5.425603316657538,14.075173012224152
2.819670626140092,8.281786803081832,2.7495563139456074,4.489622495516341
4.6238378593066916,7.354324293715576,8.050244230351238,
2.9110114422548476,10.76368339363332,6.8122409937627,
2.833071728039521,6.264365192066399,14.219628745185979,
