500mM,400mM,300mM,200mM
26.80786994929614,20.596088013321598,21.15107346462013,18.24874382207876
21.966579934140846,23.060313304777942,21.40558728591088,18.60009742878716
19.326992906725394,17.537459086226512,21.15107346462013,18.481003256013516
27.011094476583217,30.622858389165856,21.4391005874546,1.0908363314233223
26.358375869292374,18.49488964845839,21.15107346462013,20.79887544542442
29.017880167761447,34.576054498380415,15.52198760928703,
24.366004024848557,21.69181652940594,16.174608365068188,
17.104299043501552,14.274234897713693,20.407653963428125,
