500mM,400mM,300mM,200mM
12.605468569008583,4.298592309845958,-1582464.8644690479,8.590279611128148
8.110364847308812,13.23804590734854,7.846681815010227,19.373235170335416
7.361069971755549,4.463330520504352,-1582464.8644690479,6.647792294209079
8.247744943942134,4.451912418739969,7.867674090368324,1489923.1194374266
7.010861102470161,15.406720916671633,-1582464.8644690479,10.891357307409006
3.5570366563197107,3.8884674750575803,4.905762084197795,
7.5102059697541,16.597918053131405,5.814560678372263,
8.598351387633752,15.536549575611758,6.136480700437058,
