path,column_name,assay,osmolyte,condition_mM,cell_id,rotation_direction,fps,source_kind,source_path,sign_adjustment,time_bin_s,reduction,frame_reference_fps
data/time-series/bead/sorbitol_300mM.parquet,cell3,Sorbitol,sorbitol,300,cell3,CCW,300,legacy_csv,data/Bead-assays/Sorbitol/speeds/300mM/freq-300-cell3.csv,none,0.1,mean_bin,300
data/time-series/bead/sorbitol_300mM.parquet,cell4,Sorbitol,sorbitol,300,cell4,CCW,300,legacy_csv,data/Bead-assays/Sorbitol/speeds/300mM/freq-300-cell4.csv,none,0.1,mean_bin,300
data/time-series/bead/sorbitol_300mM.parquet,cell5,Sorbitol,sorbitol,300,cell5,CCW,300,legacy_csv,data/Bead-assays/Sorbitol/speeds/300mM/freq-300-cell5.csv,none,0.1,mean_bin,300
data/time-series/bead/sorbitol_300mM.parquet,cell6,Sorbitol,sorbitol,300,cell6,CCW,300,legacy_csv,data/Bead-assays/Sorbitol/speeds/300mM/freq-300-cell6.csv,none,0.1,mean_bin,300
data/time-series/bead/sorbitol_300mM.parquet,cell8,Sorbitol,sorbitol,300,cell8,CCW,300,legacy_csv,data/Bead-assays/Sorbitol/speeds/300mM/freq-300-cell8.csv,none,0.1,mean_bin,300
data/time-series/bead/sorbitol_300mM.parquet,cell9,Sorbitol,sorbitol,300,cell9,CCW,300,legacy_csv,data/Bead-assays/Sorbitol/speeds/300mM/freq-300-cell9.csv,none,0.1,mean_bin,300
data/time-series/bead/sorbitol_400mM.parquet,cell1,Sorbitol,sorbitol,400,cell1,CCW,300,legacy_csv,data/Bead-assays/Sorbitol/speeds/400mM/freq-400-cell1.csv,none,0.1,mean_bin,300
data/time-series/bead/sorbitol_400mM.parquet,cell2,Sorbitol,sorbitol,400,cell2,CCW,300,legacy_csv,data/Bead-assays/Sorbitol/speeds/400mM/freq-400-cell2.csv,none,0.1,mean_bin,300
data/time-series/bead/sorbitol_400mM.parquet,cell3,Sorbitol,sorbitol,400,cell3,CCW,300,legacy_csv,data/Bead-assays/Sorbitol/speeds/400mM/freq-400-cell3.csv,none,0.1,mean_bin,300
data/time-series/bead/sorbitol_400mM.parquet,cell4,Sorbitol,sorbitol,400,cell4,CCW,300,legacy_csv,data/Bead-assays/Sorbitol/speeds/400mM/freq-400-cell4.csv,none,0.1,mean_bin,300
data/time-series/bead/sorbitol_400mM.parquet,cell5,Sorbitol,sorbitol,400,cell5,CCW,300,legacy_csv,data/Bead-assays/Sorbitol/speeds/400mM/freq-400-cell5.csv,none,0.1,mean_bin,300
data/time-series/bead/sorbitol_400mM.parquet,cell6,Sorbitol,sorbitol,400,cell6,CCW,300,legacy_csv,data/Bead-assays/Sorbitol/speeds/400mM/freq-400-cell6.csv,none,0.1,mean_bin,300
data/time-series/bead/sorbitol_400mM.parquet,cell7,Sorbitol,sorbitol,400,cell7,CCW,300,legacy_csv,data/Bead-assays/Sorbitol/speeds/400mM/freq-400-cell7.csv,none,0.1,mean_bin,300
data/time-series/bead/sorbitol_400mM.parquet,cell8,Sorbitol,sorbitol,400,cell8,CCW,300,legacy_csv,data/Bead-assays/Sorbitol/speeds/400mM/freq-400-cell8.csv,none,0.1,mean_bin,300
data/time-series/bead/sorbitol_500mM.parquet,cell1,Sorbitol,sorbitol,500,cell1,CCW,300,legacy_csv,data/Bead-assays/Sorbitol/speeds/500mM/freq-500-cell1.csv,none,0.1,mean_bin,300
data/time-series/bead/sorbitol_500mM.parquet,cell2,Sorbitol,sorbitol,500,cell2,CCW,300,legacy_csv,data/Bead-assays/Sorbitol/speeds/500mM/freq-500-cell2.csv,none,0.1,mean_bin,300
data/time-series/bead/sorbitol_500mM.parquet,cell3,Sorbitol,sorbitol,500,cell3,CCW,300,legacy_csv,data/Bead-assays/Sorbitol/speeds/500mM/freq-500-cell3.csv,none,0.1,mean_bin,300
data/time-series/bead/sorbitol_500mM.parquet,cell4,Sorbitol,sorbitol,500,cell4,CCW,300,legacy_csv,data/Bead-assays/Sorbitol/speeds/500mM/freq-500-cell4.csv,none,0.1,mean_bin,300
data/time-series/bead/sorbitol_500mM.parquet,cell5,Sorbitol,sorbitol,500,cell5,CCW,300,legacy_csv,data/Bead-assays/Sorbitol/speeds/500mM/freq-500-cell5.csv,none,0.1,mean_bin,300
data/time-series/bead/sorbitol_500mM.parquet,cell7,Sorbitol,sorbitol,500,cell7,CCW,300,legacy_csv,data/Bead-assays/Sorbitol/speeds/500mM/freq-500-cell7.csv,none,0.1,mean_bin,300
data/time-series/bead/sorbitol_500mM.parquet,cell8,Sorbitol,sorbitol,500,cell8,CCW,300,legacy_csv,data/Bead-assays/Sorbitol/speeds/500mM/freq-500-cell8.csv,none,0.1,mean_bin,300
data/time-series/bead/sorbitol_500mM.parquet,cell9,Sorbitol,sorbitol,500,cell9,CCW,300,legacy_csv,data/Bead-assays/Sorbitol/speeds/500mM/freq-500-cell9.csv,none,0.1,mean_bin,300
data/time-series/bead/sucrose_200mM.parquet,cell1,Sucrose,sucrose,200,cell1,CCW,300,legacy_mat,data/Bead-assays/Sucrose/200mM/cells/cell_1/cell_1_200_Freq.mat,none,0.1,mean_bin,300
data/time-series/bead/sucrose_200mM.parquet,cell2,Sucrose,sucrose,200,cell2,CCW,300,legacy_mat,data/Bead-assays/Sucrose/200mM/cells/cell_2/cell_2_200_Freq.mat,none,0.1,mean_bin,300
data/time-series/bead/sucrose_200mM.parquet,cell3,Sucrose,sucrose,200,cell3,CCW,300,legacy_mat,data/Bead-assays/Sucrose/200mM/cells/cell_3/cell_3_200_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_200mM.parquet,cell4,Sucrose,sucrose,200,cell4,CCW,300,legacy_mat,data/Bead-assays/Sucrose/200mM/cells/cell_4/cell_4_200_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_200mM.parquet,cell5,Sucrose,sucrose,200,cell5,CCW,300,legacy_mat,data/Bead-assays/Sucrose/200mM/cells/cell_5/cell_5_200_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_200mM.parquet,cell6,Sucrose,sucrose,200,cell6,CCW,300,legacy_mat,data/Bead-assays/Sucrose/200mM/cells/cell_6/cell_6_200_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_200mM.parquet,cell7,Sucrose,sucrose,200,cell7,CCW,300,legacy_mat,data/Bead-assays/Sucrose/200mM/cells/cell_7/cell_7_200_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_200mM.parquet,cell8,Sucrose,sucrose,200,cell8,CCW,300,legacy_mat,data/Bead-assays/Sucrose/200mM/cells/cell_8/cell_8_200_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_300mM.parquet,cell1,Sucrose,sucrose,300,cell1,CCW,300,legacy_mat,data/Bead-assays/Sucrose/300mM/cells/cell_1/cell_1_300_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_300mM.parquet,cell10,Sucrose,sucrose,300,cell10,CCW,300,legacy_mat,data/Bead-assays/Sucrose/300mM/cells/cell_10/cell_10_300_freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_300mM.parquet,cell2,Sucrose,sucrose,300,cell2,CCW,300,legacy_mat,data/Bead-assays/Sucrose/300mM/cells/cell_2/cell_2_300_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_300mM.parquet,cell3,Sucrose,sucrose,300,cell3,CCW,300,legacy_mat,data/Bead-assays/Sucrose/300mM/cells/cell_3/cell_3_300_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_300mM.parquet,cell4,Sucrose,sucrose,300,cell4,CCW,300,legacy_mat,data/Bead-assays/Sucrose/300mM/cells/cell_4/cell_4_300_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_300mM.parquet,cell5,Sucrose,sucrose,300,cell5,CCW,300,legacy_mat,data/Bead-assays/Sucrose/300mM/cells/cell_5/cell_5_300_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_300mM.parquet,cell6,Sucrose,sucrose,300,cell6,CCW,300,legacy_mat,data/Bead-assays/Sucrose/300mM/cells/cell_6/cell_6_300_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_300mM.parquet,cell7,Sucrose,sucrose,300,cell7,CCW,300,legacy_mat,data/Bead-assays/Sucrose/300mM/cells/cell_7/cell_7_300_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_300mM.parquet,cell8,Sucrose,sucrose,300,cell8,CCW,300,legacy_mat,data/Bead-assays/Sucrose/300mM/cells/cell_8/cell_8_300_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_300mM.parquet,cell9,Sucrose,sucrose,300,cell9,CCW,300,legacy_mat,data/Bead-assays/Sucrose/300mM/cells/cell_9/cell_9_300_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_400mM.parquet,cell1,Sucrose,sucrose,400,cell1,CCW,300,legacy_mat,data/Bead-assays/Sucrose/400mM/cells/cell_1/cell_1_400_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_400mM.parquet,cell2,Sucrose,sucrose,400,cell2,CCW,300,legacy_mat,data/Bead-assays/Sucrose/400mM/cells/cell_2/cell_2_400_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_400mM.parquet,cell3,Sucrose,sucrose,400,cell3,CCW,300,legacy_mat,data/Bead-assays/Sucrose/400mM/cells/cell_3/cell_3_400_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_400mM.parquet,cell4,Sucrose,sucrose,400,cell4,CCW,300,legacy_mat,data/Bead-assays/Sucrose/400mM/cells/cell_4/cell_4_400_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_400mM.parquet,cell5,Sucrose,sucrose,400,cell5,CCW,300,legacy_mat,data/Bead-assays/Sucrose/400mM/cells/cell_5/cell_5_400_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_400mM.parquet,cell6,Sucrose,sucrose,400,cell6,CCW,300,legacy_mat,data/Bead-assays/Sucrose/400mM/cells/cell_6/cell_6_400_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_400mM.parquet,cell7,Sucrose,sucrose,400,cell7,CCW,300,legacy_mat,data/Bead-assays/Sucrose/400mM/cells/cell_7/cell_7_400_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_400mM.parquet,cell8,Sucrose,sucrose,400,cell8,CCW,300,legacy_mat,data/Bead-assays/Sucrose/400mM/cells/cell_8/cell_8_400_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_500mM.parquet,cell1,Sucrose,sucrose,500,cell1,CCW,300,legacy_mat,data/Bead-assays/Sucrose/500mM/cells/cell_1/cell_1_500_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_500mM.parquet,cell10,Sucrose,sucrose,500,cell10,CCW,300,legacy_mat,data/Bead-assays/Sucrose/500mM/cells/cell_10/cell_10_500_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_500mM.parquet,cell11,Sucrose,sucrose,500,cell11,CCW,300,legacy_mat,data/Bead-assays/Sucrose/500mM/cells/cell_11/cell_11_500_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_500mM.parquet,cell12,Sucrose,sucrose,500,cell12,CCW,300,legacy_mat,data/Bead-assays/Sucrose/500mM/cells/cell_12/cell_12_500_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_500mM.parquet,cell2,Sucrose,sucrose,500,cell2,CCW,300,legacy_mat,data/Bead-assays/Sucrose/500mM/cells/cell_2/cell_2_500_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_500mM.parquet,cell3,Sucrose,sucrose,500,cell3,CCW,300,legacy_mat,data/Bead-assays/Sucrose/500mM/cells/cell_3/cell_3_500_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_500mM.parquet,cell4,Sucrose,sucrose,500,cell4,CCW,300,legacy_mat,data/Bead-assays/Sucrose/500mM/cells/cell_4/cell_4_500_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_500mM.parquet,cell5,Sucrose,sucrose,500,cell5,CCW,300,legacy_mat,data/Bead-assays/Sucrose/500mM/cells/cell_5/cell_5_500_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_500mM.parquet,cell6,Sucrose,sucrose,500,cell6,CCW,300,legacy_mat,data/Bead-assays/Sucrose/500mM/cells/cell_6/cell_6_500_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_500mM.parquet,cell7,Sucrose,sucrose,500,cell7,CCW,300,legacy_mat,data/Bead-assays/Sucrose/500mM/cells/cell_7/cell_7_500_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_500mM.parquet,cell8,Sucrose,sucrose,500,cell8,CCW,300,legacy_mat,data/Bead-assays/Sucrose/500mM/cells/cell_8/cell_8_500_Freq.mat,inverted,0.1,mean_bin,300
data/time-series/bead/sucrose_500mM.parquet,cell9,Sucrose,sucrose,500,cell9,CCW,300,legacy_mat,data/Bead-assays/Sucrose/500mM/cells/cell_9/cell_9_500_Freq.mat,inverted,0.1,mean_bin,300
