track_id,frame,area,time_s,dff
1,0,110.0,0,-0.019607843137254926
1,1,110.0,5,-0.019607843137254926
1,2,111.0,10,-0.010695187165775426
1,3,112.0,15,-0.0017825311942959254
1,4,109.0,20,-0.02852049910873443
1,5,109.0,25,-0.02852049910873443
1,6,108.0,30,-0.03743315508021393
1,7,108.0,35,-0.03743315508021393
1,8,109.0,40,-0.02852049910873443
1,9,110.0,45,-0.019607843137254926
1,10,109.0,50,-0.02852049910873443
1,11,109.0,55,-0.02852049910873443
1,12,110.0,60,-0.019607843137254926
1,13,113.0,65,0.007130124777183575
1,14,112.0,70,-0.0017825311942959254
1,15,113.0,75,0.007130124777183575
1,16,111.0,80,-0.010695187165775426
1,17,112.0,85,-0.0017825311942959254
1,18,113.0,90,0.007130124777183575
1,19,113.0,95,0.007130124777183575
1,20,115.0,100,0.024955436720142575
1,21,113.0,105,0.007130124777183575
1,22,114.0,110,0.016042780748663076
1,23,112.0,115,-0.0017825311942959254
1,24,116.0,120,0.033868092691622075
1,25,114.0,125,0.016042780748663076
1,26,114.0,130,0.016042780748663076
1,27,112.0,135,-0.0017825311942959254
1,28,112.0,140,-0.0017825311942959254
1,29,111.0,145,-0.010695187165775426
1,30,113.0,150,0.007130124777183575
1,31,112.0,155,-0.0017825311942959254
1,32,110.0,160,-0.019607843137254926
1,33,112.0,165,-0.0017825311942959254
1,34,112.0,170,-0.0017825311942959254
1,35,112.0,175,-0.0017825311942959254
1,36,113.0,180,0.007130124777183575
1,37,113.0,185,0.007130124777183575
1,38,109.0,190,-0.02852049910873443
1,39,108.0,195,-0.03743315508021393
1,40,101.0,200,-0.09982174688057044
1,41,98.0,205,-0.12655971479500894
1,42,100.0,210,-0.10873440285204994
1,43,98.0,215,-0.12655971479500894
1,44,101.0,220,-0.09982174688057044
1,45,100.0,225,-0.10873440285204994
1,46,101.0,230,-0.09982174688057044
1,47,97.0,235,-0.13547237076648844
1,48,97.0,240,-0.13547237076648844
1,49,99.0,245,-0.11764705882352944
1,50,95.0,250,-0.15329768270944744
1,51,96.0,255,-0.14438502673796794
1,52,95.0,260,-0.15329768270944744
1,53,96.0,265,-0.14438502673796794
1,54,95.0,270,-0.15329768270944744
1,55,95.0,275,-0.15329768270944744
1,56,104.0,280,-0.07308377896613193
1,57,98.0,285,-0.12655971479500894
1,58,103.0,290,-0.08199643493761143
1,59,104.0,295,-0.07308377896613193
1,60,108.0,300,-0.03743315508021393
1,61,109.0,305,-0.02852049910873443
1,62,113.0,310,0.007130124777183575
1,63,113.0,315,0.007130124777183575
1,64,112.0,320,-0.0017825311942959254
1,65,115.0,325,0.024955436720142575
1,66,116.0,330,0.033868092691622075
1,67,114.0,335,0.016042780748663076
1,68,113.0,340,0.007130124777183575
1,69,114.0,345,0.016042780748663076
1,70,114.0,350,0.016042780748663076
1,71,117.0,355,0.04278074866310158
1,72,112.0,360,-0.0017825311942959254
1,73,115.0,365,0.024955436720142575
1,74,111.0,370,-0.010695187165775426
1,75,110.0,375,-0.019607843137254926
1,76,111.0,380,-0.010695187165775426
1,77,113.0,385,0.007130124777183575
1,78,112.0,390,-0.0017825311942959254
1,79,110.0,395,-0.019607843137254926
1,80,109.0,400,-0.02852049910873443
2,0,84.0,0,-0.018691588785046665
2,1,83.0,5,-0.03037383177570087
2,2,82.0,10,-0.042056074766355075
2,3,83.0,15,-0.03037383177570087
2,4,82.0,20,-0.042056074766355075
2,5,84.0,25,-0.018691588785046665
2,6,83.0,30,-0.03037383177570087
2,7,85.0,35,-0.007009345794392457
2,8,83.0,40,-0.03037383177570087
2,9,82.0,45,-0.042056074766355075
2,10,82.0,50,-0.042056074766355075
2,11,82.0,55,-0.042056074766355075
2,12,84.0,60,-0.018691588785046665
2,13,80.0,65,-0.06542056074766349
2,14,85.0,70,-0.007009345794392457
2,15,80.0,75,-0.06542056074766349
2,16,84.0,80,-0.018691588785046665
2,17,83.0,85,-0.03037383177570087
2,18,83.0,90,-0.03037383177570087
2,19,88.0,95,0.028037383177570162
2,20,83.0,100,-0.03037383177570087
2,21,85.0,105,-0.007009345794392457
2,22,84.0,110,-0.018691588785046665
2,23,88.0,115,0.028037383177570162
2,24,85.0,120,-0.007009345794392457
2,25,85.0,125,-0.007009345794392457
2,26,85.0,130,-0.007009345794392457
2,27,84.0,135,-0.018691588785046665
2,28,86.0,140,0.004672897196261749
2,29,84.0,145,-0.018691588785046665
2,30,86.0,150,0.004672897196261749
2,31,87.0,155,0.016355140186915956
2,32,88.0,160,0.028037383177570162
2,33,87.0,165,0.016355140186915956
2,34,84.0,170,-0.018691588785046665
2,35,85.0,175,-0.007009345794392457
2,36,84.0,180,-0.018691588785046665
2,37,85.0,185,-0.007009345794392457
2,38,83.0,190,-0.03037383177570087
2,39,82.0,195,-0.042056074766355075
2,40,75.0,200,-0.12383177570093452
2,41,74.0,205,-0.13551401869158872
2,42,74.0,210,-0.13551401869158872
2,43,73.0,215,-0.14719626168224292
2,44,72.0,220,-0.15887850467289713
2,45,72.0,225,-0.15887850467289713
2,46,70.0,230,-0.18224299065420554
2,47,75.0,235,-0.12383177570093452
2,48,72.0,240,-0.15887850467289713
2,49,71.0,245,-0.17056074766355134
2,50,71.0,250,-0.17056074766355134
2,51,73.0,255,-0.14719626168224292
2,52,73.0,260,-0.14719626168224292
2,53,72.0,265,-0.15887850467289713
2,54,75.0,270,-0.12383177570093452
2,55,80.0,275,-0.06542056074766349
2,56,78.0,280,-0.0887850467289719
2,57,80.0,285,-0.06542056074766349
2,58,81.0,290,-0.05373831775700928
2,59,82.0,295,-0.042056074766355075
2,60,86.0,300,0.004672897196261749
2,61,87.0,305,0.016355140186915956
2,62,87.0,310,0.016355140186915956
2,63,88.0,315,0.028037383177570162
2,64,85.0,320,-0.007009345794392457
2,65,88.0,325,0.028037383177570162
2,66,87.0,330,0.016355140186915956
2,67,86.0,335,0.004672897196261749
2,68,87.0,340,0.016355140186915956
2,69,86.0,345,0.004672897196261749
2,70,87.0,350,0.016355140186915956
2,71,87.0,355,0.016355140186915956
2,72,85.0,360,-0.007009345794392457
2,73,84.0,365,-0.018691588785046665
2,74,82.0,370,-0.042056074766355075
2,75,83.0,375,-0.03037383177570087
2,76,81.0,380,-0.05373831775700928
2,77,82.0,385,-0.042056074766355075
2,78,82.0,390,-0.042056074766355075
2,79,83.0,395,-0.03037383177570087
2,80,82.0,400,-0.042056074766355075
3,0,107.0,0,0.014218009478672985
3,1,108.0,5,0.023696682464454975
3,2,106.0,10,0.004739336492890996
3,3,108.0,15,0.023696682464454975
3,4,106.0,20,0.004739336492890996
3,5,99.0,25,-0.061611374407582936
3,6,106.0,30,0.004739336492890996
3,7,101.0,35,-0.04265402843601896
3,8,101.0,40,-0.04265402843601896
3,9,99.0,45,-0.061611374407582936
3,10,99.0,50,-0.061611374407582936
3,11,98.0,55,-0.07109004739336493
3,12,102.0,60,-0.03317535545023697
3,13,104.0,65,-0.014218009478672985
3,14,100.0,70,-0.052132701421800945
3,15,102.0,75,-0.03317535545023697
3,16,103.0,80,-0.023696682464454975
3,17,104.0,85,-0.014218009478672985
3,18,104.0,90,-0.014218009478672985
3,19,102.0,95,-0.03317535545023697
3,20,103.0,100,-0.023696682464454975
3,21,104.0,105,-0.014218009478672985
3,22,102.0,110,-0.03317535545023697
3,23,106.0,115,0.004739336492890996
3,24,105.0,120,-0.004739336492890996
3,25,103.0,125,-0.023696682464454975
3,26,106.0,130,0.004739336492890996
3,27,105.0,135,-0.004739336492890996
3,28,105.0,140,-0.004739336492890996
3,29,104.0,145,-0.014218009478672985
3,30,106.0,150,0.004739336492890996
3,31,106.0,155,0.004739336492890996
3,32,107.0,160,0.014218009478672985
3,33,107.0,165,0.014218009478672985
3,34,106.0,170,0.004739336492890996
