track_id,frame,area
1,0,147.0
1,1,151.0
1,2,146.0
1,3,145.0
1,4,146.0
1,5,144.0
1,6,143.0
1,7,146.0
1,8,143.0
1,9,144.0
1,10,136.0
1,11,146.0
1,12,146.0
1,13,146.0
1,14,148.0
1,15,148.0
1,16,143.0
1,17,143.0
1,18,146.0
1,19,145.0
1,20,142.0
1,21,148.0
1,22,144.0
1,23,142.0
1,24,141.0
1,25,147.0
1,26,144.0
1,27,148.0
1,28,145.0
1,29,150.0
1,30,145.0
1,31,146.0
1,32,145.0
1,33,139.0
1,34,146.0
1,35,142.0
1,36,144.0
1,37,147.0
1,38,145.0
1,39,147.0
1,40,142.0
1,41,141.0
1,42,142.0
1,43,143.0
1,44,146.0
1,45,142.0
1,46,143.0
1,47,148.0
1,48,146.0
1,49,141.0
1,50,142.0
1,51,146.0
1,52,148.0
1,53,145.0
1,54,144.0
1,55,142.0
1,56,143.0
1,57,147.0
1,58,141.0
1,59,147.0
1,60,145.0
1,61,146.0
1,62,147.0
1,63,149.0
1,64,145.0
1,65,146.0
1,66,149.0
1,67,145.0
1,68,145.0
1,69,150.0
1,70,141.0
1,71,148.0
1,72,142.0
1,73,141.0
1,74,139.0
1,75,144.0
1,76,145.0
1,77,141.0
1,78,145.0
1,79,143.0
1,80,146.0
2,0,81.0
2,1,81.0
2,2,82.0
2,3,81.0
2,4,83.0
2,5,82.0
2,6,82.0
2,7,80.0
2,8,77.0
2,9,82.0
2,10,81.0
2,11,81.0
2,12,83.0
2,13,79.0
2,14,81.0
2,15,78.0
2,16,81.0
2,17,78.0
2,18,78.0
2,19,79.0
2,20,75.0
2,21,77.0
2,22,76.0
2,23,76.0
2,24,82.0
2,25,83.0
2,26,80.0
2,27,82.0
2,28,84.0
2,29,78.0
2,30,81.0
2,31,82.0
2,32,82.0
2,33,82.0
2,34,80.0
2,35,82.0
2,36,79.0
2,37,78.0
2,38,80.0
2,39,81.0
2,40,79.0
2,41,78.0
2,42,79.0
2,43,81.0
2,44,80.0
2,45,77.0
2,46,78.0
2,47,76.0
2,48,74.0
2,49,74.0
2,50,78.0
2,51,75.0
2,52,75.0
2,53,76.0
2,54,77.0
2,55,78.0
2,56,80.0
2,57,79.0
2,58,80.0
2,59,81.0
2,60,83.0
2,61,80.0
2,62,81.0
2,63,81.0
2,64,83.0
2,65,82.0
2,66,80.0
2,67,82.0
2,68,80.0
2,69,80.0
2,70,81.0
2,71,80.0
2,72,80.0
2,73,77.0
2,74,79.0
2,75,76.0
2,76,79.0
2,77,81.0
2,78,79.0
2,79,77.0
2,80,76.0
3,0,149.0
3,1,152.0
3,2,153.0
3,3,151.0
3,4,152.0
3,5,150.0
3,6,153.0
3,7,151.0
3,8,152.0
3,9,155.0
3,10,153.0
3,11,153.0
3,12,154.0
3,13,151.0
3,14,149.0
3,15,147.0
3,16,150.0
3,17,145.0
3,18,149.0
3,19,146.0
3,20,150.0
3,21,153.0
3,22,153.0
3,23,152.0
3,24,151.0
3,25,154.0
3,26,154.0
3,27,154.0
3,28,148.0
3,29,152.0
3,30,150.0
3,31,150.0
3,32,153.0
3,33,149.0
3,34,150.0
3,35,150.0
3,36,149.0
3,37,152.0
3,38,151.0
3,39,153.0
3,40,151.0
3,41,148.0
3,42,148.0
3,43,146.0
3,44,147.0
3,45,147.0
3,46,151.0
3,47,144.0
3,48,150.0
3,49,151.0
3,50,151.0
3,51,152.0
3,52,151.0
3,53,154.0
3,54,154.0
3,55,150.0
3,56,154.0
3,57,149.0
3,58,150.0
3,59,153.0
3,60,148.0
3,61,150.0
3,62,151.0
3,63,149.0
3,64,149.0
3,65,151.0
3,66,146.0
3,67,147.0
3,68,148.0
3,69,147.0
3,70,149.0
3,71,149.0
3,72,149.0
3,73,147.0
3,74,147.0
3,75,149.0
3,76,145.0
3,77,148.0
3,78,150.0
3,79,149.0
3,80,152.0
4,0,89.0
4,1,89.0
4,2,88.0
4,3,91.0
4,4,90.0
4,5,89.0
4,6,90.0
4,7,89.0
4,8,90.0
4,9,91.0
4,10,91.0
4,11,93.0
4,12,91.0
4,13,95.0
4,14,95.0
4,15,93.0
4,16,95.0
4,17,91.0
4,18,91.0
4,19,93.0
4,20,90.0
4,21,93.0
4,22,93.0
4,23,92.0
4,24,88.0
4,25,89.0
4,26,90.0
4,27,88.0
4,28,88.0
4,29,89.0
4,30,89.0
4,31,92.0
4,32,91.0
4,33,90.0
4,34,91.0
4,35,90.0
4,36,90.0
4,37,91.0
4,38,90.0
4,39,91.0
4,40,91.0
4,41,91.0
4,42,90.0
4,43,90.0
4,44,88.0
4,45,89.0
4,46,90.0
4,47,88.0
4,48,90.0
4,49,90.0
4,50,92.0
4,51,90.0
4,52,90.0
4,53,89.0
4,54,92.0
4,55,89.0
4,56,88.0
4,57,87.0
4,58,88.0
4,59,87.0
4,60,89.0
4,61,87.0
4,62,87.0
4,63,87.0
4,64,90.0
4,65,87.0
4,66,89.0
4,67,89.0
4,68,89.0
4,69,89.0
4,70,91.0
4,71,88.0
4,72,89.0
4,73,90.0
4,74,91.0
4,75,90.0
4,76,92.0
4,77,91.0
4,78,90.0
4,79,92.0
4,80,89.0
5,0,110.0
5,1,108.0
5,2,106.0
5,3,111.0
5,4,110.0
5,5,110.0
5,6,108.0
5,7,108.0
5,8,107.0
5,9,108.0
5,10,107.0
