frame,ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10
0,100,86,106,69,131,83,95,75,90,99
1,100,86,105,67,132,83,96,81,92,99
2,101,83,105,65,131,81,94,79,91,102
3,98,86,104,66,132,82,96,78,89,102
4,102,85,105,66,131,82,94,79,91,100
5,103,85,103,68,132,82,96,79,92,102
6,103,84,104,66,134,82,95,80,90,102
7,104,88,104,64,133,81,94,80,88,101
8,103,87,103,65,133,81,93,78,88,99
9,104,88,101,67,135,83,89,81,86,102
10,107,89,103,66,137,79,93,78,88,100
11,106,89,102,66,134,80,96,78,90,100
12,103,88,102,68,135,80,94,79,89,100
13,105,88,101,71,134,80,93,80,87,102
14,105,87,102,70,136,81,87,79,92,101
15,103,87,103,68,138,79,92,79,90,100
16,103,85,100,69,137,79,96,80,87,102
17,101,87,103,67,136,79,94,79,89,101
18,102,88,106,69,136,77,92,79,86,101
19,101,87,101,67,139,76,93,80,86,103
20,102,86,104,66,134,77,94,79,88,101
21,96,84,102,69,134,76,95,78,90,103
22,101,85,102,66,135,77,97,78,88,102
23,100,84,106,65,135,77,95,77,89,101
24,101,86,102,67,136,77,96,79,88,102
25,101,87,104,68,136,83,95,77,93,102
26,97,85,101,70,133,81,98,77,87,102
27,93,87,104,67,136,82,91,77,88,102
28,99,89,105,68,138,81,95,74,90,101
29,96,85,103,70,138,78,95,76,91,101
30,97,87,102,66,130,80,95,74,91,101
31,92,87,101,63,136,81,94,79,88,101
32,96,85,103,66,133,82,96,81,89,100
33,100,83,103,65,133,82,93,78,91,100
34,96,84,106,65,136,80,93,81,92,99
35,98,84,105,64,138,83,95,76,92,97
36,97,83,103,68,134,81,93,80,89,98
37,101,84,104,65,133,80,96,78,89,98
38,105,85,103,69,133,81,91,76,92,98
39,98,78,99,63,125,74,90,78,86,95
40,92,77,90,59,111,73,86,72,87,89
41,85,72,90,55,107,69,84,67,85,89
42,87,73,90,56,112,67,82,64,84,87
43,89,72,88,54,114,69,81,66,83,89
44,87,71,86,57,112,68,83,65,81,89
45,86,72,88,55,111,68,84,67,80,87
46,88,72,85,54,110,67,82,67,79,87
47,92,72,87,56,107,69,81,66,80,86
48,91,71,86,56,104,67,84,69,77,84
49,91,75,88,59,101,67,84,69,79,84
50,88,71,86,55,106,67,81,67,80,82
51,89,72,87,58,106,68,81,65,74,82
52,87,71,88,56,105,65,83,66,79,84
53,90,71,89,54,110,68,83,68,78,84
54,91,72,88,58,111,68,81,69,79,86
55,94,77,91,58,115,72,85,69,79,88
56,93,84,93,58,120,72,84,72,81,88
57,97,84,92,63,120,73,90,73,85,91
58,97,83,98,61,122,75,88,74,85,93
59,98,83,97,62,126,76,90,75,86,95
60,99,84,101,62,124,78,90,75,88,100
61,103,86,105,63,125,80,92,76,91,100
62,102,86,108,67,130,77,93,75,91,102
63,102,87,105,68,128,82,97,76,91,103
64,101,85,107,66,127,82,94,76,88,103
65,103,86,104,65,129,78,92,77,90,103
66,102,86,105,68,128,80,92,79,86,103
67,108,87,108,68,126,81,96,78,90,101
68,102,85,106,70,131,82,96,75,89,103
69,105,86,105,67,131,80,96,79,91,101
70,106,87,104,66,129,81,96,76,89,102
71,106,86,106,63,128,81,96,78,89,102
72,103,85,104,68,131,80,95,77,89,99
73,102,88,106,68,133,82,95,80,89,101
74,103,86,106,67,132,82,93,77,87,99
75,105,84,104,68,133,84,94,77,87,97
76,106,88,109,67,132,83,96,76,83,101
77,104,87,106,65,134,82,96,75,87,99
78,101,90,105,65,136,82,99,77,89,99
79,103,85,106,67,140,84,95,77,86,100
80,101,87,107,65,143,82,95,77,85,100
