frame,ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10,ROI_11,ROI_12,ROI_13,ROI_14,ROI_15
0,38668.95918367347,40101.99180327869,39046.39175257732,39144.607407407406,,38446.931297709925,38369.90697674418,39646.67021276596,41145.94814814815,41561.7950310559,40674.17171717172,39906.925531914894,41526.68253968254,40676.33870967742,37891.73863636364
1,,40181.17886178862,39101.95360824742,39166.27611940299,,38444.492424242424,38319.144,39744.88421052632,41194.74074074074,41726.96153846154,40573.09,39868.520833333336,41540.576,40703.02419354839,38090.892857142855
2,38700.656565656565,40202.33606557377,39115.75257731959,39175.31343283582,,38472.81343283582,38340.28346456693,39685.31914893617,41246.90510948905,41772.083333333336,40616.86734693877,39907.18085106383,41557.4765625,40798.1129032258,37952.18823529412
3,38628.11111111111,40246.21951219512,39138.854166666664,39250.20895522388,,38520.33076923077,38342.637795275594,39631.59405940594,41277.42647058824,41803.16774193548,40673.47959183674,39959.56842105263,41584.21374045801,40797.76859504132,37935.97777777778
4,38739.416666666664,40171.346774193546,39149.67525773196,39305.94160583941,,38558.396946564884,38411.43650793651,39764.4081632653,41254.55147058824,41782.8064516129,40662.49494949495,40000.29347826087,41520.59848484849,40763.68292682927,37982.988764044945
5,38758.892857142855,40175.46341463415,39174.79581151832,39301.553846153845,,38505.99248120301,38395.6796875,39624.35294117647,41213.742647058825,41735.19496855346,40675.72448979592,39888.163265306124,41611.229007633585,40602.328,37983.6404494382
6,38715.84771573604,40219.57142857143,39174.31578947369,39325.725190839694,,38597.557251908394,38374.846153846156,39756.67010309279,41313.15671641791,41747.27848101266,40597.85567010309,40006.583333333336,41525.76515151515,40851.723577235774,37994.550561797754
7,38787.68041237113,40266.983050847455,39133.17525773196,39271.83458646617,39107.969849246234,38541.46511627907,38320.51908396946,39875.11111111111,41309.76296296297,41734.6835443038,40742.17894736842,40031.10526315789,41513.61363636364,40781.63114754098,38104.793103448275
8,38769.17098445596,40203.67479674797,39157.1875,39427.01515151515,,38538.29230769231,38376.90625,39721.52,41249.02189781022,41749.75625,40787.53125,39980.458333333336,41574.4,40814.75409836065,38017.43023255814
9,38882.60526315789,40150.95867768595,39189.77202072539,39445.045801526714,39129.30150753769,38570.10526315789,38375.28125,39749.8,41303.19259259259,41820.61783439491,40833.39175257732,40046.230769230766,41654.6106870229,40773.37096774193,38017.17204301075
10,38873.52577319588,40197.89256198347,39209.328125,39429.09090909091,,38591.067164179105,38408.124031007756,39648.89108910891,41297.70895522388,41690.03184713376,40704.37755102041,40033.61052631579,41609.32307692308,40739.37398373984,38158.193181818184
11,38838.49230769231,40337.12605042017,39232.62051282051,39232.882352941175,39099.91414141414,38566.37209302326,38400.03846153846,39761.25742574257,41253.82608695652,41784.943396226416,40750.36363636364,40018.82105263158,41585.77272727273,40819.7868852459,38044.10989010989
12,38848.718592964826,40142.760330578516,39262.015789473684,39332.16541353383,39173.84848484849,38582.725190839694,38430.635658914725,39759.51,41411.794117647056,41825.86538461538,40780.989795918365,40030.22680412371,41463.083969465646,40886.07258064516,38054.91208791209
13,38870.95336787565,40226.352459016394,39273.58031088083,39306.977611940296,,38664.92424242424,38432.95161290323,39763.882352941175,41364.68656716418,41830.2229299363,40857.92857142857,40033.084210526315,41644.32061068702,40700.38524590164,38245.58620689655
14,38851.93846153846,40301.87704918033,39303.01570680628,39280.61481481481,39063.225,38595.15555555555,38411.84920634921,39771.21,41400.55319148936,41900.305194805194,40745.42857142857,39985.95789473684,41696.38461538462,40783.79674796748,38105.33707865168
15,38860.22680412371,40317.26724137931,39309.145833333336,39391.099236641225,,38631.015384615384,38395.88888888889,39854.704081632655,41421.525925925926,41878.26708074534,40875.13861386139,40138.18556701031,41567.44696969697,40846.62601626016,38245.31460674157
16,38903.40932642487,40284.708333333336,39260.869791666664,39395.19259259259,,38609.64122137405,38474.8671875,39819.88,41439.53787878788,41868.94936708861,40772.208333333336,40131.04347826087,41621.818181818184,40848.32258064516,38078.51063829787
17,38891.92670157068,40229.074380165286,39251.403141361254,39357.94776119403,,38627.09375,38366.79389312977,39709.276190476194,41339.73134328358,41841.61783439491,40840.885416666664,40004.642105263156,41630.931818181816,40838.67226890756,38171.93103448276
18,38882.68393782384,40255.51239669421,39252.32105263158,39306.22388059701,,38538.496240601504,38401.944444444445,39850.813725490196,41333.691729323305,41785.45569620253,40749.183673469386,40068.94623655914,41591.24615384615,40779.22580645161,38311.5632183908
19,38892.14070351759,40311.09243697479,39223.835106382976,39330.469696969696,,38580.36641221374,38437.88,39845.32323232323,41448.39705882353,41843.903846153844,40800.683168316835,40052.215053763444,41618.98473282443,40917.842975206615,38035.68085106383
20,38858.32323232323,40322.347107438014,39237.958333333336,39360.798507462685,39266.875,38645.35433070866,38466.80620155039,39851.86734693877,41283.229007633585,41831.85897435898,40790.26315789474,40091.336734693876,41630.69696969697,40900.25203252032,38129.1797752809
21,38813.05670103093,40367.21008403361,39259.54922279793,39417.38636363636,39250.295,38711.06976744186,38468.45801526718,39836.039603960395,41470.587786259544,41893.012903225805,40921.489583333336,40096.967741935485,41600.14615384615,40873.83739837398,38298.83529411765
22,38916.13265306123,40349.55737704918,39199.072916666664,39373.48148148148,,38657.96183206107,38534.468253968254,39842.44117647059,41441.2700729927,41834.71337579618,40889.52577319588,40081.6,41597.17557251908,40880.16129032258,37998.666666666664
23,38834.63636363636,40335.554621848736,39362.848958333336,39337.06976744186,,38589.376923076925,38481.87804878049,39841.36893203884,41363.205882352944,41856.21656050955,40802.142857142855,40053.108695652176,41695.80916030534,40819.19008264463,38125.1978021978
24,38884.18556701031,40359.22222222222,39273.171875,39368.628787878784,,38663.20930232558,38419.2578125,39796.78431372549,41426.21481481481,41851.76774193548,40815.092783505155,40138.65306122449,41697.294117647056,40858.39837398374,38155.56043956044
25,38987.8717948718,40274.93388429752,39373.213541666664,39361.46268656717,,38648.338345864664,38525.40650406504,39713.82352941176,41321.80597014925,41885.06329113924,40778.20202020202,40109.927083333336,41586.82442748092,40859.20161290323,38224.976744186046
26,38880.14,40270.941666666666,39252.084656084655,39438.79230769231,,38680.9,38406.27777777778,39753.57692307692,41340.068702290075,41809.16455696202,40763.71428571428,40137.82978723404,41603.42537313433,40878.35772357724,38064.05434782609
27,38913.40404040404,40242.058333333334,39334.015625,39306.015037593985,,38586.03125,38514.02419354839,39774.16831683168,41376.580882352944,41863.29299363057,40838.197916666664,40106.18947368421,41617.59689922481,40860.3629032258,38225.795454545456
28,38984.94708994709,40246.669421487604,39234.46596858639,39332.580152671755,39148.11,38546.76515151515,38392.54330708661,39857.039603960395,41317.029197080294,41942.76774193548,40810.63917525773,40150.385416666664,41616.34090909091,40832.483606557376,37932.74193548387
29,,40231.516393442624,39281.770833333336,39350.68421052631,39177.16,38552.822222222225,38545.008,39808.59,41380.23188405797,41763.07006369427,40676.0824742268,40071.95698924731,41568.68702290076,40831.50406504065,38033.06741573034
30,38856.306532663315,40266.03333333333,39212.71808510638,39485.217054263565,39192.69,38633.545454545456,38372.086614173226,39763.99,41432.76811594203,41830.00636942675,40773.0625,40099.742268041235,41558.17557251908,40902.85365853659,38131.573033707864
31,,40261.79338842975,39248.557291666664,39271.68382352941,39207.211055276384,38591.410852713176,38331.457364341084,39609.77,41354.782608695656,41807.48427672956,40860.55670103093,40054.758241758245,41690.015384615384,40807.62601626016,37987.989130434784
32,38772.07731958763,40292.669421487604,39243.79792746114,39456.954198473286,,38591.84090909091,38418.19696969697,39803.17821782178,41458.298507462685,41878.13375796178,40787.142857142855,40159.71717171717,41598.545454545456,40844.475409836065,38327.97619047619
33,,40293.55,39203.234375,39383.33823529412,39184.306532663315,38597.378787878784,38468.82677165354,39774.18811881188,41461.132352941175,41833.17307692308,40821.208333333336,40120.257731958765,41559.19696969697,40842.624,37989.73333333333
34,38917.386597938144,40241.09756097561,39247.243523316065,39264.330882352944,,38507.81060606061,38504.706349206346,39725.13725490196,41332.619402985074,41832.92546583851,40845.257731958765,40052.322916666664,41535.32307692308,40799.811475409835,38251.31034482759
35,,40448.50427350427,39375.120418848164,39537.045801526714,,38818.80916030534,38648.28,40020.28282828283,41611.075187969924,42070.77358490566,41067.13684210526,40233.21875,41803.23880597015,41009.422764227646,38281.33707865168
36,40056.69696969697,41532.23728813559,,40608.181818181816,,39716.887218045114,39530.0569105691,40940.27272727273,42622.44285714286,43021.40127388535,42076.13265306123,41458.52173913043,42849.57575757576,42014.56349206349,39207.74725274725
37,41864.61616161616,43211.52892561984,42140.902564102566,42114.81060606061,42075.175,41381.681818181816,41234.52755905512,42930.244897959186,44476.87022900763,44869.64331210191,43899.58163265306,43019.177083333336,44778.888059701494,43920.03333333333,40774.80434782609
