track_id,frame,fluorescence
1,0,1.1553132569055682
1,1,
1,2,1.154331533106777
1,3,1.1526546193344531
1,4,1.15482049534059
1,5,1.1555410833352655
1,6,1.152908946426968
1,7,1.1545522797478984
1,8,1.1541253836736676
1,9,1.1573268792555722
1,10,1.1563457689752166
1,11,1.1557303101279106
1,12,1.1554835831446175
1,13,1.1553861282779616
1,14,1.1555125467028036
1,15,1.1546929157938002
1,16,1.157101004735544
1,17,1.1562176098564292
1,18,1.1554499088987127
1,19,1.1555585735212155
1,20,1.1541771020650342
1,21,1.1533665791173713
1,22,1.1556540954883499
1,23,1.1544232808240056
1,24,1.156229184484251
1,25,1.1584404634433678
1,26,1.1558985357934932
1,27,1.1565260672203819
1,28,1.15879515801144
1,29,
1,30,1.1566271514514888
1,31,
1,32,1.1534476829890843
1,33,
1,34,1.158916279172293
1,35,
1,36,1.1495330900699305
1,37,1.1453396111691454
1,38,1.1397006271834698
1,39,1.1381396442132306
1,40,1.1373360196889994
1,41,
1,42,1.1364383366080502
1,43,1.1375182109588673
1,44,
1,45,
1,46,
1,47,
1,48,1.136061532978486
1,49,
1,50,
1,51,
1,52,
1,53,
1,54,
1,55,1.141664022287206
1,56,
1,57,
1,58,
1,59,
1,60,
1,61,
1,62,
1,63,
1,64,
1,65,
1,66,
1,67,
1,68,
1,69,
1,70,
1,71,
1,72,
1,73,
1,74,
1,75,
1,76,1.1552401456716337
1,77,
1,78,
1,79,1.1549978435830959
1,80,1.153679381722322
2,0,1.2363763014385383
2,1,1.2379186452642792
2,2,1.2373106175297486
2,3,1.238257416664741
2,4,1.2357719326800007
2,5,1.2359830853521427
2,6,1.2363443271928702
2,7,1.2378568225245754
2,8,1.2339549123527183
2,9,1.2330253936371625
2,10,1.2343029690936507
2,11,1.2382159552869814
2,12,1.2328609611016643
2,13,1.2348014007318042
2,14,1.2368779195714084
2,15,1.2367095901571976
2,16,1.2359084795338497
2,17,1.2344210427020776
2,18,1.2350694205409052
2,19,1.2365640459712894
2,20,1.2361329872758735
2,21,1.2379520977931102
2,22,1.2376444908613242
2,23,1.2373501105859528
2,24,1.238335793006263
2,25,1.2358607060724982
2,26,1.235448571281596
2,27,1.2350634443542354
2,28,1.2354275518638203
2,29,1.2349830516416227
2,30,1.2372053919672217
2,31,1.2371263083175028
2,32,1.2376224572948153
2,33,1.2383753810649178
2,34,1.2356936082675143
2,35,1.2340600424452741
2,36,1.2301572171056439
2,37,1.2208885750886869
2,38,1.210555854278454
2,39,1.2117803695980685
2,40,1.210752364003783
2,41,1.2084791251935882
2,42,1.2139953773305385
2,43,1.2120421143342675
2,44,1.2100767045312029
2,45,1.2109125798036176
2,46,1.212111666019823
2,47,1.2116208006989457
2,48,1.21222931280559
2,49,1.2086549114308347
2,50,1.2099056788877212
2,51,1.2075738290811775
2,52,1.2113719995573744
2,53,1.210738717503021
2,54,1.2108088886926844
2,55,1.217984391628333
2,56,1.2193192205069714
2,57,1.230193877409497
2,58,1.2298177537020156
2,59,1.2357964612934735
2,60,1.2336913399827962
2,61,1.2386949247043852
2,62,1.2387830262706785
2,63,1.2403608352532454
2,64,1.2368494656163618
2,65,1.2361825683409777
2,66,1.2372379907571285
2,67,1.2385047795030089
2,68,1.237391732557312
2,69,1.2391355375823523
2,70,1.2361085457531467
2,71,1.2351437909126228
2,72,1.2359352860557593
2,73,1.2380254044149896
2,74,1.2344796353346064
2,75,1.2328571733448532
2,76,1.2338316930172732
2,77,1.2358457365118056
2,78,1.2357585082256035
2,79,1.2345507958488957
2,80,1.2366704560618935
3,0,1.1879116104000509
3,1,1.1897131224394424
3,2,1.1884992838938622
3,3,1.1888006050992392
3,4,1.1885609376704047
3,5,1.1895845362231525
3,6,1.1889190681694248
3,7,1.1869865517590878
3,8,1.1861272449487839
3,9,1.1878567962538569
3,10,1.1882850616810994
3,11,1.1893539512064297
3,12,1.1891174028543385
3,13,1.1900595232074673
3,14,1.1903873369858875
3,15,1.1904961678699553
3,16,1.1887911964393891
3,17,1.1883924224649138
3,18,1.1877430503102648
3,19,1.1872929985723937
3,20,1.1859134537508225
3,21,1.1886437198107085
3,22,1.187306749007656
3,23,1.1921333869235564
3,24,1.1893974154753697
3,25,1.1916228358544667
3,26,1.1880166916605568
3,27,1.1907198561705246
3,28,1.1880558943374984
3,29,1.1896476100985276
3,30,1.1884461560346224
3,31,1.19047834312181
3,32,1.1893153798668556
3,33,1.1891536507088052
3,34,1.1900968185479033
3,35,1.1852794425551938
3,36,
3,37,1.173629362005348
3,38,1.1687612319863945
3,39,1.1667380428952823
3,40,1.1659257979848643
3,41,1.1678279486106835
3,42,1.1661274454364337
3,43,1.1662068277890252
3,44,1.165312616012938
3,45,1.166125655483279
3,46,1.1646412744982857
3,47,1.1659007187430166
3,48,1.1645276543514553
3,49,1.1662129441026226
3,50,1.1640996230099598
3,51,1.1667040474535102
3,52,1.1640718374265437
3,53,1.1660228292007113
3,54,1.1650345341381072
3,55,1.1716703936574338
3,56,1.1728878623993304
3,57,1.1806492931221446
3,58,1.1831673893863248
3,59,1.1868860284976583
3,60,1.1882788982456556
3,61,1.1899360022370558
3,62,1.1906909298456083
3,63,1.1915649643035704
3,64,1.1887827111222775
3,65,1.188773198902583
3,66,1.188021710841077
3,67,1.189894572078096
3,68,1.1908955901690255
3,69,1.190880592040796
3,70,1.1879369897447032
3,71,1.190718739896311
3,72,1.1890882588167786
3,73,1.1891096458423367
3,74,1.1886027088691926
3,75,1.18990461530157
3,76,1.189748058391324
3,77,1.1901974199163239
3,78,1.1899281483370963
3,79,1.188258514543307
3,80,1.1905226855171485
4,0,1.225852411906587
4,1,1.2263281045806202
4,2,1.2265778558982094
4,3,1.2272940532809655
4,4,1.2293134829739294
4,5,1.2284706739011686
4,6,1.2287861697402556
4,7,1.227482288933473
4,8,1.2296573112032387
4,9,1.2313903868698524
4,10,1.229064217081937
4,11,1.2245859659551808
4,12,1.226300433732222
4,13,1.2254816313597936
4,14,1.2242598068817903
4,15,1.2279262290722046
4,16,1.2274681454215743
4,17,1.2279866968824902
4,18,1.2244156915075863
4,19,1.2260038666327966
4,20,1.2257571049301461
4,21,1.2284036536829743
4,22,1.2277502397625186
4,23,1.2264895785885512
4,24,1.227412710053159
4,25,1.226473062417469
4,26,1.2297066688734155
4,27,1.2257375862474034
4,28,1.226880365245612
4,29,1.226981390030618
4,30,1.2329316252279479
4,31,1.2263270603948127
4,32,1.2315526499469167
4,33,1.2305883904937707
4,34,1.2267840027881434
4,35,1.2245497494100428
4,36,1.2187623412628839
4,37,1.2057709669832648
4,38,1.2029391309838129
4,39,1.1945292126331806
4,40,1.1962886548928364
4,41,1.1986848876958491
4,42,1.196734718200662
4,43,1.193664516383419
4,44,1.1932607061645883
4,45,1.1964997123900798
4,46,1.1949042245460815
4,47,1.1941826205174277
4,48,1.1980743256572504
4,49,1.1947203787042455
4,50,1.1926021534936102
4,51,1.1924373333957385
4,52,1.1936960088177389
4,53,1.1956764312036963
4,54,1.1960825820883536
4,55,1.2016494563248117
4,56,1.2091295686974923
4,57,1.215816718237366
4,58,1.2164953437586636
4,59,1.22457699686696
4,60,1.2279421344199932
4,61,1.2262270122048442
4,62,1.2292422891046637
4,63,1.2295901218147849
4,64,1.2287425660750155
4,65,1.2298265614778745
4,66,1.2278304901159873
4,67,1.2323996522117073
4,68,1.2263990755475727
