frame,ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10
0,1.1677747648252486,,1.157091290026407,1.1456253521676574,1.1796158932914795,1.154685094982465,1.1523595957693784,1.1751021677765774,1.1469609687189506,1.157283316184471
1,1.1680702285525637,,1.1596889716510703,1.1481164986549055,1.1782268175177617,1.151225476263486,1.1487555920388315,1.1776743272410066,1.1445252635284289,1.158247830900133
2,1.1702184800619622,,1.1554848228013843,1.1476273702002724,1.1771484535690901,1.156607075816815,1.1504781297701971,1.1745037748090335,1.1453828422887231,1.1559932286215202
3,1.1675631965818531,,1.1578202259944264,1.1445944230420688,1.1816322525699914,1.150517615417921,1.1513318579971232,1.1775627822906871,1.146105855636501,1.156676191030037
4,1.1670922208283587,,1.1562506752813968,1.1439630191719163,1.1802306907587135,1.1579144732068571,1.1525324407335533,1.177024720493941,1.1453686375050853,1.1596940594549756
5,1.1699310430074885,,1.1612734025210592,1.143321018446976,1.1824945321115374,1.1539842721983575,1.1484139497754982,1.1752345477050945,1.147457862571472,1.155974322881674
6,1.1686891670613389,,1.1564031466924378,1.14760534770581,1.1812487235104432,1.155776088405734,1.1517851434024384,1.1774124322793043,1.146844224376609,1.160040561009493
7,1.1697130623828014,,1.158780651758353,1.1475434696084916,1.1823890710950002,1.1560551635904015,1.1523090358686627,1.1806510882702557,1.1485235997466603,1.1558221693561461
8,1.1726707257093825,,1.1538237412839956,1.148298355667742,1.1795945596521582,1.1563575634127858,1.1510533226978676,1.1794000622718672,1.1405767534799602,1.1584229877247985
9,1.1731313976951034,,1.1596514981972512,1.1466210834679655,1.177238924720548,1.1542920009748905,1.154530252662664,1.1754096484089893,1.146468887541124,1.159660033206283
10,1.1707238411224974,,1.1579710788517115,1.1467185406897045,1.1800462430493206,1.155575561935661,1.1520821446725977,1.177205779630348,1.144092606397238,1.158428729855216
11,1.1729192441073697,,1.1577521463563203,1.1487546202787295,1.1834357880394826,1.158703408277189,1.1552405365013947,1.1756243287329722,1.147042837501097,1.1576164787559817
12,1.1729733281192463,,1.156598312933076,1.1498680211405508,1.183406608218595,1.1557964507383136,1.155388960399433,1.1803108041820838,1.1470026331849694,1.1570937920724094
13,1.1724496151137505,,1.1538600537256298,1.15189823387646,1.1813217886754392,1.1556504397524148,1.1561119663768678,1.1755787214632982,1.1448209496993806,1.1595117885194262
14,1.1722360857026606,,1.1549549148664526,1.1481590957155947,1.182241788589386,1.1560765964042328,1.1542501793256579,1.1764260863286378,1.1473242711692786,1.1567230263934407
15,1.1725552616271537,,1.1566527616998425,1.1495131761174235,1.182275771405405,1.1582466916970393,1.1534223595018003,1.177475374835323,1.1437213807395301,1.1600736254273194
16,1.174563175646572,,1.1571471516239271,1.149982272116409,1.1873101256676835,1.1567493605597543,1.1588061398708565,1.1778230486831403,1.1437787560954962,1.1618351943024054
17,1.1728641694624837,,1.1564172244245696,1.1504705298472102,1.1833569340038372,1.1542034549393183,1.1567365161909666,1.1789217875367868,1.1446551761493677,1.159393695693064
18,1.173337631235462,,1.1558704364060497,1.1511229352255203,1.1853064458878593,1.1546570078997562,1.1545310756521228,1.1793189257075842,1.1454907067416307,1.1613227097818053
19,1.1710579298058337,,1.1566343122213274,1.1462712031894293,1.1849570115974433,1.1547401907207024,1.1535152671870095,1.178716041383549,1.1481870898521123,1.1604864794491476
20,1.1749273825520288,,1.1550248314244458,1.149184753955114,1.187320466432891,1.1553886419365718,1.151326484083827,1.178625040106257,1.1476372985405052,1.1605387198635155
21,1.17372221136786,,1.1575535815203222,1.1478915787398465,1.183113537715682,1.154287062349132,1.1542027195399676,1.1788930295965179,1.1471374613338259,1.1596173636734408
22,1.1707817415188755,,1.1553942204491765,1.145273440807596,1.1839320354345235,1.1533801030395086,1.1505992169921544,1.1807155998058032,1.1485648157354398,1.1606502474709497
23,1.1695378710687427,,1.1555530223760664,1.1500812414977417,1.186361466955396,1.1509452542918055,1.1577196132139835,1.1801835816783064,1.147729871031221,1.1590939847749866
24,1.1754834302685109,,1.155438048129398,1.1475487311187609,1.186811820534725,1.1548991633856414,1.1515749828521809,1.1774196686343494,1.1463141881109824,1.1635285520229217
25,1.1723271793680388,,1.1576385626922092,1.1495503774388987,1.1858850784935375,1.153668221643827,1.1545065316390613,1.176908744658015,1.149497559702663,1.1591220681282177
26,1.1718467087922622,,1.1558758974582888,1.1502673096153158,1.188060015384009,1.1543532627867865,1.1522620363780376,1.1791069011028177,1.1466758511618702,1.158307602230272
27,1.1728114138554828,,1.156168513172901,1.1509854889641298,1.1880274440097958,1.1549859701932186,1.1527732905356847,1.1787330856441272,1.1462475758835897,1.1622714843057826
28,1.1771910382483382,,1.1530479646799014,1.151569847002706,1.1818225211756221,1.1551834903711733,1.1539315860947679,1.180060670886983,1.146427661608284,1.160557339247408
29,1.1714145658471884,,1.1572058850031735,1.1496653367125178,1.1846270451026357,1.1586285849281739,1.156694500387706,1.1793891834143369,1.1480325823421313,1.163342142015486
30,1.1751573346073774,,1.1585113023631015,1.1500479282752893,1.187680755073143,1.154947566307035,1.1526176473202459,1.1803941143131118,1.1442567486138915,1.161693934197629
31,1.179777165068154,,1.1567598149546947,1.1473494348593922,1.187554107563495,1.1551510747364047,1.1534280726824968,1.1812499069849303,1.1452575453561542,1.1613162956769716
32,1.1744946560123395,,1.1588428397329473,1.153964903061493,1.1880395125654084,1.1549495704187194,1.1523515353486558,1.177254365255821,1.149926806850847,1.162242181710471
33,1.1760981090932006,,1.157211250841691,1.1498394973164376,1.185079940832351,1.1561129657666953,1.153870478275702,1.1828590750682841,1.1495646112288163,1.1639630715174296
