frame,ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10,ROI_11,ROI_12,ROI_13,ROI_14,ROI_15
0,43139.17577876669,42466.26075533662,43502.46664698937,41100.092948717946,43209.3105882353,42441.51266020632,41822.28829353524,44360.83896872358,44102.710923779414,44052.04139981702,43590.995327102806,40518.17534360683,39362.15772594752,42473.934257425746,43113.720456649186
1,43183.84507491234,42528.476284584984,43555.387477849974,41141.7945254177,43261.44500978474,42475.21933667084,41889.385152838426,44455.257588532884,44158.70301542777,44079.1792,43677.378787878784,40542.30245118405,39401.37124526101,42519.22036595068,43158.060877626696
2,43159.69512583625,42519.46007229707,43536.23819362456,41125.29611130931,43263.878787878784,42476.915753210145,41876.399883415914,44424.998735777495,44134.690308988764,44066.12582932967,43642.01170960187,40553.633153302864,39391.838785046726,42525.65461049285,43141.234617775015
3,43164.65128857779,42524.85137795276,43526.99852420307,41114.2046345811,43227.49960815047,42480.57116046293,41868.44117647059,44421.3285472973,44153.57248157248,44049.2294669412,43659.606682297774,40567.78761429759,39385.486761710796,42530.567471309856,43121.06571605703
4,43211.230426479946,42545.26353790614,43571.08586603718,41163.04594017094,43272.058339859046,42504.82769423559,41903.08277664827,44445.80752961083,44186.546380885455,44100.868721461185,43692.76590776416,40586.723351306515,39456.137609329446,42545.16752679635,43186.03523956723
5,43190.974170918365,42539.79881656805,43567.57775154913,41129.984659293616,43278.726129666014,42485.58265497808,41891.909831297264,44456.01309674694,44156.67498243148,44106.102306462664,43662.17106033978,40560.910565723796,39438.6060694485,42543.82348274494,43154.561186650186
6,43170.33747609943,42537.20045931759,43521.46056129985,41144.93834640057,43285.02204724409,42477.991557223264,41882.220477021525,44393.35889830509,44145.81067790657,44068.97645714286,43654.177673874925,40556.51668056714,39410.08219178082,42554.42399049881,43140.00867410161
7,43149.58049091489,42477.71930400525,43505.77197640118,41099.75758657622,43215.445404556165,42412.75711159738,41812.42059336824,44360.90631623569,44116.99683655536,44022.12623138603,43612.14377556984,40523.82350498339,39383.63861386139,42499.356549267904,43084.02228412256
8,43091.886407147416,42446.61265988849,43497.92464539007,41078.02640970735,43192.86831761006,42363.69452269171,41786.39249345359,44367.354060913705,44081.75262789068,43979.6538373425,43570.42757009346,40520.015327257664,39361.72244897959,42477.160317460315,43055.66223321992
9,43128.76388002553,42473.58875739645,43494.16592985558,41115.42704245451,43213.51276010993,42380.93421052631,41801.1178353215,44361.74756871036,44102.04473960154,43993.467627545186,43600.95409645555,40524.324772162385,39386.68560606061,42465.18286394288,43086.54107473749
