frame,ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10,ROI_11,ROI_12,ROI_13,ROI_14,ROI_15
0,184.0,153.0,118.0,174.0,137.0,124.0,168.0,118.0,134.0,169.0,101.0,129.0,178.0,100.0,119.0
1,193.0,154.0,120.0,171.0,135.0,127.0,163.0,116.0,132.0,166.0,97.0,127.0,179.0,101.0,124.0
2,191.0,151.0,118.0,176.0,142.0,126.0,167.0,115.0,133.0,169.0,105.0,126.0,180.0,100.0,130.0
3,187.0,150.0,118.0,175.0,139.0,126.0,168.0,120.0,131.0,169.0,105.0,128.0,175.0,99.0,126.0
4,188.0,151.0,117.0,176.0,136.0,127.0,163.0,120.0,133.0,165.0,100.0,126.0,178.0,101.0,125.0
5,194.0,152.0,117.0,177.0,141.0,125.0,164.0,117.0,135.0,164.0,102.0,130.0,177.0,101.0,124.0
6,192.0,150.0,117.0,174.0,142.0,125.0,164.0,120.0,133.0,168.0,102.0,132.0,177.0,100.0,128.0
7,193.0,152.0,116.0,179.0,140.0,124.0,164.0,121.0,136.0,170.0,102.0,126.0,173.0,99.0,125.0
8,196.0,149.0,118.0,178.0,142.0,124.0,165.0,120.0,131.0,172.0,101.0,124.0,178.0,102.0,123.0
9,196.0,152.0,117.0,175.0,139.0,127.0,165.0,119.0,128.0,168.0,96.0,124.0,180.0,101.0,122.0
10,193.0,152.0,119.0,176.0,141.0,130.0,168.0,118.0,128.0,168.0,103.0,128.0,181.0,103.0,123.0
11,194.0,153.0,119.0,175.0,143.0,131.0,165.0,120.0,130.0,166.0,101.0,127.0,180.0,102.0,124.0
12,188.0,150.0,118.0,175.0,143.0,135.0,167.0,119.0,131.0,170.0,102.0,123.0,182.0,97.0,124.0
13,191.0,153.0,118.0,178.0,142.0,130.0,167.0,120.0,127.0,167.0,99.0,124.0,176.0,100.0,123.0
14,190.0,154.0,118.0,173.0,141.0,136.0,167.0,121.0,133.0,165.0,100.0,123.0,178.0,97.0,123.0
15,192.0,149.0,119.0,175.0,144.0,136.0,160.0,121.0,132.0,165.0,100.0,130.0,177.0,102.0,123.0
16,192.0,155.0,119.0,172.0,144.0,136.0,162.0,121.0,133.0,163.0,99.0,127.0,175.0,100.0,122.0
17,193.0,157.0,118.0,180.0,139.0,139.0,167.0,122.0,137.0,169.0,101.0,127.0,176.0,102.0,123.0
18,191.0,154.0,116.0,176.0,138.0,135.0,166.0,122.0,136.0,166.0,103.0,128.0,175.0,100.0,124.0
19,188.0,148.0,120.0,167.0,144.0,135.0,169.0,122.0,139.0,165.0,102.0,126.0,177.0,98.0,121.0
20,193.0,152.0,119.0,177.0,143.0,136.0,167.0,121.0,137.0,171.0,100.0,127.0,173.0,100.0,119.0
21,192.0,151.0,120.0,174.0,143.0,140.0,168.0,121.0,134.0,165.0,101.0,126.0,175.0,102.0,121.0
22,192.0,153.0,120.0,178.0,139.0,137.0,166.0,124.0,140.0,168.0,101.0,122.0,175.0,100.0,123.0
23,191.0,155.0,120.0,177.0,143.0,137.0,165.0,123.0,139.0,167.0,103.0,127.0,175.0,101.0,121.0
24,191.0,156.0,118.0,170.0,140.0,138.0,165.0,122.0,137.0,168.0,102.0,126.0,176.0,96.0,123.0
25,191.0,155.0,120.0,177.0,141.0,137.0,167.0,122.0,140.0,165.0,103.0,129.0,173.0,99.0,120.0
26,192.0,152.0,120.0,174.0,138.0,138.0,169.0,122.0,138.0,166.0,102.0,126.0,175.0,99.0,124.0
27,192.0,156.0,120.0,177.0,138.0,138.0,168.0,119.0,136.0,166.0,101.0,127.0,177.0,99.0,120.0
28,186.0,154.0,112.0,176.0,141.0,135.0,166.0,122.0,138.0,172.0,106.0,127.0,175.0,98.0,121.0
29,188.0,155.0,115.0,172.0,138.0,135.0,169.0,120.0,139.0,169.0,104.0,127.0,176.0,99.0,122.0
30,191.0,154.0,118.0,174.0,141.0,137.0,164.0,118.0,137.0,168.0,105.0,129.0,177.0,100.0,121.0
31,190.0,153.0,118.0,173.0,146.0,139.0,170.0,120.0,136.0,169.0,104.0,127.0,176.0,99.0,119.0
