frame,ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10
0,89.0,111.0,95.0,139.0,81.0,108.0,99.0,185.0,92.0,150.0
1,87.0,110.0,101.0,135.0,82.0,110.0,102.0,183.0,95.0,151.0
2,83.0,104.0,99.0,139.0,85.0,107.0,102.0,183.0,91.0,153.0
3,89.0,108.0,99.0,138.0,81.0,109.0,105.0,184.0,92.0,155.0
4,88.0,105.0,101.0,138.0,84.0,110.0,104.0,189.0,98.0,149.0
5,89.0,106.0,102.0,138.0,83.0,109.0,103.0,189.0,93.0,151.0
6,87.0,105.0,95.0,135.0,83.0,107.0,103.0,184.0,90.0,152.0
7,87.0,106.0,96.0,140.0,83.0,106.0,104.0,190.0,96.0,151.0
8,87.0,108.0,99.0,138.0,84.0,108.0,102.0,186.0,97.0,150.0
9,88.0,104.0,97.0,137.0,83.0,108.0,99.0,187.0,98.0,147.0
10,85.0,107.0,95.0,139.0,80.0,106.0,102.0,187.0,99.0,149.0
11,87.0,107.0,96.0,138.0,81.0,106.0,99.0,185.0,98.0,150.0
12,85.0,105.0,97.0,138.0,82.0,106.0,100.0,185.0,92.0,151.0
13,86.0,105.0,97.0,137.0,81.0,105.0,106.0,185.0,98.0,152.0
14,88.0,104.0,93.0,135.0,81.0,103.0,105.0,183.0,99.0,155.0
15,88.0,107.0,97.0,134.0,83.0,103.0,101.0,184.0,96.0,153.0
16,88.0,105.0,128.0,135.0,82.0,104.0,100.0,182.0,97.0,152.0
17,90.0,104.0,96.0,134.0,77.0,104.0,103.0,182.0,94.0,152.0
18,88.0,107.0,98.0,134.0,80.0,104.0,102.0,180.0,94.0,151.0
19,88.0,110.0,97.0,134.0,78.0,105.0,102.0,184.0,96.0,153.0
20,89.0,106.0,98.0,135.0,78.0,107.0,105.0,180.0,91.0,150.0
21,88.0,109.0,94.0,132.0,80.0,106.0,103.0,180.0,93.0,153.0
22,89.0,109.0,97.0,134.0,79.0,106.0,104.0,180.0,95.0,151.0
23,90.0,107.0,95.0,137.0,80.0,108.0,105.0,176.0,93.0,150.0
24,90.0,109.0,96.0,139.0,79.0,107.0,100.0,175.0,94.0,152.0
25,90.0,106.0,96.0,137.0,81.0,109.0,103.0,178.0,98.0,152.0
26,89.0,106.0,96.0,137.0,83.0,107.0,104.0,175.0,94.0,154.0
27,89.0,104.0,96.0,138.0,77.0,108.0,105.0,177.0,97.0,153.0
28,89.0,106.0,93.0,136.0,79.0,106.0,101.0,176.0,95.0,153.0
29,89.0,109.0,92.0,140.0,84.0,109.0,103.0,179.0,96.0,154.0
30,87.0,106.0,93.0,137.0,84.0,112.0,99.0,179.0,90.0,152.0
31,87.0,107.0,96.0,140.0,82.0,113.0,100.0,182.0,93.0,151.0
32,88.0,106.0,91.0,139.0,86.0,113.0,103.0,182.0,92.0,150.0
33,87.0,109.0,98.0,138.0,84.0,110.0,101.0,184.0,92.0,155.0
34,88.0,110.0,97.0,138.0,81.0,110.0,103.0,184.0,90.0,152.0
35,86.0,108.0,93.0,139.0,80.0,112.0,104.0,183.0,90.0,151.0
36,88.0,109.0,93.0,137.0,81.0,111.0,105.0,186.0,91.0,153.0
37,87.0,105.0,97.0,139.0,84.0,110.0,106.0,185.0,91.0,153.0
38,87.0,106.0,96.0,137.0,82.0,108.0,105.0,183.0,92.0,151.0
39,86.0,108.0,99.0,136.0,81.0,110.0,106.0,185.0,96.0,150.0
40,83.0,105.0,97.0,136.0,81.0,105.0,106.0,181.0,90.0,147.0
41,79.0,100.0,92.0,133.0,78.0,104.0,95.0,174.0,90.0,145.0
42,75.0,94.0,87.0,128.0,73.0,97.0,95.0,164.0,83.0,135.0
43,77.0,96.0,88.0,115.0,70.0,93.0,94.0,158.0,84.0,133.0
44,75.0,91.0,87.0,115.0,69.0,95.0,87.0,158.0,84.0,131.0
45,72.0,95.0,85.0,115.0,73.0,97.0,88.0,162.0,86.0,131.0
46,71.0,97.0,85.0,118.0,72.0,94.0,87.0,162.0,86.0,132.0
47,76.0,98.0,84.0,121.0,72.0,97.0,89.0,155.0,86.0,128.0
48,79.0,95.0,84.0,118.0,70.0,94.0,87.0,157.0,86.0,132.0
49,77.0,95.0,85.0,122.0,73.0,95.0,90.0,159.0,88.0,132.0
50,78.0,94.0,82.0,123.0,71.0,93.0,88.0,161.0,89.0,131.0
51,79.0,92.0,85.0,123.0,70.0,95.0,87.0,156.0,90.0,133.0
52,78.0,92.0,88.0,122.0,71.0,95.0,86.0,155.0,86.0,129.0
53,76.0,94.0,88.0,121.0,72.0,94.0,88.0,159.0,90.0,131.0
54,76.0,92.0,90.0,121.0,72.0,96.0,87.0,164.0,90.0,131.0
55,76.0,95.0,89.0,118.0,70.0,96.0,90.0,164.0,92.0,136.0
56,76.0,98.0,84.0,121.0,73.0,93.0,93.0,157.0,89.0,135.0
57,81.0,100.0,90.0,125.0,79.0,97.0,96.0,169.0,95.0,144.0
58,84.0,101.0,86.0,128.0,77.0,100.0,96.0,172.0,93.0,148.0
59,86.0,105.0,91.0,130.0,79.0,101.0,99.0,176.0,92.0,148.0
60,85.0,106.0,94.0,130.0,82.0,101.0,101.0,180.0,92.0,152.0
61,87.0,107.0,96.0,133.0,78.0,102.0,100.0,181.0,91.0,150.0
62,86.0,103.0,91.0,131.0,83.0,106.0,102.0,184.0,93.0,151.0
63,88.0,101.0,95.0,133.0,78.0,102.0,102.0,183.0,93.0,154.0
64,87.0,106.0,94.0,136.0,80.0,103.0,101.0,182.0,90.0,153.0
65,88.0,103.0,95.0,137.0,75.0,105.0,98.0,182.0,91.0,147.0
66,87.0,108.0,96.0,135.0,72.0,102.0,101.0,178.0,92.0,151.0
67,86.0,102.0,97.0,136.0,77.0,102.0,101.0,183.0,90.0,150.0
68,87.0,105.0,96.0,134.0,73.0,103.0,101.0,181.0,94.0,152.0
69,88.0,105.0,96.0,137.0,76.0,103.0,97.0,185.0,92.0,154.0
70,88.0,106.0,94.0,134.0,79.0,103.0,96.0,180.0,93.0,154.0
