frame,ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10
0,1.165952773712024,,1.1619061723537534,1.1759988813711524,1.1468612644890623,1.1650471567535463,1.1432875535950053,1.1688163884673748,1.1380473417336148,1.15737203575552
1,1.1633193938863122,,1.1609565573429512,1.1744226093280674,1.1509868916230999,1.1641756650555224,1.144162574164184,1.1688783545607146,1.1384664343373292,1.157438889894136
2,1.1629566078616744,,1.1577609695709221,1.1693774046189342,1.1513759501451084,1.161691689119894,1.1425843163582383,1.1661507850745192,1.1361387066164501,1.1549688189471288
3,1.1657068217682913,,1.159470697675531,1.1720682501043014,1.14855047142709,1.1619381877101191,1.146685533869218,1.166607979887054,1.1383187070382794,1.157772658608622
4,1.1623191952624512,,1.1586162959500186,1.1717493623662294,1.1498200856792165,1.1608954837498326,1.1428865739709346,1.1648759853869117,1.1336847449578222,1.158070574822865
5,1.16433360037994,,1.1615586837173977,1.1770705195181654,1.1495908928386012,1.1637928554352437,1.1471114741801052,1.1700526066788965,1.1382890949513056,1.160221349745752
6,1.1675849937083171,,1.1598568592217522,1.175848094008429,1.1461166341497908,1.164335351356726,1.146646189583404,1.170074983617422,1.1375067597291437,1.1576741850220724
7,1.168018045805214,,1.1626461267022887,1.1736153137861067,1.147713415565446,1.1603792503796881,1.1450344531655623,1.1663075182215767,1.1397718310791667,1.1567543987820357
8,1.1658690774130187,,1.1614839512644721,1.1777808977399187,1.1533251187287505,1.1636259430133813,1.1508821791893458,1.1690038188775973,1.1354746412077346,1.160516800203237
9,1.1662292926078457,,1.1598505780935315,1.1748079744457873,1.152811295213627,1.1652446930643798,1.1480397862556846,1.1713040072852126,1.1373577446272116,1.1596824569032256
10,1.1640985142801756,,1.1617982074911448,1.1755952883070053,1.1495796929526585,1.1637256653443735,1.149505026794601,1.1694016882558878,1.137530205177368,1.160698643021776
11,1.1642470333844919,,1.1606401091040126,1.1755030523299899,1.150811892913612,1.1642684426164398,1.1497707809842488,1.1701492527646329,1.134861037867393,1.156527944022923
12,1.166447873034006,,1.1586269102776625,1.1720909909832897,1.1476816575371407,1.164622118370897,1.1470285519581875,1.168155777807232,1.1358039884812878,1.1585314052311313
13,1.1685340956483146,,1.1612785968028363,1.1780854939868883,1.149067790510524,1.1649685092891948,1.1525789053176565,1.17044511201761,1.1378003379460981,1.1612280552815806
14,1.166022714048528,,1.1624145568420432,1.1748537381046336,1.1503134143228955,1.1631373974847357,1.151553366566505,1.1695099668862223,1.1351862766777936,1.1592089094721758
15,1.168286860118827,,1.1627942974738343,1.1723343229413496,1.1512761617730685,1.1642736463772232,1.15508562555947,1.1700352052149159,1.1400975693910669,1.159433268900586
16,1.1640917702941653,,1.1616416360602964,1.1766838501770045,1.147918550016346,1.165288878992677,1.1479931169431792,1.1687207766489238,1.1383039393041923,1.1602730424843444
17,1.1671655894262472,,1.1642029614043825,1.177261361908103,1.1474118562153102,1.1657818257007095,1.1527530063495437,1.171052045583841,1.1385741045606494,1.1637312798942885
18,1.1682779990651704,,1.1634323429671978,1.177611254969461,1.1487007998487448,1.1672766548340063,1.1532414110850855,1.168503291355428,1.1373538534199419,1.160390617885057
