frame,ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10
0,37220.561151079135,,37926.86524822695,36809.017857142855,40713.448,41338.18032786885,40211.84375,41080.0,39784.556521739134,40525.36641221374
1,37114.6,,37890.537414965984,36717.09565217391,40844.336134453784,41288.12096774193,40231.47872340425,41057.378151260506,39806.112068965514,40507.763358778626
2,37093.0780141844,,37782.958333333336,36583.12173913044,40876.558333333334,41195.403361344535,40174.642105263156,40933.67768595041,39708.59829059829,40432.87218045113
3,37176.27338129497,,37832.23776223776,36638.23931623931,40747.37301587302,41204.516393442624,40320.762886597935,40981.205128205125,39781.957627118645,40532.74436090225
4,37078.643835616436,,37835.218309859156,36663.433333333334,40826.784,41173.47967479675,40215.36734693877,40921.330434782605,39629.68695652174,40542.515625
5,37156.7323943662,,37917.22302158274,36815.15454545455,40805.21666666667,41328.05882352941,40345.463917525776,41125.254237288136,39805.504347826085,40654.71212121212
6,37259.82014388489,,37866.718309859156,36743.71666666667,40727.86178861788,41334.603305785124,40355.40625,41146.48333333333,39799.55172413793,40567.318181818184
7,37286.98561151079,,37987.19718309859,36745.956896551725,40733.136,41222.68907563025,40332.030927835054,41027.403361344535,39851.34482758621,40521.35114503817
8,37226.33571428571,,37964.23021582734,36842.779816513765,40975.474137931036,41314.43548387097,40532.11827956989,41118.89256198347,39739.543103448275,40680.106060606064
9,37254.34532374101,,37922.97857142857,36804.973913043475,40976.83739837398,41407.57983193277,40456.44329896907,41243.91452991453,39795.80508474576,40659.49618320611
10,37201.575539568345,,37972.791666666664,36808.19469026549,40840.70731707317,41356.833333333336,40523.86315789474,41174.444444444445,39857.84033613445,40712.80303030303
11,37211.32867132867,,37936.7676056338,36841.06034482759,40931.80701754386,41414.93103448276,40527.22680412371,41188.561983471074,39763.916666666664,40566.82352941176
12,37295.59154929577,,37914.125,36779.16239316239,40839.4435483871,41425.85,40463.642857142855,41135.815126050424,39809.84033613445,40654.79710144927
13,37389.605633802814,,38017.74637681159,36951.34821428572,40931.50406504065,41458.21008403361,40663.86021505376,41235.3,39893.957627118645,40758.21052631579
14,37346.626760563384,,38086.020833333336,36901.90677966102,41013.818181818184,41433.51219512195,40685.868686868685,41275.433333333334,39838.791666666664,40747.007352941175
15,37468.833333333336,,38136.53472222222,36868.28947368421,41060.801652892565,41500.38333333333,40819.18085106383,41306.42857142857,40057.916666666664,40788.20895522388
16,37384.87943262411,,38133.617021276594,37072.066666666666,40995.912,41576.596638655465,40610.979797979795,41307.21008403361,39955.96666666667,40824.375939849626
17,37468.234042553195,,38222.10526315789,37063.92741935484,40961.19491525424,41622.743589743586,40803.0,41380.73728813559,40018.20168067227,40976.59701492537
