track_id,frame,fluorescence
1,0,3850.868836306272
1,1,3985.9089575901708
1,2,3813.3268113465456
1,3,3884.258035359555
1,4,3865.615591397851
1,5,3893.99195730274
1,6,3830.637545835827
1,7,3863.038961038961
1,8,3784.3618126768342
1,9,3761.3710421668657
1,10,3857.477480945414
1,11,3810.4815583758245
1,12,3840.2506566175653
1,13,3861.651165570831
1,14,3864.7907788115263
1,15,3825.3908714883473
1,16,3860.915037994426
1,17,3835.018030605457
1,18,3849.939129946044
1,19,3813.291529111644
1,20,3795.091259416651
1,21,3865.713672811751
1,22,3787.2116021468537
1,23,3852.775087998936
1,24,3959.507080050247
1,25,4002.6126609022285
1,26,3805.1371028177455
1,27,3772.6363414817024
1,28,3758.4494609037174
1,29,3830.3255493026663
1,30,3748.658116653216
1,31,3805.503269916764
1,32,3811.3119991601634
1,33,3799.389592644682
1,34,3867.1633847995217
1,35,3863.13862370724
1,36,3947.5938765735227
1,37,4037.161853135458
1,38,3899.771845023981
1,39,3995.8473682710683
1,40,3899.1708046010535
1,41,3884.3959319456335
1,42,4125.7076600662
1,43,4059.0702812951495
1,44,3904.7831841333536
1,45,4043.3759657537776
1,46,3904.0871871275303
1,47,3954.5858378056037
1,48,4037.1632864364437
1,49,3938.173579915405
1,50,3891.5625828692646
1,51,3959.1198109598736
1,52,3990.995282923577
1,53,3995.27651012758
1,54,3980.0417582417576
1,55,3933.1850041618454
1,56,3870.478494623654
1,57,3905.026150121066
1,58,3853.5589988081047
1,59,3915.698993126887
1,60,3779.4644173602865
1,61,3854.9261620977377
1,62,3874.8587105419865
1,63,3841.769573404261
1,64,3961.5199167657556
1,65,3927.1481198540023
1,66,3836.336094413942
1,67,3907.7387978582083
1,68,3900.033495712385
1,69,3983.6568025264205
1,70,3951.808684677948
1,71,3931.8026334813585
1,72,3947.1648259500143
1,73,3918.7629900920583
1,74,3914.3791499640247
1,75,3898.3000642789193
1,76,3899.3734929741404
1,77,3874.0258676351878
1,78,3941.107504466945
1,79,3919.310865974887
1,80,3902.7032454152068
2,0,3548.0631186926803
2,1,3602.493200703324
2,2,3524.326530612245
2,3,3612.2679755671925
2,4,3606.23160592746
2,5,3536.782468004654
2,6,3606.164204228073
2,7,3572.1125470262195
2,8,3623.373842867317
2,9,3645.7268446945673
2,10,3599.943173620126
2,11,3627.9718852576007
2,12,3600.6345893733996
2,13,3721.2565396246973
2,14,3643.1130010009692
2,15,3600.2293534932214
2,16,3628.831375518246
2,17,3542.8418993600935
2,18,3548.7048391466924
2,19,3622.883827789432
2,20,3570.3188603647104
2,21,3590.6918290462745
2,22,3630.830969760169
2,23,3612.8938212572866
2,24,3650.0404450261776
2,25,3758.2329162868664
2,26,3593.0799590734932
2,27,3520.4467778064973
2,28,3589.34518803846
2,29,3585.6070766601188
2,30,3508.7759383473676
2,31,3512.841702337544
2,32,3593.073995118939
2,33,3552.585776625463
2,34,3557.0188305468473
2,35,3608.5959867808415
2,36,3611.7006505416393
2,37,3766.2010455165982
2,38,3688.944205663789
2,39,3740.009208463951
2,40,3605.6594412812556
2,41,3600.6645626755308
2,42,3897.513780041798
2,43,3770.1231423212266
2,44,3721.231677919779
2,45,3733.6477490421457
2,46,3626.263269927538
2,47,3647.4636543108027
2,48,3713.2043503190325
2,49,3702.3866527632963
2,50,3611.5359878217023
2,51,3700.743048007247
2,52,3751.5056965370895
2,53,3648.8509083605677
2,54,3683.100078511565
2,55,3625.766058394158
2,56,3603.8160098522167
2,57,3608.588634265154
2,58,3562.3265459143186
2,59,3642.0758602711176
2,60,3634.1064904924497
2,61,3585.6633550694532
2,62,3592.377106899392
2,63,3596.0938263525313
2,64,3611.9239789743697
2,65,3659.783074068786
2,66,3598.7843752822373
2,67,3569.5371379130083
2,68,3563.21578678504
2,69,3658.675514961229
2,70,3611.824740896358
2,71,3573.4261989487204
2,72,3626.211373883576
2,73,3650.074386102402
2,74,3582.2435816487086
2,75,3563.8618421052633
2,76,3583.1704043048267
2,77,3636.147861635218
2,78,3626.647336572678
2,79,3548.8140869490453
2,80,3697.076900433647
3,0,4188.739296958367
3,1,4235.394582677163
3,2,4209.5181238147925
3,3,4248.526510036907
3,4,4221.410800660957
3,5,4230.5546466345
3,6,4141.575437591637
3,7,4203.204776714127
3,8,4132.2123150392545
3,9,4167.855820459947
3,10,4042.400709922873
3,11,4188.21523313225
3,12,4163.4620438310885
3,13,4216.173761954833
3,14,4192.4027213781665
3,15,4203.868324754065
3,16,4181.681849426575
3,17,4195.905603994066
3,18,4156.971468796688
3,19,4208.586884469696
3,20,4138.70389408214
3,21,4179.13148187584
3,22,4079.264592453237
3,23,4277.139505511048
3,24,4294.030018209665
3,25,4412.894633792424
3,26,4109.909600702984
3,27,4075.357402146463
3,28,4143.2783300770025
3,29,4058.7779581126415
3,30,4066.3218879747983
3,31,4066.2098308068926
3,32,4151.363557449495
3,33,4153.679136065988
3,34,4079.0934343434346
3,35,4096.642571283806
3,36,4301.44310504926
3,37,4403.713672734571
3,38,4220.480151219268
3,39,4308.173323218791
3,40,4240.659264298556
3,41,4267.660470557021
3,42,4534.169687541453
3,43,4391.8802872474735
3,44,4317.93470042276
3,45,4325.981891997191
3,46,4217.1544566929115
3,47,4244.380839646463
3,48,4195.053071800125
3,49,4197.607561505152
3,50,4243.993711800227
3,51,4189.613828154968
3,52,4254.819978482494
3,53,4254.124853722205
3,54,4185.084215235456
3,55,4252.846341030894
3,56,4188.147504737841
3,57,4080.271413290644
3,58,4079.1456586947133
3,59,4054.1710052484377
3,60,4087.7401481715024
3,61,4077.194089728622
3,62,4057.179569278058
3,63,4164.754925914251
3,64,4087.299408135117
3,65,4087.5308664172226
3,66,4158.682509676841
3,67,4036.630842028633
3,68,4150.621979626103
3,69,4041.236237214114
3,70,4097.915946831308
3,71,4050.277384712572
3,72,4091.140625
3,73,4035.7334111808486
3,74,4005.665798144004
3,75,4030.5139231607427
3,76,4103.272799450413
3,77,4167.934930850861
3,78,4138.148234164291
3,79,4134.014260432807
3,80,4124.051587050511
4,0,4102.366390363608
4,1,4028.2858008343937
4,2,4057.7067503462567
4,3,4079.754572165257
4,4,4025.58111835974
4,5,4121.377173285429
4,6,4126.985867109757
4,7,4154.010518647698
4,8,4135.779129488576
4,9,4187.934052152748
4,10,4036.695631247687
4,11,4137.611552441813
4,12,4112.668779381671
4,13,4070.125080612066
4,14,4124.585263954643
4,15,4127.373083469127
4,16,4043.7006886204617
4,17,4010.815217391304
4,18,4113.74817764504
4,19,4105.016684704184
4,20,4137.316200828158
4,21,4102.17896120638
4,22,4087.3443135101443
4,23,4193.446542640704
4,24,4297.059786516231
4,25,4277.6367229177995
4,26,4009.138813976664
4,27,3938.7576129638837
4,28,4096.168859497389
4,29,3923.524855520798
4,30,3961.1276469373006
4,31,4040.967551556474
4,32,3961.3892151982764
4,33,4038.4806564232786
4,34,4025.3441131509826
