frame,ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10,ROI_11,ROI_12,ROI_13,ROI_14,ROI_15
0,123.0,147.0,131.0,147.0,103.0,120.0,118.0,135.0,82.0,85.0,130.0,105.0,160.0,114.0,85.0
1,120.0,148.0,125.0,149.0,105.0,119.0,116.0,138.0,83.0,88.0,134.0,105.0,153.0,112.0,81.0
2,126.0,147.0,128.0,143.0,105.0,120.0,123.0,130.0,83.0,89.0,133.0,104.0,158.0,115.0,81.0
3,120.0,144.0,126.0,144.0,101.0,123.0,121.0,131.0,80.0,89.0,134.0,104.0,159.0,113.0,86.0
4,124.0,146.0,126.0,145.0,101.0,122.0,117.0,132.0,81.0,88.0,133.0,102.0,160.0,115.0,84.0
5,121.0,144.0,129.0,143.0,100.0,125.0,119.0,137.0,86.0,89.0,130.0,104.0,158.0,114.0,81.0
6,125.0,139.0,129.0,145.0,97.0,121.0,119.0,138.0,84.0,92.0,131.0,100.0,162.0,116.0,84.0
7,126.0,146.0,130.0,147.0,97.0,119.0,122.0,131.0,86.0,91.0,131.0,104.0,159.0,115.0,85.0
8,127.0,143.0,131.0,150.0,97.0,119.0,124.0,131.0,88.0,89.0,136.0,102.0,163.0,118.0,87.0
9,128.0,141.0,131.0,146.0,102.0,120.0,119.0,136.0,88.0,89.0,136.0,103.0,158.0,116.0,83.0
10,124.0,141.0,134.0,146.0,101.0,120.0,119.0,133.0,91.0,89.0,135.0,103.0,166.0,117.0,85.0
11,128.0,143.0,134.0,148.0,100.0,121.0,119.0,136.0,86.0,88.0,135.0,101.0,159.0,113.0,84.0
12,126.0,142.0,130.0,147.0,100.0,113.0,126.0,135.0,87.0,89.0,134.0,103.0,163.0,116.0,83.0
13,125.0,139.0,126.0,148.0,103.0,122.0,121.0,136.0,90.0,92.0,136.0,104.0,164.0,116.0,83.0
14,128.0,139.0,129.0,146.0,97.0,122.0,121.0,139.0,90.0,90.0,134.0,101.0,161.0,117.0,80.0
15,125.0,140.0,129.0,150.0,99.0,120.0,123.0,132.0,90.0,89.0,137.0,102.0,167.0,115.0,86.0
16,126.0,142.0,131.0,149.0,100.0,122.0,121.0,136.0,86.0,86.0,134.0,99.0,160.0,114.0,80.0
17,126.0,144.0,131.0,148.0,105.0,114.0,118.0,138.0,89.0,90.0,129.0,102.0,159.0,118.0,87.0
18,128.0,145.0,132.0,147.0,102.0,118.0,123.0,136.0,90.0,90.0,131.0,105.0,163.0,114.0,78.0
19,128.0,141.0,128.0,144.0,98.0,118.0,118.0,135.0,92.0,88.0,134.0,103.0,163.0,116.0,88.0
20,124.0,141.0,129.0,147.0,101.0,122.0,123.0,135.0,91.0,91.0,131.0,102.0,164.0,114.0,87.0
21,128.0,145.0,129.0,149.0,104.0,123.0,123.0,133.0,88.0,90.0,132.0,101.0,158.0,117.0,84.0
22,126.0,140.0,131.0,146.0,101.0,122.0,121.0,132.0,93.0,89.0,132.0,97.0,163.0,113.0,82.0
23,126.0,146.0,129.0,143.0,101.0,118.0,122.0,137.0,91.0,90.0,130.0,103.0,164.0,114.0,87.0
24,126.0,144.0,131.0,147.0,98.0,117.0,122.0,135.0,93.0,89.0,132.0,100.0,154.0,117.0,86.0
